date,B000NSTYOC,B003A874R6,B003AYEGG2,B003AYEGGM,B004BYSR6K,B004INIW1Y,B00FZSB0Y2,B06XWPSBVD,B0746VVWX5,B0746W5MB8,average
2020-01-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-02,1.0,1.0,1.0,0.9749582637729549,1.0,1.0,1.25,1.0,1.0,1.0,1.0224958263772954
2020-01-03,0.890746934225195,1.0,1.0,1.0,1.0,1.5094696969696968,1.0,1.0,1.0,1.0,1.0400216631194892
2020-01-04,1.0,1.0,1.0,0.9749582637729549,1.0,1.5094696969696968,1.0,1.0,1.0,1.0,1.0484427960742653
2020-01-05,1.0,1.0,1.1202003338898163,1.1552587646076795,1.0,1.5094696969696968,1.0,1.0,1.0,1.0,1.0784928795467192
2020-01-06,1.0,1.0,1.1202003338898163,1.1552587646076795,1.0,1.5094696969696968,1.25,1.0,1.0,1.0,1.1034928795467194
2020-01-07,1.0,1.0,1.1202003338898163,1.1552587646076795,1.0,1.5094696969696968,1.25,1.0,1.0,1.0,1.1034928795467194
2020-01-08,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,1.0,1.5094696969696968,1.2526785714285715,1.0,1.0,1.0,1.0906057757085283
2020-01-09,0.8684503901895206,1.0,1.1202003338898163,1.154424040066778,1.0,1.5094696969696968,1.2526785714285715,1.0,1.0,1.0,1.0905223032544382
2020-01-10,0.8684503901895206,1.0,1.1202003338898163,1.154424040066778,1.0,1.5094696969696968,1.2526785714285715,1.0,1.0,1.0,1.0905223032544382
2020-01-11,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,1.0,1.5094696969696968,1.0,1.0,1.0,1.0,1.0653379185656713
2020-01-12,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,1.0,1.5094696969696968,1.0,1.0,1.0,1.0,1.0653379185656713
2020-01-13,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,1.0,1.5094696969696968,1.2513392857142858,1.0,1.0,1.0,1.0904718471370998
2020-01-14,0.8684503901895206,1.0,1.1202003338898163,1.1548414023372287,1.0,1.5094696969696968,1.2513392857142858,1.0,1.0,1.0,1.0904301109100547
2020-01-15,0.8684503901895206,1.0,1.1202003338898163,0.9749582637729549,1.0,1.5094696969696968,1.2513392857142858,1.0,1.0,1.0,1.0724417970536275
2020-01-16,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,1.0,1.5094696969696968,1.2513392857142858,1.0,1.0,1.0,1.0904718471370998
2020-01-17,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,1.0,1.5094696969696968,1.2513392857142858,1.0,1.0,1.0,1.0904718471370998
2020-01-18,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,1.5037735849056604,1.5094696969696968,1.2513392857142858,1.0,1.0,1.0,1.1408492056276658
2020-01-19,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,1.5037735849056604,1.5094696969696968,1.04375,1.0,0.9322033898305084,1.0,1.113310616039288
2020-01-20,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,1.5037735849056604,1.5094696969696968,1.04375,1.0,0.9322033898305084,1.0,1.113310616039288
2020-01-21,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,1.5037735849056604,1.5094696969696968,1.25,1.0,0.9322033898305084,1.0,1.1339356160392882
2020-01-22,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,1.5037735849056604,1.5094696969696968,1.25,1.0,0.9322033898305084,1.0,1.1339356160392882
2020-01-23,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,1.5037735849056604,1.5094696969696968,1.0,1.0,0.9322033898305084,1.0,1.1089356160392883
2020-01-24,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,1.5037735849056604,1.5094696969696968,1.0,1.0,1.0,1.0,1.1157152770562373
2020-01-25,0.8684503901895206,1.0,1.1202003338898163,1.0651085141903172,1.5037735849056604,1.5094696969696968,1.0,1.0,0.9322033898305084,1.0,1.099920590997552
2020-01-26,0.8684503901895206,1.0,1.1202003338898163,0.9749582637729549,1.5037735849056604,1.5094696969696968,1.0,1.0,0.9322033898305084,1.0,1.0909055659558158
2020-01-27,0.8684503901895206,1.0,1.1202003338898163,0.9749582637729549,1.0,0.9943181818181818,1.25,1.0,0.9322033898305084,1.0,1.0140130559500982
2020-01-28,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,1.0,0.9943181818181818,1.25,1.0,0.9322033898305084,1.0,1.0320431060335706
2020-01-29,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,1.0,0.9943181818181818,1.25,1.0,0.9322033898305084,1.0,1.0320431060335706
2020-01-30,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,1.0,0.9943181818181818,1.25,1.0,0.9322033898305084,1.0,1.0320431060335706
2020-01-31,0.8684503901895206,1.0,1.0926544240400666,1.1552587646076795,1.0,0.9943181818181818,1.25,1.0,0.9322033898305084,1.0,1.0292885150485958
2020-02-01,0.8684503901895206,1.0,1.0926544240400666,0.9749582637729549,1.0,0.9943181818181818,1.25,1.0,0.9322033898305084,1.0,1.0112584649651233
2020-02-02,0.8684503901895206,1.0,1.0926544240400666,1.1552587646076795,1.0,0.9943181818181818,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0308758166358973
2020-02-03,1.0,1.0,1.0926544240400666,0.9749582637729549,1.0,0.9943181818181818,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0260007275334728
2020-02-04,1.0,1.0,1.0926544240400666,1.1552587646076795,1.0,0.9943181818181818,1.25,1.0,0.9322033898305084,1.0158730158730158,1.044030777616945
2020-02-05,1.0,1.0,1.0926544240400666,0.9749582637729549,1.0,0.9943181818181818,1.0,1.0,0.9322033898305084,1.0158730158730158,1.0010007275334727
2020-02-06,1.0,1.0,1.0926544240400666,1.1552587646076795,1.0849056603773586,0.9943181818181818,1.0,1.0,0.9322033898305084,1.0158730158730158,1.027521343654681
2020-02-07,1.0,1.0,1.0926544240400666,0.9749582637729549,1.0849056603773586,0.9943181818181818,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0344912935712087
2020-02-08,1.0,1.0,1.0926544240400666,1.1552587646076795,1.0849056603773586,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0511955860789235
2020-02-09,0.8684503901895206,1.0,1.0926544240400666,1.1552587646076795,1.0849056603773586,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0380406250978755
2020-02-10,0.8684503901895206,1.0,1.0926544240400666,0.9749582637729549,1.0849056603773586,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.020010575014403
2020-02-11,0.8684503901895206,1.0,1.1669449081803005,1.1552587646076795,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.034526277285484
2020-02-12,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0298518198564355
2020-02-13,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0298518198564355
2020-02-14,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0298518198564355
2020-02-15,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0298518198564355
2020-02-16,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0298518198564355
2020-02-17,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0298518198564355
2020-02-18,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0298518198564355
2020-02-19,0.8561872909698997,1.0,1.1202003338898163,1.1552587646076795,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0286255099344734
2020-02-20,0.8684503901895206,1.0,1.1202003338898163,1.1552587646076795,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0298518198564355
