date,B000NSTYOC,B003A874R6,B003AYEGG2,B003AYEGGM,B004BYSR6K,B004INIW1Y,B00FZSB0Y2,B06XWPSBVD,B0746VVWX5,B0746W5MB8,average
2020-02-21,0.8561872909698997,1.0,1.1202003338898163,1.1552587646076795,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0286255099344734
2020-02-22,0.8561872909698997,1.0,1.1202003338898163,1.1552587646076795,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0286255099344734
2020-02-23,0.8561872909698997,1.0,1.1202003338898163,1.1552587646076795,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0286255099344734
2020-02-24,0.8561872909698997,1.0,1.1202003338898163,1.0125208681135225,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0143517202850576
2020-02-25,0.8561872909698997,1.0,1.1202003338898163,1.023372287145242,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0154368621882297
2020-02-26,0.8561872909698997,1.0,1.1202003338898163,1.0125208681135225,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0143517202850576
2020-02-27,0.8561872909698997,1.0,1.1202003338898163,1.023372287145242,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0154368621882297
2020-02-28,0.8561872909698997,1.0,1.1202003338898163,1.036727879799666,0.9754716981132076,1.0473484848484849,1.25,1.0,0.9322033898305084,1.0158730158730158,1.02340120933246
2020-02-29,0.8561872909698997,1.0,1.1202003338898163,1.036727879799666,0.9754716981132076,1.0473484848484849,1.25,1.0,0.9322033898305084,1.0158730158730158,1.02340120933246
2020-03-01,0.8561872909698997,1.0,1.1202003338898163,1.0500834724540902,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0181079807191145
2020-03-02,0.8561872909698997,1.0,1.1202003338898163,1.023372287145242,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0154368621882297
2020-03-03,0.8561872909698997,1.0,1.1202003338898163,0.9749582637729549,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0105954598510007
2020-03-04,0.8561872909698997,1.0,1.1202003338898163,0.9749582637729549,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0105954598510007
2020-03-05,0.8561872909698997,1.0,1.1202003338898163,1.0500834724540902,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0181079807191145
2020-03-06,0.864362690449647,1.0,1.0500834724540902,1.0500834724540902,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0119138345235166
2020-03-07,0.8623188405797101,1.0,1.023372287145242,1.0025041736227045,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0042804011224995
2020-03-08,0.8561872909698997,1.0,1.0500834724540902,1.0500834724540902,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0110962945755417
2020-03-09,0.8561872909698997,1.0,1.0500834724540902,1.0500834724540902,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0110962945755417
2020-03-10,0.972129319955407,1.0,1.0500834724540902,1.0500834724540902,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0158730158730158,1.0226904974740925
2020-03-11,0.972129319955407,1.0,1.0500834724540902,1.0500834724540902,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0,1.0211031958867909
2020-03-12,0.972129319955407,1.0,1.0500834724540902,1.0500834724540902,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0,1.0211031958867909
2020-03-13,0.9141583054626533,1.0,1.0500834724540902,1.0500834724540902,0.9754716981132076,0.981060606060606,1.25,1.0,0.9322033898305084,1.0,1.0153060944375156
2020-03-14,0.9141583054626533,1.0,1.0500834724540902,1.0500834724540902,0.9754716981132076,0.9848484848484849,1.25,1.0,0.9322033898305084,1.0,1.0156848823163034
2020-03-15,0.9141583054626533,1.0,1.0500834724540902,1.0500834724540902,0.9754716981132076,0.9848484848484849,1.25,1.0,0.9322033898305084,1.0,1.0156848823163034
2020-03-16,0.8561872909698997,1.0,1.023372287145242,1.0125208681135225,0.9754716981132076,0.9848484848484849,1.25,1.0,0.9322033898305084,1.0,1.0034604019020865
2020-03-17,0.9334819769602378,1.0,1.036727879799666,1.036727879799666,0.9754716981132076,0.9848484848484849,1.25,1.0,0.9322033898305084,1.0,1.014946130935177
2020-03-18,0.8561872909698997,1.0,1.0500834724540902,1.023372287145242,0.9754716981132076,0.9848484848484849,1.25,1.0,0.9322033898305084,1.0,1.0072166623361434
2020-03-19,0.8561872909698997,1.0,1.0500834724540902,1.0125208681135225,0.9754716981132076,0.9848484848484849,1.25,1.0,0.9322033898305084,1.0,1.0061315204329715
2020-03-20,0.9141583054626533,1.0,1.0500834724540902,1.0125208681135225,0.9754716981132076,0.9848484848484849,1.25,1.0,0.9322033898305084,1.0,1.0119286218822467
2020-03-21,0.972129319955407,1.0,1.0500834724540902,0.9624373956594323,0.9754716981132076,0.9848484848484849,1.25,1.0,0.9322033898305084,1.0,1.012717376086113
2020-03-22,0.8561872909698997,1.0,1.0500834724540902,0.9749582637729549,0.9754716981132076,0.9848484848484849,1.25,1.0,0.9322033898305084,1.0,1.0023752599989146
2020-03-23,0.8561872909698997,1.0,1.0500834724540902,0.9749582637729549,0.9754716981132076,0.9848484848484849,1.25,1.0,0.9322033898305084,1.0,1.0023752599989146
2020-03-24,0.8561872909698997,1.0,1.0500834724540902,1.0500834724540902,0.9754716981132076,0.9848484848484849,1.25,1.0,0.9322033898305084,1.0,1.0098877808670281
2020-03-25,0.8561872909698997,1.0,1.0500834724540902,1.0500834724540902,0.9754716981132076,0.9848484848484849,1.25,1.0,0.9322033898305084,1.0,1.0098877808670281
2020-03-26,0.8561872909698997,1.0,1.0500834724540902,1.1552587646076795,0.9754716981132076,0.9848484848484849,1.25,1.0,0.9322033898305084,1.0,1.020405310082387
2020-03-27,0.8561872909698997,1.0,1.0500834724540902,0.9749582637729549,1.4660377358490566,1.5094696969696968,1.25,1.0,0.9322033898305084,1.0,1.1038939849846208
2020-03-28,0.8561872909698997,1.0,1.0500834724540902,0.9749582637729549,1.4660377358490566,1.5094696969696968,1.25,1.0,1.0169491525423728,1.0158730158730158,1.1139558628431085
2020-03-29,0.8561872909698997,1.0,1.0500834724540902,0.9749582637729549,1.4660377358490566,1.5094696969696968,1.25,1.0,1.0169491525423728,1.0158730158730158,1.1139558628431085
2020-03-30,0.890746934225195,1.0,1.0500834724540902,1.0651085141903172,1.4660377358490566,1.5094696969696968,1.25,1.0,1.0169491525423728,1.0158730158730158,1.1264268522103744
2020-03-31,0.890746934225195,1.0,1.0500834724540902,1.0651085141903172,1.4660377358490566,1.5094696969696968,1.25,1.0,1.0169491525423728,1.0158730158730158,1.1264268522103744
2020-04-01,0.972129319955407,1.0,1.0500834724540902,1.0651085141903172,1.4660377358490566,1.5094696969696968,1.25,1.0,1.0169491525423728,1.0158730158730158,1.1345650907833957
2020-04-02,0.972129319955407,1.0,1.0500834724540902,1.0951585976627711,1.4660377358490566,1.5094696969696968,1.25,1.0,0.9322033898305084,1.0,1.127508221272153
2020-04-03,0.972129319955407,1.0,1.0500834724540902,1.0651085141903172,1.4660377358490566,1.5094696969696968,1.25,1.0,0.9322033898305084,1.0,1.1245032129249075
2020-04-04,0.972129319955407,1.0,1.0500834724540902,1.0651085141903172,1.4660377358490566,1.5094696969696968,1.25,1.0,0.9322033898305084,1.0,1.1245032129249075
2020-04-05,0.972129319955407,1.0,1.0500834724540902,1.0651085141903172,1.4660377358490566,1.5094696969696968,1.25,1.0,0.9322033898305084,1.0,1.1245032129249075
2020-04-06,0.972129319955407,1.0,1.0500834724540902,1.0651085141903172,1.4660377358490566,1.5094696969696968,1.25,1.0,0.9322033898305084,1.0,1.1245032129249075
2020-04-07,0.972129319955407,1.0,1.0851419031719531,1.0651085141903172,1.4660377358490566,1.5094696969696968,1.25,1.0,0.9322033898305084,1.0,1.128009055996694
2020-04-08,0.890746934225195,1.0,1.0851419031719531,1.0651085141903172,1.4660377358490566,1.5094696969696968,1.25,1.0,0.9322033898305084,1.0,1.119870817423673
2020-04-09,0.931438127090301,1.0,1.0851419031719531,1.0651085141903172,1.5037735849056604,1.5094696969696968,1.25,1.0,0.9322033898305084,1.0,1.1277135216158438
2020-04-10,0.9450018580453363,1.0,1.0851419031719531,1.0350584307178632,1.4849056603773585,1.5094696969696968,1.25,1.0,0.9322033898305084,1.0,1.1241780939112718
2020-04-11,0.9450018580453363,1.0,1.0851419031719531,1.1552587646076795,1.4849056603773585,1.5094696969696968,0.9375000000000001,1.0,0.9322033898305084,1.0,1.1049481273002533
2020-04-12,0.931438127090301,1.0,1.1202003338898163,1.0350584307178632,1.4849056603773585,1.5094696969696968,0.9750000000000001,1.0,0.9322033898305084,1.0,1.0988275638875544
2020-04-13,0.931438127090301,1.0,1.1202003338898163,1.1552587646076795,1.4849056603773585,1.5094696969696968,0.9750000000000001,1.0,0.9322033898305084,1.0,1.110847597276536
2020-04-14,0.931438127090301,1.0,1.1202003338898163,1.1552587646076795,1.4849056603773585,1.5094696969696968,0.9750000000000001,1.0,0.9322033898305084,1.0,1.110847597276536
2020-04-15,0.890746934225195,1.0,1.1202003338898163,1.0651085141903172,1.4849056603773585,1.5094696969696968,0.9750000000000001,1.0,0.9322033898305084,1.0,1.0977634529482891
2020-04-16,0.972129319955407,1.0,1.1235392320534223,0.9749582637729549,1.4849056603773585,1.5094696969696968,0.9750000000000001,1.0,0.9322033898305084,1.0,1.0972205562959347
2020-04-17,0.890746934225195,1.0,1.1235392320534223,0.9749582637729549,1.4849056603773585,1.5094696969696968,0.9750000000000001,1.0,0.9322033898305084,1.0,1.0890823177229136
2020-04-18,0.972129319955407,1.0,1.1235392320534223,1.1552587646076795,1.4849056603773585,1.5094696969696968,0.9750000000000001,1.0,0.9322033898305084,1.0,1.1152506063794072
2020-04-19,0.890746934225195,1.0,1.1235392320534223,1.0651085141903172,1.4849056603773585,1.5094696969696968,0.9750000000000001,1.0,0.9322033898305084,1.0,1.0980973427646499
2020-04-20,0.9450018580453363,1.0,1.1235392320534223,0.9749582637729549,1.4849056603773585,1.5094696969696968,0.9750000000000001,1.0,0.9322033898305084,1.0,1.0945078101049277
2020-04-21,0.9178743961352657,1.0,1.1235392320534223,1.0951585976627711,1.4849056603773585,1.5094696969696968,0.9750000000000001,1.0,0.9322033898305084,1.0,1.1038150973029022
2020-04-22,0.9178743961352657,1.0,1.1218697829716193,1.0951585976627711,1.4849056603773585,1.5094696969696968,0.9750000000000001,1.0,0.9322033898305084,1.0,1.103648152394722
2020-04-23,0.9178743961352657,1.0,1.1202003338898163,0.9749582637729549,1.4849056603773585,1.5094696969696968,0.9750000000000001,1.0,0.9322033898305084,1.0,1.09146117409756
2020-04-24,0.9178743961352657,1.0,1.1235392320534223,0.9749582637729549,1.4849056603773585,1.5094696969696968,0.9750000000000001,1.0,0.9322033898305084,1.0,1.0917950639139207
2020-04-25,0.9178743961352657,1.0,1.1235392320534223,1.0951585976627711,1.4849056603773585,1.5094696969696968,0.9750000000000001,1.0,0.9322033898305084,1.0,1.1038150973029022
2020-04-26,0.9178743961352657,1.0,1.1235392320534223,1.0951585976627711,1.4849056603773585,1.5094696969696968,0.9750000000000001,1.0,0.9322033898305084,1.0,1.1038150973029022
2020-04-27,0.9178743961352657,1.0,1.1202003338898163,1.0651085141903172,1.4849056603773585,1.5094696969696968,1.25,1.0,0.9322033898305084,1.0,1.1279761991392963
2020-04-28,0.9178743961352657,1.0,1.0845854201446856,1.0651085141903172,1.4849056603773585,1.5094696969696968,1.25,1.0,0.9322033898305084,1.0,1.1244147077647832
2020-04-29,0.9178743961352657,1.0,1.0651085141903172,0.9749582637729549,1.4849056603773585,1.5094696969696968,1.25,1.0,1.0169491525423728,1.0,1.1219265683987967
2020-04-30,0.9178743961352657,1.0,0.9749582637729549,1.0951585976627711,1.4849056603773585,1.5094696969696968,1.25,1.0,0.9322033898305084,1.0,1.1164570004748557
2020-05-01,0.9178743961352657,1.0,0.9749582637729549,0.9749582637729549,1.4849056603773585,1.5094696969696968,1.25,1.0,0.9322033898305084,1.0,1.104436967085874
2020-05-02,0.9178743961352657,1.0,1.16110183639399,1.0651085141903172,1.4849056603773585,1.399621212121212,1.25,1.0,0.9322033898305084,1.0,1.1210815009048651
2020-05-03,0.9178743961352657,1.0,1.0951585976627711,1.0651085141903172,1.4849056603773585,1.399621212121212,1.25,1.0,0.9322033898305084,1.0,1.1144871770317433
2020-05-04,0.9178743961352657,1.0,0.9749582637729549,1.0651085141903172,1.4849056603773585,1.399621212121212,1.25,1.0,0.9322033898305084,1.0,1.1024671436427618
2020-05-05,0.9178743961352657,1.0,1.1669449081803005,1.1552587646076795,1.3943396226415095,1.399621212121212,1.25,1.0,0.9322033898305084,1.0,1.1216242293516476
2020-05-06,0.9178743961352657,1.0,1.0951585976627711,1.0350584307178632,1.3943396226415095,1.399621212121212,1.25,1.0,0.9322033898305084,1.0,1.102425564910913
2020-05-07,0.9178743961352657,1.0,1.0990539788536446,1.0684474123539232,1.3943396226415095,1.399621212121212,1.25,1.0,0.9322033898305084,1.0,1.1061540011936064
2020-05-08,0.9178743961352657,1.0,1.0990539788536446,1.1599332220367278,1.3943396226415095,1.399621212121212,1.25,1.0,0.9322033898305084,1.0,1.115302582161887
2020-05-09,0.9178743961352657,1.0,1.0651085141903172,1.1599332220367278,1.3943396226415095,1.399621212121212,1.25,1.0,0.9322033898305084,1.0,1.1119080356955542
2020-05-10,0.9178743961352657,1.0,1.0651085141903172,0.9749582637729549,1.3943396226415095,1.399621212121212,1.25,1.0,0.9322033898305084,1.0,1.0934105398691767
2020-05-11,0.9178743961352657,1.0,0.9749582637729549,0.9749582637729549,1.3943396226415095,1.399621212121212,1.25,1.0,0.9322033898305084,1.0,1.0843955148274407
