date,B0014C440U,B001CXWNGI,B001DEIG44,B002S0NP84,B0096Q8PF6,B00D3JA5V4,B00DNYXJP8,B00JJXMAI4,B00VPEMFC6,B01B5KAAAS,average
2020-03-12,1.38398233641108,1.1042761586239846,1.1121495327102802,1.147124719940254,1.0,1.2320522117476431,2.063204005006258,0.8888888888888888,1.0,1.0,1.1931677853328388
2020-03-13,1.516258530710558,1.120879120879121,1.158878504672897,1.147124719940254,1.0,1.2320522117476431,2.063204005006258,0.8888888888888888,1.0,1.0,1.2127285981845621
2020-03-14,1.8291850662384583,1.120879120879121,1.1121495327102802,1.147124719940254,1.0,1.1595358955765047,1.1877346683354193,1.0063492063492063,1.0,1.0,1.1562958210029244
2020-03-15,1.8291850662384583,1.120879120879121,1.1121495327102802,1.147124719940254,1.0,1.0870195794053663,1.1877346683354193,1.0063492063492063,1.0,1.0,1.1490441893858105
2020-03-16,1.0,1.120879120879121,1.1121495327102802,1.147124719940254,1.0,1.0870195794053663,1.1877346683354193,1.0063492063492063,1.0,1.0,1.0661256827619647
2020-03-17,1.0,1.04921165790731,1.1121495327102802,1.147124719940254,1.0,1.0870195794053663,1.1877346683354193,1.0063492063492063,1.0,1.0,1.0589589364647836
2020-03-18,1.0,1.04921165790731,1.1121495327102802,1.147124719940254,1.0,1.0870195794053663,1.1877346683354193,1.0063492063492063,1.0,1.0,1.0589589364647836
2020-03-19,1.0,1.04921165790731,1.1121495327102802,1.147124719940254,1.0,1.0870195794053663,1.1877346683354193,1.0063492063492063,1.0,1.0,1.0589589364647836
2020-03-20,1.0,1.04921165790731,1.1121495327102802,1.147124719940254,1.0,1.0870195794053663,1.1877346683354193,1.0031746031746032,1.0,1.0,1.0586414761473233
2020-03-21,1.0,1.04921165790731,1.1121495327102802,1.147124719940254,1.0,1.0870195794053663,1.1877346683354193,1.0031746031746032,1.0,1.0,1.0586414761473233
2020-03-22,1.0,1.04921165790731,1.1121495327102802,1.147124719940254,1.0,1.0870195794053663,1.1877346683354193,1.0031746031746032,1.0,1.0,1.0586414761473233
2020-03-23,1.0,1.04921165790731,1.1121495327102802,1.0253920836445107,1.0,1.0870195794053663,1.1877346683354193,1.0031746031746032,1.0,1.0,1.046468212517749
2020-03-24,1.0,1.04921165790731,1.1121495327102802,1.0253920836445107,1.0,1.0870195794053663,1.1877346683354193,1.0031746031746032,1.0,1.0,1.046468212517749
2020-03-25,1.0,1.04921165790731,1.1121495327102802,1.0253920836445107,1.0,1.0870195794053663,1.1877346683354193,1.0031746031746032,1.0,1.0,1.046468212517749
2020-03-26,1.0,1.04921165790731,1.1121495327102802,1.0231516056758774,1.0,1.0870195794053663,1.1877346683354193,1.0063492063492063,1.0,1.0,1.046561625038346
2020-03-27,1.0,1.04921165790731,1.1121495327102802,1.0231516056758774,1.0,1.0870195794053663,1.1877346683354193,1.0031746031746032,1.0,1.0,1.0462441647208858
2020-03-28,1.0,1.04921165790731,1.1121495327102802,1.0231516056758774,1.0,1.0870195794053663,1.1877346683354193,1.0031746031746032,1.0,1.0,1.0462441647208858
2020-03-29,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0,1.0870195794053663,1.1877346683354193,1.0031746031746032,1.0,1.0,1.0509170619171475
2020-03-30,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0,1.0870195794053663,1.1877346683354193,1.0031746031746032,1.0,1.0,1.0509170619171475
2020-03-31,1.0,1.04921165790731,1.158878504672897,0.9686333084391336,1.0,1.0870195794053663,1.1877346683354193,1.0031746031746032,1.0,1.0,1.045465232193473
2020-04-01,1.0,1.04921165790731,1.158878504672897,0.9645257654966392,1.0,1.0870195794053663,1.1877346683354193,1.0031746031746032,1.0,1.0,1.0450544778992235
2020-04-02,1.0,1.04921165790731,1.158878504672897,0.9607916355489171,1.0,1.0656997824510517,1.1877346683354193,1.0031746031746032,1.0,1.0,1.04254908520902
2020-04-03,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.0,1.0,1.0475224925834916
2020-04-04,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.0,1.0,1.0475224925834916
2020-04-05,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.0,1.0,1.0475224925834916
2020-04-06,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.0,1.0,1.0475224925834916
2020-04-07,1.0,1.04921165790731,1.158878504672897,0.9693801344286781,1.0,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.0,1.0,1.042145345458772
2020-04-08,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0,1.0633309161227942,1.1877346683354193,1.0047619047619047,1.0,1.0,1.0487069257476205
2020-04-09,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.0,1.0,1.0475224925834916
2020-04-10,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0,1.0514865844815084,1.1877346683354193,1.0047619047619047,1.0,1.0,1.0475224925834916
2020-04-11,1.0,1.04921165790731,1.158878504672897,1.0231516056758774,1.0,1.0514865844815084,1.1877346683354193,1.0031746031746032,1.0,1.0,1.0473637624247616
