date,B005GSYXJ0,B00D5YS4HE,B01BZ0M3ZI,B01GK94OQK,B01HSSVDT8,B01HSSXYVI,B01HSSZN2Q,B01HTBHMRG,average
2020-04-09,1.0330330330330328,0.9427312775330396,0.9835423197492164,0.9400973418195433,1.0,1.0,0.9871940808195787,1.0,0.9858247566193012
2020-04-10,0.9839124839124839,0.9375917767988253,0.9843260188087775,0.9400973418195433,1.0,1.0,0.9871940808195787,1.0,0.9791402127699012
2020-04-11,0.9678249678249679,0.9375917767988253,0.9913793103448274,0.9400973418195433,1.0,1.0,0.9871940808195787,1.0,0.9780109347009678
2020-04-12,1.0656370656370655,0.9401615271659325,0.9913793103448274,0.9737925870460502,1.0,1.0,0.9871940808195787,1.0,0.9947705713766819
2020-04-13,0.9892749892749892,0.9427312775330396,1.1261755485893419,1.0074878322725573,1.0,1.0,0.9871940808195787,1.0,1.0066079660611884
2020-04-14,0.9839124839124839,0.9393049437102301,0.9827586206896551,0.9737925870460502,1.0,1.0,0.9871940808195787,1.0,0.9833703395222497
2020-04-15,0.9839124839124839,0.9401615271659325,0.9827586206896551,0.9737925870460502,1.0,1.0,0.9871940808195787,1.0,0.9834774124542125
2020-04-16,0.9839124839124839,0.9427312775330396,0.9835423197492164,0.9737925870460502,1.0,1.0,0.9871940808195787,1.0,0.9838965936325461
2020-04-17,1.0276705276705276,0.9427312775330396,0.9835423197492164,0.9737925870460502,1.0,0.8063063063063063,1.1895276038702332,1.0,0.9904463277719217
2020-04-18,1.0495495495495495,0.9427312775330396,0.9843260188087775,0.9737925870460502,1.0,0.8063063063063063,1.1895276038702332,1.0,0.9932791678892444
2020-04-19,0.9839124839124839,0.9427312775330396,0.9835423197492164,0.9737925870460502,1.0,1.0,1.1895276038702332,1.0,1.0091882840138777
2020-04-20,0.9839124839124839,0.9427312775330396,1.0,0.9400973418195433,1.0,1.0,1.0,1.0,0.9833426379081334
2020-04-21,1.0495495495495495,0.9427312775330396,0.9827586206896551,0.945011231748409,1.0,1.0,1.0,1.0,0.9900063349400816
2020-04-22,0.9839124839124839,0.9427312775330396,1.0,0.945011231748409,1.0,1.0,1.0,1.0,0.9839568741492415
2020-04-23,1.0167310167310166,0.9427312775330396,1.0,0.945011231748409,1.0,1.0,1.0,1.0,0.9880591907515581
2020-04-24,0.987129987129987,0.9427312775330396,0.9827586206896551,0.945011231748409,1.0,1.0,1.0,1.0,0.9822038896376364
2020-04-25,1.0167310167310166,0.9427312775330396,0.9827586206896551,0.9376637963309624,1.0,1.0,1.0,1.0,0.9849855889105842
2020-04-26,0.9839124839124839,0.9427312775330396,0.9913793103448274,0.8390116061400226,1.0,1.0,1.0,1.0,0.9696293347412966
2020-04-27,1.0247747747747746,0.9427312775330396,0.9913793103448274,0.8390116061400226,1.0,1.0,1.0,1.0,0.9747371210990831
2020-04-28,1.006949806949807,0.9427312775330396,0.9913793103448274,0.8390116061400226,1.0,1.0,1.0,1.0,0.9725090001209621
2020-04-29,0.9892749892749892,0.9427312775330396,1.0,0.8390116061400226,1.0,1.0,1.0,1.0,0.9713772341185064
2020-04-30,1.1312741312741312,0.9427312775330396,0.9827586206896551,0.8390116061400226,1.0,1.0,1.0,1.0,0.9869719544546061
2020-05-01,1.0,0.9427312775330396,0.9843260188087775,0.8390116061400226,1.0,1.0,1.0,1.0,0.97075861281023
2020-05-02,1.0,0.9427312775330396,0.9890282131661442,0.8390116061400226,1.0,1.0,1.0,1.0,0.9713463871049008
2020-05-03,0.9678249678249679,0.9427312775330396,0.9835423197492164,1.0074878322725573,1.0,1.0,1.0,1.0,0.9876982996724726
2020-05-04,0.9839124839124839,0.9427312775330396,0.9838035527690702,0.8390116061400226,0.9554848966613672,1.0,1.0,1.0,0.963117977126998
2020-05-05,0.9839124839124839,0.9427312775330396,0.9827586206896551,0.8390116061400226,0.9554848966613672,1.0,1.0,1.0,0.9629873606170711
2020-05-06,0.9839124839124839,0.9427312775330396,0.9878526645768025,0.8390116061400226,0.9554848966613672,1.0,1.0,1.0,0.9636241161029644
2020-05-07,1.0247747747747746,0.9427312775330396,1.0,0.8390116061400226,0.9554848966613672,1.0,1.0,1.0,0.9702503193886505
2020-05-08,0.9678249678249679,0.9427312775330396,0.9832810867293624,0.9513290902283791,0.9554848966613672,1.0,1.0,1.0,0.9750814148721394
2020-05-09,1.0767910767910767,0.9427312775330396,0.9832810867293624,0.8390116061400226,0.9554848966613672,0.8058058058058059,1.0,1.0,0.9503882187075843
2020-05-10,0.9839124839124839,0.9427312775330396,0.9832810867293624,0.92324971920629,0.9554848966613672,0.8058058058058059,1.0,1.0,0.9493081587310436
2020-05-11,1.0,0.9427312775330396,0.9913793103448274,0.92324971920629,0.9554848966613672,0.8058058058058059,1.0,1.0,0.9523313761939162
