date,B00HXIXW8O,B00HXIXWES,B00HXIXWKM,B087Q1HFYK,average
2020-01-01,1.0,1.0,1.0,,1.0
2020-01-02,0.9923354373309289,0.986997635933806,1.0408328279765517,,1.0067219670804288
2020-01-03,0.9923354373309289,0.986997635933806,1.0408328279765517,,1.0067219670804288
2020-01-04,0.9923354373309289,0.986997635933806,1.0408328279765517,,1.0067219670804288
2020-01-05,1.0,0.9923167848699762,1.0861127956337175,,1.0261431935012313
2020-01-06,1.0,0.9988179669030731,1.0721649484536084,,1.0236609717855605
2020-01-07,1.011722272317403,0.9994089834515365,1.0830806549423895,,1.0314039702371096
2020-01-08,1.012623985572588,0.9994089834515365,1.083687083080655,,1.0319066840349265
2020-01-09,1.0103697024346259,0.9905437352245863,1.0764099454214677,,1.0257744610268933
2020-01-10,1.0144274120829577,0.9940898345153664,1.0730745906610069,,1.0271972790864436
2020-01-11,1.0144274120829577,1.0005910165484633,1.0818677986658582,,1.032295409099093
2020-01-12,1.0419296663660955,1.0,1.0830806549423895,,1.0416701071028283
2020-01-13,1.0482416591523895,1.0005910165484633,1.0782292298362646,,1.0423539685123724
2020-01-14,1.0482416591523895,1.0011820330969268,1.0385081867798667,,1.029310626343061
2020-01-15,1.0234445446348062,1.0053191489361701,1.0782292298362646,,1.0356643078024137
2020-01-16,1.0270513976555455,0.9970449172576832,1.120072771376592,,1.048056362096607
2020-01-17,1.0270513976555455,1.0023640661938533,1.0636749545178896,,1.0310301394557628
2020-01-18,1.0247971145175834,1.0029550827423166,1.0636749545178896,,1.0304757172592633
2020-01-19,1.0175834084761046,1.0029550827423166,1.0630685263796242,,1.0278690058660152
2020-01-20,1.036068530207394,0.9929078014184397,1.1018799272286237,,1.0436187529514858
2020-01-21,1.0365193868349865,0.9875886524822695,1.0818677986658582,,1.0353252793277048
2020-01-22,1.027502254283138,0.9875886524822695,1.0818677986658582,,1.0323195684770885
2020-01-23,1.027502254283138,0.983451536643026,1.0812613705275924,,1.030738387151252
2020-01-24,1.027502254283138,0.983451536643026,1.0812613705275924,,1.030738387151252
2020-01-25,1.0027051397655544,0.9816784869976358,1.0557913887204367,,1.0133916718278757
2020-01-26,0.9842200180342651,0.9804964539007092,1.0342631898120074,,0.999659887248994
2020-01-27,0.9810640216411182,0.9804964539007092,1.0084899939357186,,0.9900168231591819
2020-01-28,0.9756537421100091,0.9710401891252954,0.9993935718617345,,0.982029167699013
2020-01-29,0.9756537421100091,0.9710401891252954,0.9993935718617345,,0.982029167699013
2020-01-30,0.9810640216411182,0.9716312056737588,0.9993935718617345,,0.9840295997255372
2020-01-31,0.9810640216411182,0.9716312056737588,0.9993935718617345,,0.9840295997255372
2020-02-01,0.9842200180342651,0.9704491725768322,0.9993935718617345,,0.9846875874909439
2020-02-02,0.9842200180342651,0.9704491725768322,0.9993935718617345,,0.9846875874909439
2020-02-03,0.9693417493237151,0.9674940898345153,0.9993935718617345,,0.9787431370066549
2020-02-04,0.9477006311992786,0.9722222222222221,0.9993935718617345,,0.9731054750944117
2020-02-05,0.9490532010820559,0.9710401891252954,0.9993935718617345,,0.9731623206896952
2020-02-06,0.9436429215509468,0.9822695035460992,0.9993935718617345,,0.97510199898626
2020-02-07,0.9467989179440938,0.9816784869976358,1.1916312916919345,,1.0400362322112213
2020-02-08,0.9467989179440938,0.983451536643026,1.3875075803517285,,1.105919344979616
2020-02-09,0.9467989179440938,0.986997635933806,1.235294117647059,,1.0563635571749863
2020-02-10,0.9467989179440938,0.986997635933806,1.235294117647059,,1.0563635571749863
2020-02-11,0.9418394950405772,0.9929078014184397,1.067919951485749,,1.0008890826482553
2020-02-12,0.9526600541027953,0.9864066193853428,1.0654942389326867,,1.001520304140275
2020-02-13,0.9436429215509468,0.9828605200945625,1.0736810187992722,,1.0000614868149273
2020-02-14,0.9472497745716862,0.9716312056737588,1.09864564382454,,1.0058422080233285
2020-02-15,0.9436429215509468,0.9704491725768322,1.1018799272286237,,1.0053240071188008
2020-02-16,0.9486023444544635,0.9704491725768322,1.1018799272286237,,1.0069771480866399
2020-02-17,0.9661857529305681,0.9710401891252954,1.075803517283202,,1.0043431531130218
2020-02-18,0.9697926059513076,0.9716312056737588,1.0818677986658582,,1.0077638700969749
2020-02-19,0.9643823264201984,0.9716312056737588,1.0812613705275924,,1.0057583008738498
2020-02-20,0.9504057709648331,0.9716312056737588,1.0800485142510612,,1.0006951636298844
2020-02-21,0.9413886384129846,0.9716312056737588,1.0812613705275924,,0.9980937382047786
2020-02-22,0.9522091974752029,0.9710401891252954,1.0848999393571863,,1.002716441985895
2020-02-23,0.9522091974752029,0.9840425531914891,1.0612492419648272,,0.9991669975438398
2020-02-24,0.9467989179440938,0.9881796690307327,1.0612492419648272,,0.9987426096465514
2020-02-25,0.9643823264201984,0.9864066193853428,1.0751970891449365,,1.0086620116501592
2020-02-26,0.9558160504959423,0.986997635933806,1.0709520921770772,,1.0045885928689418
2020-02-27,0.9558160504959423,0.986997635933806,1.0715585203153428,,1.004790735581697
2020-02-28,0.9688908926961226,0.9964539007092197,1.0764099454214677,,1.0139182462756033
2020-02-29,0.9688908926961226,0.9719267139479905,1.072771376591874,,1.0045296610786625
2020-03-01,0.9729486023444543,0.9719267139479905,1.0733778047301394,,1.006084373674195
2020-03-02,0.9578449053201082,0.9840425531914891,1.0758035172832023,,1.0058969919315999
2020-03-03,0.9578449053201082,0.9840425531914891,1.0758035172832023,,1.0058969919315999
2020-03-04,0.9578449053201082,0.9741922773837667,1.0812613705275924,,1.0044328510771559
2020-03-05,0.9578449053201082,0.9741922773837667,1.0515463917525774,,0.9945278581521508
2020-03-06,0.9652840396753832,0.9741922773837667,1.049120679199515,,0.9961989987528884
2020-03-07,0.9652840396753832,0.9663120567375887,1.0248635536688901,,0.9854865500272872
2020-03-08,0.9652840396753832,0.9657210401891252,1.0248635536688901,,0.9852895445111329
2020-03-09,0.9621280432822362,0.9657210401891252,1.0248635536688901,,0.9842375457134173
2020-03-10,0.9621280432822362,0.9657210401891252,1.077622801697999,,1.0018239617231202
2020-03-11,0.9517583408476105,0.9728132387706855,1.0709520921770772,,0.9985078905984577
2020-03-12,0.9517583408476105,0.9680851063829786,1.0709520921770772,,0.9969318464692222
2020-03-13,0.9535617673579802,1.0023640661938533,1.0709520921770772,,1.0089593085763036
2020-03-14,0.9535617673579802,1.0023640661938533,1.1146149181322014,,1.0235135838946783
2020-03-15,0.9540126239855726,1.0023640661938533,1.1146149181322014,,1.023663869437209
2020-03-16,0.9675383228133454,1.076241134751773,1.1491813220133416,,1.0643202598594865
