date,B00HXIXW8O,B00HXIXWES,B00HXIXWKM,B087Q1HFYK,average
2020-03-17,0.9549143372407575,1.076241134751773,1.06367495451789,,1.0316101421701402
2020-03-18,0.9549143372407575,1.076241134751773,1.06367495451789,,1.0316101421701402
2020-03-19,0.9549143372407575,1.076241134751773,0.8914493632504549,,0.9742016117476617
2020-03-20,0.9756537421100091,1.099290780141844,0.8914493632504549,,0.9887979618341025
2020-03-21,0.9756537421100091,1.099290780141844,0.8914493632504549,,0.9887979618341025
2020-03-22,0.9756537421100091,1.099290780141844,0.8914493632504549,,0.9887979618341025
2020-03-23,1.0482416591523895,1.099290780141844,0.8914493632504549,,1.0129939341815628
2020-03-24,1.0482416591523895,1.099290780141844,0.8914493632504549,,1.0129939341815628
2020-03-25,1.0482416591523895,1.099290780141844,0.8914493632504549,,1.0129939341815628
2020-03-26,1.0482416591523895,1.099290780141844,0.8914493632504549,,1.0129939341815628
2020-03-27,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-03-28,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-03-29,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-03-30,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-03-31,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-01,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-02,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-03,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-04,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-05,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-06,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-07,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-08,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-09,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-10,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-11,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-12,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-13,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-14,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-15,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-16,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-17,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-18,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-19,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-20,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-21,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-22,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-23,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-24,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-25,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-26,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-27,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-28,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-29,1.0482416591523895,1.010047281323877,0.8914493632504549,,0.9832461012422405
2020-04-30,1.0482416591523895,1.010047281323877,0.8914493632504549,1.0,0.9874345759316804
2020-05-01,1.0482416591523895,1.1105200945626477,0.8914493632504549,1.0,1.012552779241373
2020-05-02,1.0482416591523895,1.1105200945626477,0.8914493632504549,1.0,1.012552779241373
2020-05-03,1.0482416591523895,1.1105200945626477,0.8914493632504549,1.0,1.012552779241373
2020-05-04,1.0482416591523895,1.1105200945626477,0.8914493632504549,1.0,1.012552779241373
2020-05-05,1.0482416591523895,1.1105200945626477,0.8914493632504549,1.0,1.012552779241373
2020-05-06,1.0482416591523895,1.1105200945626477,0.8914493632504549,1.0,1.012552779241373
2020-05-07,1.0482416591523895,1.1105200945626477,0.8914493632504549,1.0,1.012552779241373
2020-05-08,1.0482416591523895,1.1105200945626477,0.8914493632504549,1.0,1.012552779241373
2020-05-09,1.0482416591523895,1.010047281323877,0.8914493632504549,1.0,0.9874345759316804
2020-05-10,1.0482416591523895,1.010047281323877,0.8914493632504549,1.0,0.9874345759316804
