date,B00PDNY8Q6,B01FS2W6I8,B01GAIU7HG,B07CZK4RY1,B07D93TR7Z,B07QNSDX64,B07QPWKYG9,B07QR1HGV5,average
2020-03-15,1.3035902851108765,1.0,0.5550116809433753,1.0,1.0,1.3335779571685904,0.6891817303711881,1.3335779571685904,1.0268674513453275
2020-03-16,1.3035902851108765,1.0,0.5550116809433753,1.0,1.0,1.3335779571685904,0.6891817303711881,1.3335779571685904,1.0268674513453275
2020-03-17,1.3035902851108765,1.0,0.5550116809433753,1.0,1.0,1.3335779571685904,0.6891817303711881,1.3335779571685904,1.0268674513453275
2020-03-18,1.3035902851108765,1.0,0.5550116809433753,1.0,1.0,1.3335779571685904,0.6891817303711881,1.3335779571685904,1.0268674513453275
2020-03-19,1.3035902851108765,1.0,0.5550116809433753,1.0,1.0,1.3335779571685904,0.6891817303711881,1.3335779571685904,1.0268674513453275
2020-03-20,1.3035902851108765,1.0,0.5550116809433753,1.0,1.0,1.3335779571685904,0.6891817303711881,1.3335779571685904,1.0268674513453275
2020-03-21,1.3035902851108765,1.0,0.5550116809433753,1.0,1.0,1.3335779571685904,0.6891817303711881,1.3335779571685904,1.0268674513453275
2020-03-22,1.3035902851108765,1.0,0.5550116809433753,1.0,1.0,1.0,1.0113840209741962,1.0,0.983748248378556
2020-03-23,1.3035902851108765,1.0,0.5561241517410168,1.0,1.0,1.0,1.1721401959431488,1.0,1.0039818290993803
2020-03-24,1.3035902851108765,1.0,0.5561241517410168,1.0,1.0,1.0,1.1721401959431488,1.0,1.0039818290993803
2020-03-25,1.3035902851108765,1.0,0.6362498609411503,0.9733262203254202,1.0,1.0,1.1721401959431488,1.0,1.0106633202900746
2020-03-26,1.3035902851108765,1.0,0.6362498609411503,0.9733262203254202,1.0,1.0,1.1721401959431488,1.0,1.0106633202900746
2020-03-27,1.108236536430834,1.0,0.6662587607075314,0.9733262203254202,1.0,1.0,1.1721401959431488,1.0,0.9899952141758668
2020-03-28,1.108236536430834,1.0,0.6662587607075314,0.9733262203254202,1.0,1.0,1.1721401959431488,1.0,0.9899952141758668
2020-03-29,1.3035902851108765,1.0,0.6662587607075314,1.0,1.0,1.166788978584295,0.9306609631571684,1.11119265238953,1.0223114549936752
2020-03-30,1.3035902851108765,1.0,0.6662587607075314,1.0,1.0,1.166788978584295,0.6891817303711881,1.3335779571685904,1.01992471399281
2020-03-31,1.3035902851108765,1.0,0.6662587607075314,1.0,1.0,1.166788978584295,0.6891817303711881,1.3335779571685904,1.01992471399281
2020-04-01,1.3035902851108765,1.0,0.6662587607075314,1.0,1.0,1.3335779571685904,0.6891817303711881,1.3335779571685904,1.0407733363158471
2020-04-02,1.3035902851108765,1.0,0.6662587607075314,1.0,1.0,1.3335779571685904,0.6891817303711881,1.3335779571685904,1.0407733363158471
2020-04-03,1.3035902851108765,1.0,0.6662587607075314,1.0,1.0,1.3335779571685904,0.6891817303711881,1.3335779571685904,1.0407733363158471
2020-04-04,1.3035902851108765,1.0,0.6662587607075314,0.9733262203254202,1.0,1.3335779571685904,0.6891817303711881,1.3335779571685904,1.0374391138565247
2020-04-05,1.3035902851108765,1.0,0.8887529202358438,0.9733262203254202,1.0,1.3335779571685904,0.6891817303711881,1.3335779571685904,1.0652508837975636
2020-04-06,1.3035902851108765,1.0,0.8887529202358438,0.9733262203254202,1.0,1.3335779571685904,0.6891817303711881,0.8665688171325638,1.0068747412930603
2020-04-07,1.3035902851108765,1.0,0.8887529202358438,1.0,1.0,0.8665688171325638,0.6891817303711881,0.8665688171325638,0.9518328212478795
2020-04-08,1.3035902851108765,1.0,0.8887529202358438,1.0,1.0,0.8665688171325638,0.6891817303711881,0.8665688171325638,0.9518328212478795
2020-04-09,1.3035902851108765,1.0,0.8887529202358438,1.0,1.0,0.8665688171325638,0.6891817303711881,0.8665688171325638,0.9518328212478795
2020-04-10,1.3035902851108765,1.0,0.8887529202358438,1.0,1.0,0.8665688171325638,0.6891817303711881,0.8665688171325638,0.9518328212478795
2020-04-11,1.3035902851108765,1.0,0.8887529202358438,1.0,1.0,0.8665688171325638,0.6891817303711881,0.8665688171325638,0.9518328212478795
2020-04-12,1.3035902851108765,1.0,0.8887529202358438,1.0,1.0,0.8665688171325638,0.6891817303711881,0.8665688171325638,0.9518328212478795
