date,bottledwater,cannedsoup,disinfectantspray,disinfectantwipes,dumbell,hairclipper,haircolor,handsanitizer,instantnoodles,N95mask,nintendoswitch,oliveoil,petsupply,printerink,rice,shampoo,toiletpaper,trashbag,yogamat
4/14/2020,0.935896796,1.006438396,1.118640793,0.947668413,1.120151628,1.099998271,1.110847597,1.058426966,0.983246101,0.891108925,1.034777311,1.005035718,0.973943858,0.948498599,0.972440424,1.101172082,1.047363762,0.98337034,0.999831834
4/15/2020,0.916594001,1.006438396,1.041018931,0.947668413,1.120151628,1.124067906,1.097763453,1.058426966,0.983246101,0.891108925,1.018611776,1.005035718,0.970901889,0.948498599,0.972440424,1.117503741,1.047363762,0.983477412,1.083311396
4/16/2020,0.916594001,1.006438396,1.120101108,0.947668413,1.120151628,1.125333088,1.097220556,1.085181132,0.983246101,0.891108925,1.018611776,1.005035718,0.977788484,0.962404484,0.992720197,1.117503741,1.052348657,0.983896594,1.084908161
4/17/2020,0.916594001,1.006438396,1.121241251,0.90958678,1.120151628,1.119506232,1.089082318,1.085181132,0.983246101,0.891108925,1.01879981,1.005035718,0.970426083,0.962404484,1.008423699,1.119154549,1.067328923,0.990446328,1.085174443
4/18/2020,0.916594001,1.006438396,1.133852869,0.90958678,1.120151628,1.128442463,1.115250606,1.085181132,0.983246101,0.788360396,1.018705793,1.005035718,0.970426083,0.962404484,0.998059553,1.112059854,1.042567019,0.993279168,1.141618222
4/19/2020,0.916594001,1.006438396,1.136292962,0.90958678,1.120151628,1.109875737,1.098097343,1.085181132,0.983246101,0.834398891,1.018705793,1.005035718,0.970296828,0.962404484,1.056647124,1.116901451,1.067328923,1.009188284,1.142380635
4/20/2020,0.916594001,1.006438396,1.216379537,0.911828299,1.120151628,1.109875737,1.09450781,1.085181132,0.983246101,0.847951724,1.042985434,1.005035718,0.963434784,0.962404484,0.988302701,1.159938541,1.067328923,0.983342638,1.161917469
4/21/2020,0.916594001,1.006438396,1.217721856,0.911828299,1.120151628,1.112234902,1.103815097,1.085181132,0.983246101,0.847951724,1.043048112,1.005035718,0.967938,0.962404484,1.021880992,1.164708016,1.067328923,0.990006335,1.166015439
4/22/2020,0.916594001,1.006438396,1.194944297,0.911828299,1.120151628,1.128405082,1.103648152,1.085181132,0.983246101,0.847951724,1.02122464,1.005035718,0.984715215,0.922783428,0.98683236,1.164708016,1.077425542,0.983956874,1.149194701
4/23/2020,0.916594001,1.006438396,1.202509001,0.911828299,1.104246583,1.128405082,1.091461174,1.085181132,0.983246101,0.848143148,1.02122464,1.005035718,0.983036169,0.965738706,0.990073676,1.161773009,1.326043914,0.988059191,1.123606214
4/24/2020,0.916594001,1.006438396,1.197340462,0.911828299,1.104246583,1.126069747,1.091795064,1.085181132,0.983246101,0.848334572,1.043048112,1.005035718,0.995509241,0.965738706,1.014985602,1.162965378,1.323272772,0.98220389,1.123606214
4/25/2020,0.916594001,1.031284708,1.21182322,0.911828299,1.104246583,1.12045162,1.103815097,1.102081288,0.983246101,0.893853592,1.043048112,1.005035718,0.993257633,0.965738706,1.006092946,1.158060676,1.323272772,0.984985589,1.123606214
4/26/2020,0.916594001,1.006438396,1.212490911,0.911828299,1.104246583,1.126385277,1.103815097,0.991450707,0.983246101,0.893853592,1.046940087,1.005035718,0.980784561,0.931450807,1.006940404,1.158060676,1.137089053,0.969629335,1.140665205
