date,B0040ZNW42,B00FSCAXE8,B01N6L9JK2,B086T7Z8LG,B086WNQ96H,B0876XS9Q8,B0889WWM49,B088C2YW7Q,average
2020-03-06,1.1763279165656078,1.337078651685393,0.933288859239493,,,,,,1.1488984758301646
2020-03-07,1.1763279165656078,1.3370786516853934,0.933288859239493,,,,,,1.1488984758301648
2020-03-08,1.1763279165656078,1.3258426966292134,0.933288859239493,,,,,,1.1451531574781046
2020-03-09,1.1763279165656078,1.3258426966292134,0.933288859239493,,,,,,1.1451531574781046
2020-03-10,1.1763279165656078,1.3258426966292134,1.0,,,,,,1.1673902043982738
2020-03-11,1.1763279165656078,1.299625468164794,1.0,,,,,,1.1586511282434673
2020-03-12,1.1763279165656078,1.3198501872659176,1.0,,,,,,1.165392701277175
2020-03-13,1.1763279165656078,1.3198501872659176,1.0,,,,,,1.165392701277175
2020-03-14,1.1763279165656078,1.3033707865168538,1.0,,,,,,1.159899567694154
2020-03-15,1.1763279165656078,1.3033707865168538,1.0,,,,,,1.159899567694154
2020-03-16,1.1763279165656078,1.3205992509363296,1.0,,,,,,1.1656423891673124
2020-03-17,1.1763279165656078,1.3205992509363296,1.0,,,,,,1.1656423891673124
2020-03-18,1.1763279165656078,1.4074906367041198,1.0,,,,,,1.1946061844232425
2020-03-19,1.1763279165656078,1.3947565543071163,1.0,,,,,,1.1903614902909079
2020-03-20,1.1763279165656078,1.3818352059925094,1.0,,,,,,1.186054374186039
2020-03-21,1.1763279165656078,1.3812734082397005,1.0,,,,,,1.185867108268436
2020-03-22,1.1763279165656078,1.3818352059925094,1.0,,,,,,1.186054374186039
2020-03-23,1.1763279165656078,1.2579775280898877,1.0,,,,,,1.144768481551832
2020-03-24,1.1763279165656078,1.1752808988764045,1.0,,,,,,1.1172029384806708
2020-03-25,1.1763279165656078,1.35,1.0,,,,,,1.1754426388552026
2020-03-26,1.1763279165656078,1.35,1.0,,,,,,1.1754426388552026
2020-03-27,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-03-28,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-03-29,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-03-30,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-03-31,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-04-01,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-04-02,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-04-03,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-04-04,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-04-05,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-04-06,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-04-07,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-04-08,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-04-09,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-04-10,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-04-11,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-04-12,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-04-13,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-04-14,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-04-15,1.0,1.1752808988764045,1.0,,,,,,1.0584269662921348
2020-04-16,1.0,1.1752808988764045,1.1654436290860573,,1.0,,,,1.0851811319906153
2020-04-17,1.0,1.1752808988764045,1.1654436290860573,,1.0,,,,1.0851811319906153
2020-04-18,1.0,1.1752808988764045,1.1654436290860573,,1.0,,,,1.0851811319906153
2020-04-19,1.0,1.1752808988764045,1.1654436290860573,,1.0,,,,1.0851811319906153
2020-04-20,1.0,1.1752808988764045,1.1654436290860573,,1.0,,,,1.0851811319906153
2020-04-21,1.0,1.1752808988764045,1.1654436290860573,,1.0,,,,1.0851811319906153
2020-04-22,1.0,1.1752808988764045,1.1654436290860573,,1.0,,,,1.0851811319906153
2020-04-23,1.0,1.1752808988764045,1.1654436290860573,,1.0,,,,1.0851811319906153
2020-04-24,1.0,1.1752808988764045,1.1654436290860573,,1.0,,,,1.0851811319906153
2020-04-25,1.0,1.1752808988764045,1.2330442517233706,,1.0,,,,1.1020812876499437
2020-04-26,1.0,1.1752808988764045,1.2330442517233706,,0.5574776785714285,,,,0.9914507072928008
2020-04-27,1.0,1.1752808988764045,1.266844563042028,1.0,0.5574776785714285,,,,0.9999206280979722
2020-04-28,1.0,1.1752808988764045,1.1654436290860573,1.0,0.5574776785714285,,,,0.979640441306778
2020-04-29,1.0,1.1752808988764045,1.1992439404047142,0.9149528706083975,0.5574776785714285,,,,0.9693910776921889
2020-04-30,1.0,1.1752808988764045,1.1992439404047142,0.8724293059125964,0.5574776785714285,,,,0.9608863647530287
2020-05-01,1.0,1.1752808988764045,1.266844563042028,0.8724293059125964,0.808314732142857,,,,1.024573899994777
2020-05-02,1.0,1.1752808988764045,1.266844563042028,0.8724293059125964,0.808314732142857,,,,1.024573899994777
2020-05-03,1.0,1.1752808988764045,1.266844563042028,0.8724293059125964,0.808314732142857,,,,1.024573899994777
2020-05-04,1.0,1.1752808988764045,1.2161440960640426,0.8682519280205655,0.808314732142857,,,,1.013598331020774
2020-05-05,1.0,1.1752808988764045,1.1654436290860573,0.8680912596401028,0.808314732142857,1.0,,,1.0028550866242367
2020-05-06,1.0,1.1752808988764045,1.1654436290860573,0.8679305912596401,0.808314732142857,1.0,,,1.0028283085608265
2020-05-07,1.0,1.1752808988764045,1.1654436290860573,0.8679305912596401,0.808314732142857,1.0,,,1.0028283085608265
2020-05-08,1.0,1.2921348314606742,1.1654436290860573,0.8679305912596401,0.808314732142857,1.0,,1.0,1.0191176834213185
2020-05-09,1.0,1.2921348314606742,1.1654436290860573,0.8679305912596401,0.808314732142857,1.0,,1.0,1.0191176834213185
2020-05-10,1.0,1.2921348314606742,1.1654436290860573,0.8679305912596401,0.808314732142857,1.0,1.0,1.0,1.0167279729936536
