date,B00074VZ9O,B00074VZAS,B0009YUFMK,B002DGE8Q6,B002VXF3WE,B003MR52LU,B003MROHZW,B004B3W4N8,B005W0O5JK,B00987HPFO
2012-08-26,21.11,23.77,21.01,,,,,,,
2012-08-27,21.11,23.77,21.01,,,,,,,
2012-08-28,21.11,23.77,21.01,,,,,,,
2012-08-29,21.11,23.77,21.01,,,,,,,
2012-08-30,21.11,23.77,21.01,,,,,,,
2012-08-31,21.11,23.77,21.01,,,,,,,
2012-09-01,21.11,23.77,21.01,,,,,,,
2012-09-02,21.11,23.77,21.01,,,,,,,
2012-09-03,21.11,23.77,21.01,,,,,,,
2012-09-04,21.11,23.77,21.01,,,,,,,
2012-09-05,21.11,23.77,21.01,,,,,,,
2012-09-06,21.11,23.77,21.01,,,,,,,
2012-09-07,21.11,23.77,21.01,,,,,,,
2012-09-08,21.11,23.77,21.01,,,,,,,
2012-09-09,21.11,23.77,21.01,,,,,,,
2012-09-10,21.11,23.77,21.01,,,,,,,
2012-09-11,21.11,23.77,21.01,,,,,,,
2012-09-12,21.11,23.77,21.01,,,,,,,
2012-09-13,21.11,23.77,21.01,,,,,,,
2012-09-14,21.11,23.77,21.01,,,,,,,
2012-09-15,21.11,23.77,21.01,,,,,,,
2012-09-16,21.11,23.77,21.01,,,,,,,
2012-09-17,21.11,23.77,21.01,,,,,,,
2012-09-18,21.11,23.77,21.01,,,,,,,
2012-09-19,23.52,23.21,21.01,,,,,,,
2012-09-20,23.52,23.21,21.01,,,,,,,
2012-09-21,23.52,22.68,21.01,,,,,,,
2012-09-22,23.52,22.68,21.01,,,,,,,
2012-09-23,23.52,22.32,21.01,,,,,,,
2012-09-24,23.52,22.32,21.01,,,,,,,
2012-09-25,23.52,22.32,21.01,,,,,,,
2012-09-26,23.52,22.07,21.01,,,,,,,
2012-09-27,23.52,21.83,21.01,,,,,,,
2012-09-28,23.52,21.83,21.01,,,,,,,
2012-09-29,23.52,21.83,21.01,,,,,,,
2012-09-30,23.52,21.45,21.01,,,,,,,
2012-10-01,23.52,21.21,21.01,,,,,,,
2012-10-02,23.52,21.21,21.01,,,,,,,
2012-10-03,23.52,21.14,21.01,,,,,,,
2012-10-04,23.52,21.14,21.01,,,,,,,
2012-10-05,23.52,21.07,21.01,,,,,,,
2012-10-06,23.52,21.0,21.01,,,,,,,
2012-10-07,23.52,21.0,21.01,,,,,,,
2012-10-08,23.52,20.93,21.01,,,,,,,
2012-10-09,23.52,20.93,21.01,,,,,,,
2012-10-10,23.52,20.93,21.01,,,,,,,
2012-10-11,23.52,20.825,21.01,,,,,,,
2012-10-12,23.52,20.825,21.01,,,,,,,
2012-10-13,23.52,20.825,21.01,,,,,,,
2012-10-14,23.52,20.72,21.01,,,,,,,
2012-10-15,23.52,20.72,21.01,,,,,,,
2012-10-16,23.52,21.89,21.01,,,,,,,
2012-10-17,23.52,21.89,21.01,,,,,,,
2012-10-18,23.52,21.89,21.01,,,,,,,
2012-10-19,23.52,21.89,21.01,,,,,,,
2012-10-20,23.52,21.89,21.01,,,,,,,
2012-10-21,23.52,21.89,21.01,,,,,,,
2012-10-22,23.52,21.89,21.01,,,,,,,
2012-10-23,23.52,21.89,21.01,,,,,,,
2012-10-24,23.52,21.89,20.56,,,,,,,
2012-10-25,22.26,21.89,20.56,,,,,,,
2012-10-26,22.26,21.89,20.375,,,,,,,
2012-10-27,22.26,21.89,20.375,,,,,,,
2012-10-28,22.26,21.58,20.375,,,,,,,
2012-10-29,22.26,21.58,20.56,,,,,,,
2012-10-30,22.26,21.89,20.56,,,,,,,
2012-10-31,22.26,21.89,20.56,,,,,,,
2012-11-01,22.26,21.89,20.56,,,,,,,
2012-11-02,22.26,21.67,20.56,,,,,,,
2012-11-03,22.26,21.67,20.56,,,,,,,
2012-11-04,22.26,21.67,20.56,,,,,,,
2012-11-05,22.26,21.67,20.56,,,,,,,
2012-11-06,22.26,21.89,20.56,,,,,,,
2012-11-07,22.26,21.89,20.56,,,,,,,
2012-11-08,22.26,21.89,20.56,,,,,,,
2012-11-09,22.26,21.89,20.56,,,,,,,
2012-11-10,22.26,21.89,20.56,,,,,,,
2012-11-11,22.26,21.89,20.56,,,,,,,
2012-11-12,22.26,21.89,20.56,,,,,,,
2012-11-13,22.26,21.89,20.56,,,,,,,
2012-11-14,22.26,21.89,20.56,,,,,,,
2012-11-15,22.26,21.89,20.56,,,,,,,
2012-11-16,22.26,21.89,19.71,,,,,,,
2012-11-17,22.26,21.89,19.71,,,,,,,
2012-11-18,22.26,21.89,19.71,,,,,,,
2012-11-19,22.26,23.31,19.71,,,,,,,
2012-11-20,22.26,23.134999999999998,19.71,,,,,,,
2012-11-21,22.26,22.55,19.71,,,,,,,
2012-11-22,22.26,22.55,19.71,,,,,,,
2012-11-23,22.26,22.55,19.71,,,,,,,
2012-11-24,22.26,22.55,19.71,,,,,,,
2012-11-25,22.26,22.2,19.71,,,,,,,
2012-11-26,16.24,22.01,19.71,,,,,,,
2012-11-27,16.24,21.96,19.71,,,,,,,
2012-11-28,16.24,23.37,20.08,,,,,,,
2012-11-29,16.24,23.32,20.08,,,,,,,
2012-11-30,16.24,23.27,20.08,,,,,,,
2012-12-01,16.24,23.23,20.08,,,,,,,
2012-12-02,16.24,23.23,20.08,,,,,,,
2012-12-03,16.24,23.23,20.08,,,,,,,
2012-12-04,16.24,23.29,20.08,,,,,,,
2012-12-05,16.24,23.7,20.08,,,,,,,
2012-12-06,16.24,23.7,20.08,,,,,,,
2012-12-07,16.24,23.7,20.08,,,,,,,
2012-12-08,16.24,23.7,20.08,,,,,,,
2012-12-09,16.24,23.7,20.08,,,,,,,
2012-12-10,16.24,23.7,20.08,,,,,,,
2012-12-11,16.24,23.7,20.08,,,,,,,
2012-12-12,16.24,23.7,20.08,,,,,,,
2012-12-13,16.24,23.7,20.08,,,,,,,
2012-12-14,16.24,23.7,20.08,,,,,,,
2012-12-15,16.24,23.7,20.08,,,,,,,
2012-12-16,16.24,23.7,20.08,,,,,,,
2012-12-17,16.24,23.7,20.08,,,,,,,
2012-12-18,16.24,23.7,20.08,,,,,,,
2012-12-19,16.24,23.7,20.08,,,,,,,
2012-12-20,16.24,23.7,20.08,,,,,,,
2012-12-21,16.24,23.7,20.08,,,,,,,
2012-12-22,16.24,23.7,20.08,,,,,,,
2012-12-23,16.24,23.7,20.08,,,,,,,
2012-12-24,16.24,23.7,20.08,,,,,,,
2012-12-25,16.24,23.7,20.08,,,,,,,
2012-12-26,16.24,23.7,20.08,,,,,,,
2012-12-27,16.24,23.7,20.08,,,,,,,
2012-12-28,16.24,23.7,20.08,,,,,,,
2012-12-29,16.24,23.7,20.08,,,,,,,
2012-12-30,16.24,23.7,20.08,,,,,,,
2012-12-31,16.24,23.7,20.08,,,,,,,
2013-01-01,16.24,23.7,20.08,,,,,,,
2013-01-02,16.24,23.7,20.08,,,,,,,
2013-01-03,16.24,23.7,20.08,,,,,,,
2013-01-04,16.24,23.7,20.08,,,,,,,
2013-01-05,16.24,23.7,20.08,,,,,,,
2013-01-06,16.24,23.7,20.08,,,,,,,
2013-01-07,16.24,23.7,20.08,,,,,,,
2013-01-08,16.24,23.7,20.08,,,,,,,
2013-01-09,16.24,23.7,20.08,,,,,,,
2013-01-10,16.24,23.7,20.08,,,,,,,
2013-01-11,16.24,23.7,21.01,,,,,,,
2013-01-12,16.24,23.7,21.01,,,,,,,
2013-01-13,16.24,23.7,21.01,,,,,,,
2013-01-14,16.24,23.7,21.01,,,,,,,
2013-01-15,16.24,23.7,21.01,,,,,,,
2013-01-16,16.24,23.7,21.01,,,,,,,
2013-01-17,16.24,23.7,21.01,,,,,,,
2013-01-18,16.24,23.7,21.01,,,,,,,
2013-01-19,16.24,23.7,21.01,,,,,,,
2013-01-20,16.24,23.7,21.01,,,,,,,
2013-01-21,16.24,23.7,21.01,,,,,,,
2013-01-22,16.24,23.7,21.01,,,,,,,
2013-01-23,16.24,23.7,21.01,,,,,,,
2013-01-24,16.24,23.7,21.01,,,,,,,
2013-01-25,16.24,23.7,21.01,,,,,,,
2013-01-26,16.24,23.7,21.01,,,,,,,
2013-01-27,16.24,23.7,21.01,,,,,,,
2013-01-28,16.24,23.7,22.42,,,,,,,
2013-01-29,16.24,23.7,22.42,,,,,,,
2013-01-30,16.24,23.7,22.42,,,,,,,
2013-01-31,16.24,23.7,22.42,,,,,,,
2013-02-01,16.24,23.7,22.42,,,,,,,
2013-02-02,16.24,23.7,22.42,,,,,,,
2013-02-03,16.24,23.7,22.42,,,,,,,
2013-02-04,16.24,23.7,22.42,,,,,,,
2013-02-05,16.24,23.7,22.42,,,,,,,
2013-02-06,16.24,23.7,22.42,,,,,,,
2013-02-07,16.24,23.7,22.42,,,,,,,
2013-02-08,16.24,23.7,22.42,,,,,,,
2013-02-09,16.24,23.7,22.42,,,,,,,
2013-02-10,16.24,23.7,22.42,,,,,,,
2013-02-11,16.24,23.7,22.42,,,,,,,
2013-02-12,16.24,23.7,22.42,,,,,,,
2013-02-13,16.24,23.7,22.42,,,,,,,
2013-02-14,16.24,23.7,22.42,,,,,,,
2013-02-15,16.24,23.7,22.42,,,,,,,
2013-02-16,16.24,23.7,22.42,,,,,,,
2013-02-17,16.24,23.7,22.42,,,,,,,
2013-02-18,16.24,23.7,22.42,,,,,,,
2013-02-19,16.24,23.7,22.42,,,,,,,
2013-02-20,16.24,23.7,22.42,,,,,,,
2013-02-21,16.24,23.7,22.42,,,,,,,
2013-02-22,16.24,23.7,22.42,,,,,,,
2013-02-23,16.24,23.7,22.42,,,,,,,
2013-02-24,16.24,23.7,22.42,,,,,,,
2013-02-25,16.24,23.7,22.42,,,,,,,
2013-02-26,16.24,23.7,22.42,,,,,,,
2013-02-27,16.24,23.7,22.42,,,,,,,
2013-02-28,16.24,23.7,22.42,,,,,,,
2013-03-01,16.24,23.7,22.42,,,,,,,
2013-03-02,16.24,23.7,22.56,,,,,,,
2013-03-03,16.24,23.7,22.56,,,,,,,
2013-03-04,16.24,23.7,22.56,,,,,,,
2013-03-05,20.78,23.7,22.56,,,,,,,
2013-03-06,20.78,23.7,22.56,,,,,,,
2013-03-07,20.78,23.7,22.56,,,,,,,
2013-03-08,20.78,23.7,22.56,,,,,,,
2013-03-09,20.78,23.7,22.56,,,,,,,
2013-03-10,20.78,23.7,22.56,,,,,,,
2013-03-11,20.78,23.7,22.56,,,,,,,
2013-03-12,20.78,23.7,22.56,,,,,,,
2013-03-13,20.78,23.7,22.56,,,,,,,
2013-03-14,20.78,23.7,22.56,,,,,,,
2013-03-15,20.78,23.7,22.42,,,,,,,
2013-03-16,20.78,23.7,22.42,,,,,,,
2013-03-17,20.78,23.7,22.42,,,,,,,
2013-03-18,20.78,23.7,22.42,,,,,,,
2013-03-19,20.78,23.7,22.42,,,,,,,
2013-03-20,20.78,23.7,22.42,,,,,,,
2013-03-21,20.78,23.7,22.42,,,,,,,
2013-03-22,20.78,23.7,22.42,,,,,,,
2013-03-23,20.78,23.7,22.42,,,,,,,
2013-03-24,20.78,23.7,22.42,,,,,,,
2013-03-25,20.78,23.7,22.42,,,,,,,
2013-03-26,20.78,23.7,22.42,,,,,,,
2013-03-27,20.78,23.7,22.56,,,,,,,
2013-03-28,20.78,23.7,22.56,,,,,,,
2013-03-29,20.78,23.7,22.56,,,,,,,
2013-03-30,20.78,23.7,22.56,,,,,,,
2013-03-31,20.78,23.7,20.39,,,,,,,
2013-04-01,20.78,23.7,20.39,,,,,,,
2013-04-02,20.78,23.7,20.78,,,,,,,
2013-04-03,20.78,23.7,20.78,,,,,,,
2013-04-04,20.78,23.7,21.18,,,,,,,
2013-04-05,20.78,23.7,21.189999999999998,,,,,,,
2013-04-06,20.78,23.7,20.78,,,,,,,
2013-04-07,21.84,23.7,21.18,,,,,,,
2013-04-08,21.84,23.7,21.58,,,,,,,
2013-04-09,21.84,23.7,21.99,,,,,,,
2013-04-10,21.84,23.7,21.595,,,,,,,
2013-04-11,21.84,23.7,21.595,,,,,,,
2013-04-12,21.84,23.7,21.18,,,,,,,
2013-04-13,21.84,23.7,21.784999999999997,,,,,,,
2013-04-14,21.84,23.7,21.784999999999997,,,,,,,
2013-04-15,21.84,23.7,22.485,,,,,,,
2013-04-16,21.84,23.7,22.485,,,,,,,
2013-04-17,21.84,23.7,22.485,,,,,,,
2013-04-18,21.84,23.7,22.485,,,,,,,
2013-04-19,21.84,23.7,22.485,,,,,,,
2013-04-20,21.84,23.7,22.485,,,,,,,
2013-04-21,21.84,23.7,22.485,,,,,,,
2013-04-22,21.84,23.7,22.485,,,,,,,
2013-04-23,21.84,23.7,22.485,,,,,,,
2013-04-24,21.84,23.7,22.485,,,,,,,
2013-04-25,21.84,23.7,22.485,,,,,,,
2013-04-26,21.84,23.7,22.485,,,,,,,
2013-04-27,21.84,23.7,22.485,,,,,,,
2013-04-28,21.84,23.7,22.485,,,,,,,
2013-04-29,22.26,23.7,22.485,,,,,,,
2013-04-30,22.26,23.7,22.485,,,,,,,
2013-05-01,22.26,23.7,22.485,,,,,,,
2013-05-02,22.26,23.7,22.485,,,,,,,
2013-05-03,22.26,23.7,22.485,,,,,,,
2013-05-04,22.62,23.7,22.485,,,,,,,
2013-05-05,22.62,23.7,22.485,,,,,,,
2013-05-06,22.62,23.7,22.485,,,,,,,
2013-05-07,22.62,23.7,22.485,,,,,,,
2013-05-08,22.62,23.7,22.485,,,,,,,
2013-05-09,22.62,23.7,22.485,,,,,,,
2013-05-10,22.62,23.7,22.485,,,,,,,
2013-05-11,22.62,23.7,22.485,,,,,,,
2013-05-12,22.62,23.7,22.485,,,,,,,
2013-05-13,22.62,23.7,22.485,,,,,,,
2013-05-14,22.62,23.7,22.485,,,,,,,
2013-05-15,22.62,23.7,22.485,,,,,,,
2013-05-16,22.62,23.7,22.485,,,,,,,
2013-05-17,22.62,23.7,22.485,,,,,,,
2013-05-18,22.62,23.7,22.485,,,,,,,
2013-05-19,22.62,23.7,22.485,,,,,,,
2013-05-20,22.62,23.7,22.485,,,,,,,
2013-05-21,22.62,23.7,22.76,,,,,,,
2013-05-22,22.62,23.7,22.76,,,,,,,
2013-05-23,22.62,23.7,22.76,,,,,,,
2013-05-24,22.62,23.7,22.5,,,,,,,
2013-05-25,22.62,23.7,20.03,,,,,,,
2013-05-26,22.62,23.7,19.69,,,,,,,
2013-05-27,22.62,23.7,19.69,,,,,,,
2013-05-28,22.62,23.7,20.63,,,,,,,
2013-05-29,22.62,23.7,22.76,,,,,,,
2013-05-30,22.62,23.7,21.9,,,,,,,
2013-05-31,22.62,23.7,21.9,,,,,,,
2013-06-01,22.62,23.7,21.9,,,,,,,
2013-06-02,22.62,23.7,22.55,,,,,,,
2013-06-03,22.62,23.7,21.74,,,,,,,
2013-06-04,22.62,23.7,21.74,,,,,,,
2013-06-05,22.62,23.7,21.74,,,,,,,
2013-06-06,22.62,23.7,21.74,,,,,,,
2013-06-07,22.62,23.7,21.74,,,,,,,
2013-06-08,22.62,23.7,21.74,,,,,,,
2013-06-09,22.62,23.7,21.74,,,,,,,
2013-06-10,22.36,23.7,21.74,,,,,,,
2013-06-11,22.36,23.7,21.77,,,,,,,
2013-06-12,22.36,23.7,21.77,,,,,,,
2013-06-13,22.36,29.89,21.77,,,,,,,
2013-06-14,22.36,29.88,21.77,,,,,,,
2013-06-15,22.36,29.87,21.77,,,,,,,
2013-06-16,22.36,29.88,21.77,,,,,,,
2013-06-17,22.36,29.88,21.77,,,,,,,
2013-06-18,22.36,29.88,21.77,,,,,,,
2013-06-19,22.36,29.88,22.59,,,,,,,
2013-06-20,22.36,24.59,21.77,,,,,,,
2013-06-21,22.36,24.59,23.09,,,,,,,
2013-06-22,22.36,24.59,23.09,,,,,,,
2013-06-23,22.36,24.59,23.09,,,,,,,
2013-06-24,22.36,24.59,23.09,,,,,,,
2013-06-25,22.36,24.59,23.09,,,,,,,
2013-06-26,22.36,24.59,23.09,,,,,,,
2013-06-27,22.36,24.59,23.09,,,,,,,
2013-06-28,22.36,24.59,23.09,,,,,,,
2013-06-29,22.36,24.59,23.09,,,,,,,
2013-06-30,22.36,24.59,23.09,,,,,,,
2013-07-01,22.36,24.59,23.09,,,,,,,
2013-07-02,22.36,24.59,23.09,,,,,,,
2013-07-03,22.36,24.59,23.09,,,,,,,
2013-07-04,22.36,24.59,23.09,,,,,,,
2013-07-05,22.36,24.59,23.09,,,,,,,
2013-07-06,22.36,24.59,23.09,,,,,,,
2013-07-07,22.36,24.59,23.09,,,,,,,
2013-07-08,22.36,24.59,23.09,,,,,,,
2013-07-09,22.36,24.59,23.09,,,,,,,
2013-07-10,22.36,24.59,23.09,,,,,,,
2013-07-11,22.36,24.59,23.09,,,,,,,
2013-07-12,22.36,24.59,22.35,,,,,,,
2013-07-13,22.36,24.59,21.95,,,,,,,
2013-07-14,22.36,24.59,21.95,,,,,,,
2013-07-15,22.36,24.59,21.95,,,,,,,
2013-07-16,22.36,24.59,21.95,,,,,,,
2013-07-17,22.36,24.59,21.95,,,,,,,
2013-07-18,22.31,24.59,21.95,,,,,,,
2013-07-19,22.31,24.59,21.95,,,,,,,
2013-07-20,22.31,24.59,21.95,,,,,,,
2013-07-21,22.31,24.59,21.95,,,,,,,
2013-07-22,22.31,24.59,21.95,,,,,,,
2013-07-23,22.31,24.59,21.95,,,,,,,
2013-07-24,22.31,24.59,21.95,,,,,,,
2013-07-25,22.31,24.59,21.95,,,,,,,
2013-07-26,22.31,24.59,22.35,,,,,,,
2013-07-27,22.31,24.59,22.35,,,,,,,
2013-07-28,22.31,24.59,22.35,,,,,,,
2013-07-29,22.31,24.59,22.35,,,,,,,
2013-07-30,22.31,24.59,22.35,,,,,,,
2013-07-31,22.31,24.59,22.35,,,,,,,
2013-08-01,22.31,24.59,22.35,,,,,,,
2013-08-02,22.31,24.59,22.35,,,,,,,
2013-08-03,22.31,24.59,22.35,,,,,,,
2013-08-04,22.31,24.59,22.28,,,,,,,
2013-08-05,22.31,24.59,22.28,,,,,,,
2013-08-06,22.31,24.59,22.28,,,,,,,
2013-08-07,22.31,24.59,22.28,,,,,,,
2013-08-08,22.31,24.59,22.28,,,,,,,
2013-08-09,22.31,24.59,22.28,,,,,,,
2013-08-10,22.31,24.59,22.28,,,,,,,
2013-08-11,22.31,24.59,22.28,,,,,,,
2013-08-12,22.31,24.34,22.28,,,,,,,
2013-08-13,22.31,24.21,22.28,,,,,,,
2013-08-14,22.31,24.21,22.35,,,,,,,
2013-08-15,22.31,24.21,22.35,,,,,,,
2013-08-16,22.31,24.21,22.28,,,,,,,
2013-08-17,22.31,23.883333333333336,22.28,,,,,,,
2013-08-18,22.31,23.883333333333336,22.28,,,,,,,
2013-08-19,22.31,22.6,22.28,,,,,,,
2013-08-20,22.31,22.19,22.28,,,,,,,
2013-08-21,22.31,22.19,22.28,,,,,,,
2013-08-22,22.31,22.19,22.28,,,,,,,
2013-08-23,22.31,22.19,22.28,,,,,,,
2013-08-24,22.31,22.19,22.28,,,,,,,
2013-08-25,22.31,22.265,22.28,,,,,,,
2013-08-26,22.31,22.265,22.28,,,,,,,
2013-08-27,22.31,22.68,21.42,,,,,,,
2013-08-28,22.31,23.1,21.42,,,,,,,
2013-08-29,22.31,22.933333333333334,21.42,,,,,,,
2013-08-30,22.33,22.933333333333334,21.42,,,,,,,
2013-08-31,22.33,22.933333333333334,21.42,,,,,,,
2013-09-01,22.33,22.933333333333334,21.42,,,,,,,
2013-09-02,22.33,22.933333333333334,21.42,,,,,,,
2013-09-03,22.33,22.933333333333334,21.42,,,,,,,
2013-09-04,22.33,22.933333333333334,21.42,,,,,,,
2013-09-05,22.33,22.933333333333334,21.42,,,,,,,
2013-09-06,22.33,22.933333333333334,22.28,,,,,,,
2013-09-07,22.33,22.933333333333334,22.28,,,,,,,
2013-09-08,22.33,22.933333333333334,22.28,,,,,,,
2013-09-09,22.33,22.933333333333334,22.35,,,,,,,
2013-09-10,22.33,22.933333333333334,22.35,,,,,,,
2013-09-11,22.33,22.933333333333334,22.35,,,,,,,
2013-09-12,22.33,22.19,22.35,,,,,,,
2013-09-13,22.33,22.19,22.35,,,,,,,
2013-09-14,22.33,22.19,20.64,,,,,,,
2013-09-15,22.33,22.19,20.64,,,,,,,
2013-09-16,22.33,22.19,20.64,,,,,,,
2013-09-17,22.33,22.19,20.64,,,,,,,
2013-09-18,22.33,22.19,20.64,,,,,,,
2013-09-19,22.33,22.19,20.64,,,,,,,
2013-09-20,22.33,22.19,20.64,,,,,,,
2013-09-21,22.33,24.35,20.64,,,,,,,
2013-09-22,22.33,24.16,20.64,,,,,,,
2013-09-23,22.33,23.69666666666667,20.64,,,,,,,
2013-09-24,22.33,23.69666666666667,20.64,,,,,,,
2013-09-25,22.33,22.46666666666667,20.64,,,,,,,
2013-09-26,22.33,21.916666666666668,20.64,,,,,,,
2013-09-27,22.33,21.299999999999997,20.64,,,,,,,
2013-09-28,22.33,21.299999999999997,20.64,,,,,,,
2013-09-29,22.33,21.18,20.64,,,,,,,
2013-09-30,22.33,21.18,20.64,,,,,,,
2013-10-01,22.33,21.18,22.35,,,,,,,
2013-10-02,22.59,21.26,22.35,,,,,,,
2013-10-03,22.59,21.18,22.35,,,,,,,
2013-10-04,22.72,21.18,22.35,,,,,,,
2013-10-05,22.72,21.18,22.35,,,,,,,
2013-10-06,22.72,21.18,22.35,,,,,,,
2013-10-07,22.72,21.18,22.35,,,,,,,
2013-10-08,22.72,21.18,22.35,,,,,,,
2013-10-09,22.59,21.18,22.35,,,,,,,
2013-10-10,22.59,21.18,22.35,,,,,,,
2013-10-11,24.26,21.18,22.35,,,,,,,
2013-10-12,24.26,21.18,22.35,,,,,,,
2013-10-13,24.26,20.69,22.97,,,,,,,
2013-10-14,24.26,20.69,22.97,,,,,,,
2013-10-15,24.26,20.38,22.97,,,,,,,
2013-10-16,24.26,20.38,22.97,,,,,,,
2013-10-17,24.26,21.7,22.97,,,,,,,
2013-10-18,24.26,21.7,22.97,,,,,,,
2013-10-19,24.26,21.7,22.97,,,,,,,
2013-10-20,24.26,21.7,21.24,,,,,,,
2013-10-21,24.26,21.7,21.24,,,,,,,
2013-10-22,24.26,21.7,21.24,,,,,,,
2013-10-23,24.26,21.7,21.2,,,,,,,
2013-10-24,24.26,21.7,21.2,,,,,,,
2013-10-25,24.26,21.7,21.2,,,,,,,
2013-10-26,24.26,21.7,21.2,,,,,,,
2013-10-27,24.26,21.7,21.2,,,,,,,
2013-10-28,24.26,21.7,21.2,,,,,,,
2013-10-29,24.26,21.7,21.2,,,,,,,
2013-10-30,24.26,21.7,21.2,,,,,,,
2013-10-31,24.26,21.7,21.2,,,,,,,
2013-11-01,24.26,21.7,21.2,,,,,,,
2013-11-02,24.26,21.7,21.2,,,,,,,
2013-11-03,24.26,21.7,21.2,,,,,,,
2013-11-04,24.26,21.7,21.2,,,,,,,
2013-11-05,24.26,21.7,21.2,,,,,,,
2013-11-06,24.26,21.7,21.2,,,,,,,
2013-11-07,24.26,21.7,21.2,,,,,,,
2013-11-08,24.26,21.7,21.2,,,,,,,
2013-11-09,24.26,21.49,21.2,,,,,,,
2013-11-10,24.26,21.7,21.2,,,,,,,
2013-11-11,24.26,21.7,21.2,,,,,,,
2013-11-12,24.26,21.7,21.2,,,,,,,
2013-11-13,24.26,21.7,21.2,,,,,,,
2013-11-14,24.26,21.7,21.2,,,,,,,
2013-11-15,24.26,21.7,21.2,,,,,,13.36,
2013-11-16,24.26,21.7,21.2,,,,,,13.36,
2013-11-17,24.26,21.7,21.2,,,,,,13.36,
2013-11-18,24.26,21.7,21.2,,,,,,13.36,
2013-11-19,24.26,21.7,21.2,,,,,,13.36,
2013-11-20,24.26,21.7,23.09,,,,,,13.36,
2013-11-21,24.26,21.7,23.09,,,,,,13.36,
2013-11-22,24.26,21.7,23.09,,,,,,13.36,
2013-11-23,24.26,21.7,23.09,,,,,,13.36,
2013-11-24,24.26,21.7,23.09,,,,,,14.39,
2013-11-25,24.26,21.7,23.09,,,,,,14.39,
2013-11-26,24.26,21.7,23.09,,,,,,14.39,
2013-11-27,24.26,21.7,23.09,,,,,,14.39,
2013-11-28,24.26,21.7,23.09,,,,,,14.39,
2013-11-29,24.26,21.7,23.09,,,,,,14.39,
2013-11-30,24.26,21.7,23.09,,,,,,14.39,
2013-12-01,24.26,21.7,21.265,,,,,,14.39,
2013-12-02,24.26,21.7,21.265,,,,,,14.39,
2013-12-03,24.26,21.7,21.265,,,,,,14.39,
2013-12-04,24.26,21.7,21.265,,,,,,14.39,
2013-12-05,24.26,21.7,21.265,,,,,,14.39,
2013-12-06,24.26,21.7,21.265,,,,,,14.39,
2013-12-07,24.26,21.7,21.265,,,,,,14.39,
2013-12-08,24.26,21.7,21.265,,,,,,14.39,
2013-12-09,24.26,21.7,21.265,,,,,,14.39,
2013-12-10,24.26,21.7,21.265,,,,,,14.39,
2013-12-11,24.02,21.7,21.265,,,,,,14.39,
2013-12-12,24.02,21.7,21.265,,,,,,14.39,
2013-12-13,23.77,21.7,21.265,,,,,,14.39,
2013-12-14,23.77,21.7,21.265,,,,,,14.39,
2013-12-15,23.77,21.7,21.265,,,,,,14.39,
2013-12-16,23.77,21.7,21.265,,,,,,14.39,
2013-12-17,23.77,21.7,21.265,,,,,,14.39,
2013-12-18,23.77,21.7,21.265,,,,,,14.39,
2013-12-19,23.77,21.7,21.265,,,,,,14.39,
2013-12-20,23.8,21.7,21.265,,,,,,14.2,
2013-12-21,23.8,21.7,21.265,,,,,,14.2,
2013-12-22,24.22,21.7,21.265,,,,,,14.39,
2013-12-23,24.22,21.7,21.265,,,,,,14.39,
2013-12-24,24.22,21.7,21.265,,,,,,14.39,
2013-12-25,24.22,21.7,21.265,,,,,,14.39,
2013-12-26,24.22,21.7,21.265,,,,,,14.39,
2013-12-27,24.22,21.7,21.265,,,,,,14.39,
2013-12-28,24.22,21.7,21.265,,,,,,13.4,
2013-12-29,24.22,21.7,21.265,,,,,,13.4,
2013-12-30,24.22,21.7,21.265,,,,,,14.39,
2013-12-31,24.22,21.7,21.265,,,,,,14.39,
2014-01-01,24.22,21.7,21.265,,,,,,14.39,
2014-01-02,24.22,21.7,21.265,,,,,,14.39,
2014-01-03,24.22,21.7,21.265,,,,,,13.36,
2014-01-04,24.22,21.7,21.265,,,,,,13.36,
2014-01-05,24.22,21.7,21.265,,,,,,13.36,
2014-01-06,24.22,21.7,21.265,,,,,,14.39,
2014-01-07,24.22,21.7,21.265,,,,,,14.39,
2014-01-08,24.22,21.7,21.265,,,,,,14.39,
2014-01-09,24.22,21.7,20.89,,,,,,14.39,
2014-01-10,24.22,21.7,20.54,,,,,,14.39,
2014-01-11,24.22,21.7,20.4,,,,,,14.39,
2014-01-12,24.22,21.7,20.4,,,,,,14.2,
2014-01-13,24.22,21.7,20.4,,,,,,14.2,
2014-01-14,24.22,21.7,20.4,,,,,,14.39,
2014-01-15,24.22,21.7,20.4,,,,,,14.39,
2014-01-16,24.22,21.7,20.4,,,,,,14.39,
2014-01-17,24.25,21.7,20.4,,,,,,14.39,
2014-01-18,24.25,21.7,22.145,,,,,,14.39,
2014-01-19,24.25,21.7,20.77,,,,,,14.39,
2014-01-20,21.89,21.7,20.4,,,,,,14.35,
2014-01-21,21.89,21.7,22.205,,,,,,13.285,
2014-01-22,24.25,21.7,22.58,,,,,,13.285,
2014-01-23,24.25,21.7,21.345,,,,,,14.35,
2014-01-24,24.25,21.7,21.9,,,,,,14.39,
2014-01-25,24.25,21.7,20.990000000000002,,,,,,14.39,
2014-01-26,24.25,21.7,20.990000000000002,,,,,,14.39,
2014-01-27,24.25,21.7,20.4,,,,,,14.39,
2014-01-28,24.25,21.7,20.4,,,,,,14.39,
