date,B00006IAVC,B001GEZEAK,B00B5I4BYM,B00B5I4ECQ,B00B5I4HU0,B00B5I4JSA,B00BFFGJ6S,B00EZMPD4W,B013EW28WS,B01CRONSGY
2018-10-21,20.35,10.652000000000001,39.864999999999995,51.0,,49.99,7.99,24.380000000000003,11.75,5.2
2018-10-22,20.35,13.49,39.864999999999995,51.0,,49.99,7.99,24.099,11.75,5.2
2018-10-23,20.35,13.49,39.864999999999995,51.0,,49.99,7.99,24.099,11.75,5.2
2018-10-24,20.35,11.379999999999999,39.864999999999995,51.0,,49.99,7.99,24.099,11.75,5.2
2018-10-25,20.35,10.837500000000002,39.864999999999995,51.0,,49.99,7.99,24.099,11.75,5.2
2018-10-26,20.35,10.837500000000002,39.864999999999995,51.0,,49.99,7.99,24.099,11.75,5.2
2018-10-27,20.35,9.805,39.864999999999995,51.0,,49.99,7.99,24.099,11.75,5.2
2018-10-28,20.35,9.805,39.864999999999995,51.0,,49.99,7.99,24.099,11.75,5.2
2018-10-29,20.35,13.49,39.864999999999995,51.0,,49.99,7.99,24.099,11.75,5.2
2018-10-30,20.35,13.49,39.864999999999995,51.0,,49.99,7.99,24.099,11.75,5.2
2018-10-31,20.35,13.49,39.864999999999995,51.0,,49.99,7.99,24.099,11.75,5.2
2018-11-01,20.35,11.535,39.864999999999995,51.0,,49.99,7.99,24.099,11.75,5.2
2018-11-02,20.35,11.535,39.87,51.0,,49.99,7.99,24.099,11.75,5.2
2018-11-03,20.35,11.535,39.87,51.0,,49.99,7.99,24.099,11.75,5.2
2018-11-04,20.35,11.535,39.86,51.0,,49.99,7.99,24.099,11.75,5.2
2018-11-05,20.35,11.535,39.86,51.0,,49.99,7.99,24.099,11.75,5.2
2018-11-06,20.35,9.73,39.86,51.0,,49.99,7.99,24.099,11.75,5.2
2018-11-07,20.35,11.665833333333333,39.864999999999995,51.0,,49.99,7.99,24.099,11.75,5.2
2018-11-08,20.35,11.095,39.864999999999995,51.0,,49.99,7.99,24.099,11.75,5.2
2018-11-09,20.35,13.49,39.864999999999995,51.0,,49.99,7.99,24.099,11.75,5.2
2018-11-10,20.35,9.69,39.864999999999995,51.0,,49.99,7.99,24.099,11.15,5.2
2018-11-11,20.35,13.49,39.864999999999995,51.0,,49.99,7.99,24.099,11.15,5.2
2018-11-12,20.35,13.49,39.864999999999995,51.0,,49.99,7.99,24.099,11.15,5.2
2018-11-13,20.35,13.49,39.864999999999995,51.0,,49.99,7.99,24.099,11.15,5.2
2018-11-14,20.35,11.98,39.864999999999995,51.0,,49.99,7.99,24.099,11.15,5.2
2018-11-15,20.35,11.299999999999999,45.05,51.0,,49.99,7.99,24.099,11.15,5.2
2018-11-16,20.35,10.26,45.05,51.0,,49.99,7.99,24.099,11.15,5.2
2018-11-17,20.35,12.155000000000001,39.86333333333333,51.0,,49.99,7.99,24.099,11.15,5.2
2018-11-18,20.35,12.155000000000001,39.86333333333333,51.0,,49.99,7.99,24.099,11.15,5.2
2018-11-19,20.35,9.96,39.86333333333333,51.0,,49.99,7.99,24.099,11.15,5.2
2018-11-20,20.35,10.25,45.05,51.0,,49.99,7.99,24.099,11.15,5.2
2018-11-21,20.35,13.49,45.05,51.0,,49.99,7.99,24.099,11.15,5.2
2018-11-22,20.35,13.49,45.05,38.29,,49.99,7.99,24.099,11.15,5.2
2018-11-23,20.35,13.49,45.05,38.29,,49.99,7.99,24.099,11.15,5.2
2018-11-24,20.35,13.49,45.05,38.29,,33.69,7.99,24.099,11.15,5.2
2018-11-25,20.35,13.49,45.05,38.29,,33.69,7.99,24.099,11.15,5.2
2018-11-26,20.35,13.49,45.05,38.29,,33.69,7.99,24.099,11.15,5.2
2018-11-27,20.35,11.8,45.05,38.29,,33.69,7.99,24.099,11.15,5.2
2018-11-28,20.35,11.8,39.86,38.29,,33.69,7.99,24.099,11.15,5.2
2018-11-29,20.35,10.19,39.86,38.29,,33.69,7.99,24.099,11.15,5.2
2018-11-30,20.35,11.422,39.86,38.29,,33.69,7.99,24.099,11.15,5.2
2018-12-01,20.35,10.27,39.86,38.29,,33.69,7.99,24.099,11.15,5.2
2018-12-02,20.35,13.49,39.86,38.29,,33.69,7.99,24.099,11.15,5.2
2018-12-03,20.35,11.086666666666668,39.86,38.29,,33.69,7.99,24.099,11.15,5.2
2018-12-04,20.35,13.333333333333334,39.864999999999995,51.0,,33.69,14.32,24.099,11.15,5.2
2018-12-05,20.35,12.675,39.864999999999995,51.0,,33.69,14.32,24.099,11.15,5.2
2018-12-06,50.99,12.535,27.9,51.0,,49.99,14.05,24.099,11.15,5.2
2018-12-07,50.99,12.355,27.9,51.0,,49.99,13.184999999999999,24.099,11.15,5.2
2018-12-08,50.99,12.355,27.9,51.0,,49.99,13.184999999999999,24.099,11.15,5.2
2018-12-09,50.99,10.680000000000001,27.9,51.0,,49.99,13.184999999999999,24.099,11.15,5.2
2018-12-10,50.99,11.787142857142857,27.9,51.0,,49.99,13.184999999999999,24.099,11.15,5.2
2018-12-11,50.99,11.86,27.9,51.0,,54.77,13.184999999999999,24.099,11.15,5.2
2018-12-12,50.99,11.86,27.9,51.0,,54.77,13.184999999999999,24.099,11.15,5.2
2018-12-13,50.99,11.275,27.9,51.0,,54.77,13.184999999999999,24.099,11.15,5.2
2018-12-14,50.99,11.145999999999997,27.9,51.0,,54.77,13.184999999999999,24.099,11.15,5.2
2018-12-15,50.99,12.60142857142857,27.9,51.0,,54.77,13.184999999999999,24.099,11.15,5.2
2018-12-16,50.99,12.523333333333333,27.9,51.0,,54.77,13.184999999999999,24.099,11.15,5.2
2018-12-17,50.99,13.44,27.9,51.0,,54.77,13.184999999999999,24.099,11.15,5.2
2018-12-18,50.99,11.55,27.9,51.0,,54.77,13.184999999999999,24.099,11.15,5.2
2018-12-19,50.99,13.49,27.9,51.0,,54.77,13.184999999999999,24.099,11.15,5.2
2018-12-20,50.99,13.49,43.18,51.0,,61.62,13.184999999999999,24.099,11.15,5.2
2018-12-21,50.99,13.49,43.18,51.0,,61.62,13.184999999999999,24.099,11.15,5.2
2018-12-22,50.99,13.49,43.18,51.0,,61.62,13.184999999999999,24.099,11.15,5.2
2018-12-23,50.99,13.49,39.86,51.0,,73.01,13.184999999999999,24.099,11.15,5.2
2018-12-24,50.99,10.226666666666667,39.87,51.0,,72.88,13.184999999999999,24.099,11.15,5.2
2018-12-25,50.99,10.226666666666667,39.86,51.0,,72.57,13.184999999999999,24.099,11.15,5.2
2018-12-26,50.99,10.686666666666666,39.86,51.0,,72.57,13.184999999999999,24.099,11.15,5.2
2018-12-27,50.99,11.515,39.86,51.0,,63.72,13.184999999999999,24.099,11.15,5.2
2018-12-28,50.99,11.515,39.86,51.0,,63.66,13.184999999999999,24.099,11.15,5.2
2018-12-29,50.99,11.515,39.86,51.0,,63.66,13.184999999999999,24.099,11.15,5.2
2018-12-30,50.99,11.515,39.86,51.0,,63.66,13.184999999999999,24.099,11.15,5.2
2018-12-31,50.99,13.49,34.51,51.0,,74.24,8.02,23.35,11.15,5.2
2019-01-01,50.99,13.49,34.51,51.0,,74.24,8.02,23.35,11.15,5.2
2019-01-02,50.99,11.05,34.51,51.0,,74.83,8.02,23.35,11.15,5.2
2019-01-03,50.99,11.51,34.51,51.0,,74.32,8.02,23.35,11.15,5.2
2019-01-04,48.17,11.51,34.51,51.0,,71.53,8.02,23.35,11.15,5.2
2019-01-05,48.17,11.515,34.51,51.0,,64.31,8.02,23.35,11.37,5.2
2019-01-06,48.17,11.515,34.51,51.0,,49.29,8.02,23.35,11.37,5.2
2019-01-07,48.17,11.515,34.51,51.0,,49.29,8.02,23.35,11.37,5.2
2019-01-08,48.17,11.515,34.51,51.0,,49.29,8.02,23.35,11.37,5.2
2019-01-09,48.17,13.49,34.51,51.0,,49.29,8.02,23.35,11.37,5.2
2019-01-10,50.99,11.51,34.51,51.0,,49.29,8.02,23.35,11.37,5.2
2019-01-11,50.99,11.515,34.51,51.0,,49.29,8.02,23.35,11.37,5.2
2019-01-12,50.99,11.515,34.51,51.0,,49.29,8.02,23.4,11.37,5.2
2019-01-13,50.99,11.515,34.51,51.0,,49.29,8.02,23.4,11.37,5.2
2019-01-14,50.99,12.033333333333333,34.51,51.0,,49.29,8.02,23.4,11.37,5.2
2019-01-15,50.99,12.033333333333333,34.51,51.0,,49.29,8.02,23.4,11.37,5.2
2019-01-16,50.99,13.075,34.51,51.0,,49.29,8.02,23.4,11.37,5.2
2019-01-17,50.99,13.075,39.82,51.0,,49.29,8.02,23.4,11.37,5.2
2019-01-18,50.99,13.075,39.86,51.0,,49.29,8.02,23.4,11.37,5.2
2019-01-19,50.99,13.075,34.39,51.0,,49.29,8.02,23.4,11.59,5.2
2019-01-20,50.99,13.075,32.37,38.25,,52.37,8.02,23.4,11.59,5.2
2019-01-21,50.99,13.075,32.37,38.25,,52.37,8.02,23.4,11.59,5.2
2019-01-22,50.99,11.155000000000001,32.37,38.25,,52.37,8.02,23.4,16.59,5.2
2019-01-23,50.99,11.92,32.37,38.25,,52.37,8.02,23.4,16.59,5.2
2019-01-24,50.99,12.21,32.37,38.25,,52.37,8.02,23.4,16.59,5.2
2019-01-25,50.99,11.13,32.37,38.25,,52.37,8.02,23.4,16.59,5.2
2019-01-26,50.99,11.094999999999999,32.37,38.25,,52.37,8.02,23.4,16.59,5.2
2019-01-27,50.99,11.3,32.37,38.25,,52.37,8.02,23.4,16.59,5.2
2019-01-28,50.99,11.09,32.37,38.25,,52.37,8.02,23.4,16.59,5.2
2019-01-29,50.99,11.09,32.37,38.25,,52.37,8.02,23.4,16.59,5.2
2019-01-30,50.99,12.5425,32.37,38.25,,52.37,8.02,23.4,16.59,5.2
2019-01-31,50.99,13.073333333333332,32.37,38.25,,52.37,8.02,23.4,16.59,5.2
2019-02-01,50.99,13.075,32.37,38.25,,52.37,8.02,23.4,16.59,5.2
2019-02-02,50.99,13.075,32.37,38.25,,52.37,8.02,23.4,16.59,5.2
2019-02-03,50.99,13.075,39.86,51.0,,66.27,8.02,23.4,16.59,5.2
2019-02-04,50.99,13.075,37.065,51.0,,66.27,8.02,23.4,16.59,5.2
2019-02-05,50.99,13.075,37.065,51.0,,60.78,8.02,23.4,16.59,5.2
2019-02-06,50.99,13.075,37.065,51.0,,60.69,8.02,23.4,16.59,5.2
2019-02-07,50.99,13.075,37.065,51.0,,60.69,8.02,23.4,16.59,5.2
2019-02-08,50.99,13.075,33.49,51.0,,60.69,8.02,23.4,16.59,5.2
2019-02-09,50.99,13.075,31.950000000000003,51.0,,60.69,8.02,23.4,16.59,5.2
2019-02-10,50.99,13.075,31.950000000000003,51.0,,67.18,8.02,23.4,16.59,5.2
2019-02-11,50.99,13.08,31.950000000000003,51.0,,67.18,8.02,23.4,11.59,5.2
2019-02-12,50.99,13.08,30.67,51.0,,60.17,8.02,23.4,11.59,5.2
2019-02-13,50.99,13.08,39.41,51.0,,60.17,8.02,23.4,11.59,5.2
2019-02-14,50.99,13.075,39.129999999999995,51.0,,62.62,8.02,23.4,11.59,5.2
2019-02-15,58.98,13.075,39.129999999999995,51.0,,62.62,8.02,23.4,11.59,5.2
2019-02-16,58.98,13.075,39.129999999999995,51.0,,62.62,8.02,23.4,11.59,5.2
2019-02-17,58.98,13.075,39.129999999999995,51.0,,62.62,8.02,23.4,11.59,5.2
2019-02-18,58.98,13.075,39.129999999999995,51.0,,67.38,14.26,23.4,11.59,5.2
2019-02-19,58.98,13.075,39.129999999999995,51.0,,67.38,14.322499999999998,23.4,11.59,5.2
2019-02-20,58.98,13.075,39.129999999999995,51.0,,67.38,13.81,23.4,11.59,5.2
2019-02-21,58.98,13.075,39.129999999999995,51.0,,62.29,13.565000000000001,23.4,11.59,5.2
2019-02-22,58.98,13.075,39.129999999999995,51.0,,62.29,13.532499999999999,23.4,11.59,5.2
2019-02-23,58.98,13.075,39.129999999999995,51.0,,61.64,13.47,23.4,11.59,5.2
2019-02-24,58.98,13.075,39.129999999999995,51.0,,61.64,13.45,23.4,11.59,5.2
2019-02-25,58.98,13.39,45.05,51.0,,66.28,13.43,23.4,11.59,5.2
2019-02-26,58.98,13.07,45.05,51.0,,66.28,13.25,23.4,11.59,5.2
2019-02-27,58.98,13.315000000000001,45.05,51.0,,62.07,13.072,23.4,11.59,5.2
2019-02-28,56.075,13.175,45.05,51.0,,62.07,13.025,23.4,11.59,5.2
2019-03-01,50.68,13.08,45.05,51.0,,65.86,12.966666666666669,23.4,11.59,5.2
2019-03-02,58.98,13.07,45.05,51.0,,65.86,12.966666666666669,23.4,11.59,5.2
2019-03-03,58.98,13.07,45.05,51.0,,65.86,12.96,23.4,11.59,5.2
2019-03-04,58.98,13.075,45.05,51.0,,65.86,12.863333333333332,23.4,11.59,5.2
2019-03-05,58.98,13.075,45.05,51.0,,65.86,12.688,23.4,11.59,5.2
2019-03-06,58.98,13.075,45.05,51.0,,66.63,12.484,23.4,11.59,5.2
2019-03-07,58.98,13.075,45.05,51.0,,66.63,12.213,23.4,11.59,5.2
2019-03-08,58.98,13.075,45.05,51.0,,66.63,12.023333333333333,26.3,11.59,5.2
2019-03-09,58.98,13.075,45.05,51.0,,66.63,12.023333333333333,26.240000000000002,11.59,5.2
2019-03-10,58.98,13.075,45.05,51.0,,66.63,11.95,26.165,11.59,5.2
2019-03-11,58.98,13.075,45.05,51.0,,66.63,11.82,26.182,11.59,5.2
2019-03-12,58.98,13.075,45.05,51.0,,66.63,11.82,26.3,11.59,5.2
2019-03-13,58.98,13.075,45.05,51.0,,66.63,11.82,26.26,11.59,5.2
2019-03-14,58.98,13.075,45.05,51.0,,63.99,11.29,26.26,11.59,5.2
2019-03-15,58.98,13.4,45.05,51.0,,63.99,11.29,26.99,11.59,5.2
2019-03-16,58.98,13.4,45.05,51.0,,63.99,11.29,26.99,11.59,5.2
2019-03-17,58.98,13.4,45.05,51.0,,63.99,11.29,26.99,11.59,5.2
2019-03-18,58.98,13.4,45.05,51.0,,71.93,11.15,26.99,11.59,5.2
2019-03-19,58.98,13.215,45.05,51.0,,71.93,10.99,26.99,11.59,5.2
2019-03-20,58.98,13.215,45.05,51.0,,71.93,10.99,26.99,11.59,5.2
2019-03-21,58.98,13.215,45.05,51.0,,71.93,10.97,26.99,11.59,5.2
2019-03-22,58.98,13.215,45.05,51.0,,63.51,10.895,26.99,11.59,5.2
2019-03-23,58.98,13.215,45.05,51.0,,63.51,10.895,26.99,11.59,5.2
2019-03-24,59.13,13.215,45.05,51.0,,65.55,10.83,26.99,11.59,5.2
2019-03-25,59.13,8.39,45.05,41.82,,65.55,10.83,26.99,11.59,5.2
2019-03-26,59.13,8.39,25.14,41.82,,65.55,10.716666666666667,26.99,11.59,5.2
2019-03-27,59.13,8.39,25.14,41.82,,65.55,10.716666666666667,26.99,11.59,5.2
2019-03-28,59.13,8.39,25.14,41.82,,62.95,10.65,26.99,11.59,5.2
2019-03-29,59.13,8.39,25.14,41.82,,62.95,10.67,26.99,11.59,5.2
2019-03-30,59.13,8.39,25.14,41.82,,62.95,10.67,26.99,11.59,5.2
2019-03-31,59.13,8.39,25.14,41.82,,62.95,10.283333333333333,26.99,11.59,5.2
2019-04-01,59.13,8.39,45.05,41.82,,62.95,9.98,26.99,11.59,5.2
2019-04-02,59.13,8.39,45.05,41.82,,62.95,9.99,26.99,11.59,5.2
2019-04-03,59.13,8.39,45.05,41.82,,71.89,9.97,26.99,11.59,5.2
2019-04-04,59.13,8.39,39.07,41.82,,69.54,9.94,26.99,11.59,5.2
2019-04-05,59.13,8.39,39.12,41.82,,69.54,9.94,26.99,11.59,5.2
2019-04-06,59.13,8.39,39.12,41.82,,69.54,9.94,26.99,11.59,5.2
2019-04-07,59.34,8.39,38.72,41.82,,69.54,9.94,26.11,11.59,5.2
2019-04-08,59.34,8.39,37.25,41.82,,66.3,9.89,26.11,11.59,5.2
2019-04-09,59.34,8.39,35.97,41.82,,66.3,9.89,26.11,11.59,5.2
2019-04-10,59.34,8.39,35.97,41.82,,66.3,9.89,24.507500000000004,11.59,5.2
2019-04-11,59.34,8.39,45.05,41.82,,66.3,9.89,23.669999999999998,11.59,5.2
2019-04-12,59.34,8.39,45.05,41.82,,66.3,10.12,23.669999999999998,11.59,5.2
2019-04-13,59.34,8.39,45.05,41.82,,66.3,9.84,23.57,11.59,5.2
2019-04-14,59.34,8.39,45.05,41.82,,72.06,10.06,23.515,11.59,5.2
2019-04-15,59.34,8.39,45.05,41.82,,72.06,10.06,23.515,11.59,5.2
2019-04-16,59.34,8.39,32.5,41.82,,71.43,10.06,23.515,11.59,5.2
2019-04-17,59.34,8.39,32.5,41.82,,70.0,9.96,23.515,11.59,5.2
2019-04-18,59.34,8.39,32.5,41.82,,70.0,10.08,23.515,11.59,5.2
2019-04-19,59.34,8.39,32.5,57.3,,70.0,10.36,23.515,11.59,5.2
2019-04-20,59.34,8.39,32.5,57.3,,68.53,9.98,23.515,11.59,5.2
2019-04-21,59.34,8.39,32.5,57.3,,68.53,10.53,23.515,11.59,5.2
2019-04-22,60.84,8.39,32.5,57.3,,68.56,10.53,23.515,11.59,5.2
2019-04-23,60.84,8.39,32.5,57.3,,68.56,10.53,23.515,11.59,5.2
2019-04-24,47.31,8.39,32.5,57.3,,68.56,10.99,23.515,11.59,5.2
2019-04-25,47.31,8.39,32.5,57.3,,68.24,10.99,23.515,11.59,5.2
2019-04-26,47.31,8.39,32.5,57.3,,68.46,10.48,23.515,11.59,5.2
2019-04-27,47.31,8.39,32.5,57.3,,68.46,10.48,23.515,11.59,5.2
2019-04-28,47.31,8.39,32.5,57.3,,68.46,10.48,23.515,11.59,5.2
2019-04-29,47.31,8.39,32.5,57.3,,68.46,10.48,23.515,11.59,5.2
2019-04-30,47.31,8.39,32.5,57.3,,68.46,10.48,23.515,11.59,5.2
2019-05-01,47.31,8.39,32.5,57.3,,68.46,10.48,23.515,11.59,5.2
2019-05-02,47.31,8.39,32.5,57.3,,68.52,10.48,23.48,11.59,5.2
2019-05-03,47.31,8.39,32.5,57.3,,68.52,10.48,23.51,11.59,5.2
2019-05-04,47.31,8.39,32.5,57.3,,68.68,10.48,23.48,11.59,5.2
2019-05-05,47.31,8.39,32.5,57.3,,68.68,10.48,23.47,11.59,5.2
2019-05-06,47.31,8.39,32.5,57.3,,68.68,10.48,23.47,11.59,5.2
2019-05-07,47.31,8.39,32.5,57.3,,68.18,10.48,23.51,11.59,5.2
2019-05-08,59.43,8.39,32.5,57.3,,68.18,10.48,23.51,11.59,5.2
2019-05-09,59.43,8.39,32.5,57.3,,68.18,10.48,23.51,11.59,5.2
2019-05-10,59.43,8.39,32.5,57.3,,68.18,10.48,23.48,11.59,5.2
2019-05-11,59.43,8.39,32.5,57.3,,68.94,10.48,23.47,11.59,5.2
2019-05-12,59.43,8.39,32.5,57.3,,68.94,10.48,23.47,11.59,5.2
2019-05-13,59.43,8.39,32.5,57.3,,68.94,10.48,23.51,11.59,5.2
2019-05-14,59.43,8.39,32.5,57.3,,68.82,10.48,23.51,11.59,5.2
2019-05-15,59.43,8.39,32.5,57.3,,68.82,10.48,23.543333333333333,11.59,5.2
2019-05-16,59.43,8.39,32.5,57.3,,68.94,10.48,23.55,11.59,5.2
2019-05-17,59.43,8.39,32.5,57.3,,69.12,10.48,23.55,11.59,5.2
2019-05-18,59.43,8.39,32.5,57.3,,69.12,10.48,23.51,11.59,5.2
2019-05-19,59.43,8.39,32.5,57.3,,69.11,10.48,23.51,11.59,5.2
2019-05-20,59.43,8.39,32.5,57.3,,69.11,10.48,23.51,11.59,5.2
2019-05-21,59.43,8.39,32.5,57.3,,68.54,10.48,23.51,11.59,5.2
2019-05-22,59.43,8.39,32.5,57.3,,68.54,10.48,23.51,11.59,5.2
2019-05-23,59.43,8.39,32.5,57.3,,68.54,10.48,23.51,11.59,5.2
2019-05-24,59.43,8.39,32.5,57.3,,68.92,10.48,23.51,11.59,5.2
2019-05-25,59.43,8.39,32.5,57.3,,68.92,10.48,23.58,11.59,5.2
2019-05-26,59.43,8.39,32.5,57.3,,68.92,10.48,23.55,11.59,5.2
2019-05-27,59.43,8.39,32.5,57.3,,68.92,10.48,23.55,11.59,5.2
2019-05-28,59.43,8.39,32.5,57.3,,68.92,10.48,23.55,11.59,5.2
2019-05-29,59.43,8.39,32.5,57.3,,69.82,10.48,23.55,11.59,5.2
2019-05-30,59.43,8.39,32.5,57.3,,69.71,10.5,23.58,11.59,5.2
2019-05-31,59.43,8.39,32.5,57.3,,69.71,10.5,23.52,11.59,5.2
2019-06-01,59.43,8.39,32.5,57.3,,69.71,10.45,21.91,11.59,5.2
2019-06-02,59.43,8.39,32.5,57.3,,69.71,10.45,21.91,11.59,5.2
2019-06-03,37.84,8.39,32.5,57.3,,69.71,10.45,21.91,11.59,5.2
2019-06-04,37.84,8.39,32.5,57.3,,69.71,10.45,21.91,11.59,5.2
2019-06-05,37.84,8.39,32.5,57.3,,69.71,10.44,21.91,11.59,5.2
2019-06-06,37.84,8.39,32.5,57.3,,69.71,10.44,21.91,11.59,5.2
2019-06-07,37.84,8.39,32.5,57.3,,67.12,10.44,21.91,11.59,5.2
2019-06-08,37.84,8.39,32.5,57.3,,67.12,10.43,21.91,11.59,5.2
2019-06-09,37.84,8.39,32.5,57.3,,67.12,10.43,21.91,11.59,5.2
2019-06-10,37.84,8.39,32.5,57.3,,67.12,10.43,21.91,11.59,5.2
2019-06-11,37.84,8.39,32.5,57.3,,66.06,10.43,21.91,11.59,5.2
2019-06-12,37.84,8.39,32.5,57.3,,66.06,10.43,21.91,11.59,5.2
2019-06-13,37.84,8.39,32.5,57.3,,65.73,10.43,21.91,11.59,5.2
2019-06-14,37.84,8.39,32.5,57.3,,65.73,10.43,21.91,11.59,5.2
2019-06-15,37.84,8.39,32.5,57.3,,65.73,10.43,21.91,11.59,5.2
2019-06-16,62.97,8.39,32.5,57.3,,65.73,10.43,21.91,11.59,5.2
2019-06-17,62.97,8.39,32.5,57.3,,65.73,10.43,21.91,11.59,5.2
2019-06-18,62.97,8.39,32.5,57.3,,65.73,10.43,21.91,11.59,5.2
2019-06-19,62.97,8.39,32.5,57.3,,65.16499999999999,10.43,21.91,11.59,5.2
2019-06-20,62.97,8.39,32.5,57.3,,65.16499999999999,10.43,21.91,11.59,5.2
2019-06-21,62.97,8.39,32.5,57.3,,65.26,10.43,21.91,11.59,5.2
2019-06-22,62.97,8.39,32.5,57.3,,66.5,10.43,21.91,11.59,5.2
2019-06-23,62.97,8.39,32.5,57.3,,66.5,10.43,21.91,11.59,5.2
2019-06-24,62.97,8.39,32.5,57.3,,66.3,10.43,21.77,11.59,5.2
2019-06-25,62.97,8.39,32.5,57.3,,66.3,10.43,21.77,11.59,5.2
2019-06-26,62.97,8.39,32.5,57.3,,66.3,10.43,21.91,11.59,5.2
2019-06-27,62.97,8.39,32.5,57.3,,66.3,10.43,21.91,11.59,5.2
2019-06-28,62.97,8.39,32.5,57.3,,66.3,10.43,21.91,11.59,5.2
2019-06-29,62.945,8.39,32.5,57.3,,66.3,10.38,21.91,11.59,5.2
2019-06-30,61.0,8.39,32.5,57.3,,59.01,10.38,21.895,11.59,5.2
2019-07-01,62.97,8.39,32.5,57.3,,59.01,10.38,23.919999999999998,11.59,5.2
2019-07-02,62.97,8.39,32.5,57.3,,59.93,10.38,23.799,11.59,5.2
2019-07-03,62.97,8.39,32.5,57.3,,59.93,10.38,23.799,11.59,5.2
2019-07-04,62.97,8.39,32.5,57.3,,59.93,10.38,23.64333333333333,11.59,5.2
2019-07-05,62.93,8.39,32.5,57.3,,59.93,10.38,23.0,11.59,5.2
2019-07-06,62.97,8.39,32.5,57.3,,59.93,10.38,23.0,11.59,5.2
2019-07-07,62.97,8.39,32.5,57.3,,59.93,10.38,23.0,11.59,5.2
2019-07-08,62.94,8.39,32.5,57.3,,59.93,10.38,23.0,11.59,5.2
2019-07-09,62.94,8.39,32.5,57.3,,59.93,10.04,23.0,11.59,5.2
2019-07-10,62.9,8.39,32.5,57.3,,59.93,10.04,23.0,11.59,5.2
2019-07-11,62.97,8.39,32.5,57.3,,59.93,10.04,23.0,11.59,5.2
2019-07-12,62.945,8.39,32.5,57.3,,59.625,10.04,23.0,11.59,5.2
2019-07-13,62.945,8.39,32.5,57.3,,59.625,10.33,23.0,11.59,5.2
2019-07-14,62.945,8.39,32.5,57.3,,59.625,10.33,23.0,11.59,5.2
2019-07-15,62.925,8.39,32.5,57.3,,59.625,10.33,23.0,11.59,5.2
2019-07-16,62.925,8.39,32.5,57.3,,59.625,10.33,23.0,11.59,5.2
2019-07-17,62.925,8.39,32.5,57.3,,59.625,10.33,23.0,11.59,5.2
2019-07-18,62.925,8.39,32.5,57.3,,58.15,10.33,23.0,11.59,5.2
2019-07-19,62.925,8.39,32.5,57.3,,58.15,10.33,23.0,11.59,5.2
2019-07-20,62.925,8.39,32.5,57.3,,58.15,10.33,23.0,11.59,5.32
2019-07-21,62.93,8.39,32.5,57.3,,58.15,10.33,23.0,11.59,5.32
2019-07-22,62.93,8.39,32.5,57.3,,58.15,10.33,23.0,11.59,5.32
2019-07-23,62.93,8.39,32.5,57.3,,58.15,10.33,23.0,11.59,5.32
2019-07-24,62.93,8.39,32.5,57.3,,58.15,10.33,23.0,11.59,5.32
2019-07-25,62.93,8.39,32.5,57.3,,58.15,10.33,23.0,11.59,5.32
2019-07-26,62.93,8.39,32.5,57.3,,58.15,10.33,23.0,11.59,5.32
2019-07-27,62.93,8.39,32.5,57.3,,58.15,10.28,23.0,11.59,5.32
2019-07-28,62.96,8.39,32.5,57.3,,58.15,10.28,23.0,11.59,5.32
2019-07-29,62.96,8.39,32.5,57.3,,58.15,10.28,23.0,11.59,5.2
2019-07-30,62.96,8.39,32.5,57.3,,60.24,10.28,23.0,11.59,5.2
2019-07-31,62.96,8.39,32.5,57.3,,59.195,10.28,23.0,11.59,5.2
2019-08-01,62.96,8.39,32.5,57.3,,58.15,10.28,23.0,11.59,5.2
2019-08-02,62.96,8.39,32.5,57.3,,58.15,10.72,23.0,11.59,5.2
2019-08-03,62.95,8.39,32.5,57.3,,58.15,10.72,23.0,11.59,5.2
2019-08-04,62.95,8.39,32.5,57.3,,58.15,10.72,23.0,11.59,5.2
2019-08-05,62.9,8.39,32.5,57.3,,58.15,10.72,23.0,11.59,5.2
2019-08-06,62.97,8.39,32.5,57.3,,58.15,10.66,23.0,11.59,5.2
2019-08-07,62.92,8.39,32.5,57.3,,58.15,10.66,22.99,11.59,5.2
2019-08-08,62.97,8.39,32.5,57.3,,58.15,11.18,22.99,11.59,5.2
2019-08-09,62.97,8.39,32.5,57.3,,58.15,11.18,27.33875,11.59,5.2
2019-08-10,62.97,8.39,32.5,57.3,,58.15,11.17,26.717142857142857,11.59,5.2
2019-08-11,62.97,8.39,32.5,57.3,,58.15,11.17,26.156363636363633,11.59,5.2
2019-08-12,62.97,8.39,32.5,57.3,,58.15,11.17,27.319999999999997,11.59,5.2
2019-08-13,62.97,8.39,32.5,57.3,,58.15,11.17,25.866666666666664,11.59,5.2
2019-08-14,62.93666666666667,8.39,32.5,57.3,,58.09,11.17,22.94,11.59,5.2
2019-08-15,55.13,8.39,32.5,57.3,,58.09,11.17,22.95,11.59,5.2
2019-08-16,55.13,8.39,32.5,57.3,,58.09,11.17,22.95,11.59,5.2
2019-08-17,55.13,8.39,32.5,57.3,,58.09,11.17,22.95,11.59,5.2
2019-08-18,55.13,8.39,32.5,57.3,,58.09,11.17,22.95,11.59,5.2
2019-08-19,55.13,8.39,32.5,57.3,,57.959999999999994,11.17,22.955,11.59,5.2
2019-08-20,55.13,8.39,32.5,49.85,,54.385000000000005,11.17,22.955,11.59,5.2
2019-08-21,55.13,8.39,28.6,49.85,,54.385000000000005,11.17,22.955,11.59,5.2
