date,B00006IAVC,B001GEZEAK,B00B5I4BYM,B00B5I4ECQ,B00B5I4HU0,B00B5I4JSA,B00BFFGJ6S,B00EZMPD4W,B013EW28WS,B01CRONSGY
2017-12-31,18.18,11.67,37.93,51.0,,48.76,7.44,,15.35,7.99
2018-01-01,18.18,11.06,37.93,51.0,,48.76,7.44,,15.35,7.99
2018-01-02,18.18,10.95,37.93,51.0,,48.76,7.44,,15.35,7.99
2018-01-03,18.18,11.3,37.93,51.0,,48.76,7.44,,15.35,7.99
2018-01-04,18.18,11.3,37.93,51.0,,48.76,7.44,,15.35,7.99
2018-01-05,18.18,12.19,37.93,51.0,,48.76,7.44,,15.35,7.99
2018-01-06,18.18,11.93,37.93,51.0,,48.76,7.44,,15.35,7.99
2018-01-07,18.18,11.93,37.93,51.0,,48.76,7.44,,15.35,7.99
2018-01-08,18.18,11.93,37.93,51.0,,48.76,7.44,,15.35,7.99
2018-01-09,18.18,11.93,37.93,51.0,,48.76,7.44,,15.35,7.99
2018-01-10,18.18,10.9,37.93,51.0,,48.76,7.44,,15.35,7.99
2018-01-11,18.18,10.11,37.93,51.0,,48.76,7.44,,15.35,7.99
2018-01-12,18.18,10.11,37.93,51.0,,69.36,7.44,,15.35,7.99
2018-01-13,18.18,10.11,37.93,51.0,,69.36,7.44,,15.35,7.99
2018-01-14,18.18,10.11,37.93,51.0,,69.36,7.44,,15.35,7.99
2018-01-15,18.18,10.11,37.93,51.0,,67.07,7.44,,15.35,7.99
2018-01-16,18.18,10.71,36.93,51.0,,67.07,7.44,,15.35,7.99
2018-01-17,18.18,10.71,35.99,51.0,,68.36,7.44,,15.35,7.99
2018-01-18,18.18,10.71,35.99,51.0,,68.36,7.44,,15.35,7.99
2018-01-19,18.18,10.71,35.99,51.0,,68.12,7.44,,15.35,7.99
2018-01-20,18.18,10.71,35.99,51.0,,68.12,7.99,,15.35,7.99
2018-01-21,18.18,10.71,35.99,51.0,,68.12,7.99,,15.35,7.99
2018-01-22,18.18,10.83,35.99,51.0,,69.25,7.99,,15.35,7.99
2018-01-23,18.18,10.83,35.99,51.0,,69.25,7.99,,15.35,7.99
2018-01-24,18.18,10.83,35.99,51.0,,68.88,7.99,,15.35,7.99
2018-01-25,18.18,10.83,35.99,51.0,,68.88,7.99,,15.35,7.99
2018-01-26,18.18,10.83,35.99,51.0,,68.88,7.99,,15.35,7.99
2018-01-27,18.18,10.83,35.99,51.0,,68.88,7.99,,15.35,7.99
2018-01-28,18.18,10.83,35.99,51.0,,68.88,7.99,,15.35,7.99
2018-01-29,18.18,11.415,28.44,51.0,,68.88,7.99,,15.35,7.99
2018-01-30,18.18,11.778749999999999,28.44,51.0,,39.0,7.99,,15.35,7.99
2018-01-31,18.18,11.778749999999999,28.44,51.0,,39.0,7.99,,15.35,7.99
2018-02-01,18.18,11.778749999999999,28.44,51.0,,39.0,7.99,,15.35,7.99
2018-02-02,18.18,11.778749999999999,28.44,51.0,,39.0,7.99,,15.35,7.99
2018-02-03,18.18,11.01,28.44,51.0,,39.0,7.99,,15.35,7.99
2018-02-04,18.18,11.01,28.44,51.0,,39.0,7.99,,15.35,7.99
2018-02-05,18.18,11.01,28.44,51.0,,39.0,7.99,,15.35,7.99
2018-02-06,18.18,12.01,28.44,51.0,,39.0,7.99,,15.35,7.99
2018-02-07,18.18,12.01,28.44,51.0,,39.0,7.99,,15.35,7.99
2018-02-08,18.18,12.01,28.44,51.0,,39.0,7.99,,15.35,7.99
2018-02-09,18.18,10.95,28.44,51.0,,39.0,7.99,,15.35,7.99
2018-02-10,18.18,10.95,28.44,51.0,,39.0,7.99,,15.35,7.99
2018-02-11,18.18,11.91,28.44,51.0,,39.0,7.99,,15.35,7.99
2018-02-12,18.18,11.91,32.99,51.0,,66.99,7.99,,15.35,7.99
2018-02-13,18.18,12.09,32.99,51.0,,66.99,7.99,,15.35,7.99
2018-02-14,18.18,12.053333333333335,32.99,51.0,,66.99,13.96,,15.35,7.99
2018-02-15,18.18,10.95,32.99,51.0,,66.99,13.96,,15.35,7.99
2018-02-16,18.18,12.12,32.99,51.0,,66.99,13.96,,15.35,7.99
2018-02-17,18.18,12.12,32.99,51.0,,66.99,7.99,,15.35,7.99
2018-02-18,18.18,12.12,32.99,51.0,,66.99,7.99,,15.35,7.99
2018-02-19,18.18,10.6,32.99,51.0,,66.99,7.79,,15.35,7.99
2018-02-20,18.18,10.6,29.99,51.0,,66.99,7.56,,15.35,7.99
2018-02-21,18.18,10.6,29.99,51.0,,66.99,7.553333333333334,,15.35,7.99
2018-02-22,18.18,10.6,29.99,51.0,,66.99,7.41,,15.35,7.99
2018-02-23,18.18,12.09,29.99,51.0,,66.99,7.35,,15.35,7.99
2018-02-24,18.18,12.09,29.99,51.0,,66.99,7.35,,15.35,7.99
2018-02-25,18.18,12.09,29.99,51.0,,66.99,7.35,,15.35,7.99
2018-02-26,18.18,12.09,29.99,51.0,,66.99,7.19,,15.35,7.99
2018-02-27,18.18,10.81,27.35,51.0,,66.99,7.19,,15.35,7.99
2018-02-28,18.18,11.81,27.35,51.0,,66.99,7.05,,15.35,7.99
2018-03-01,18.18,11.81,27.35,51.0,,66.99,7.06,,15.35,7.99
2018-03-02,18.18,12.29,27.35,51.0,,66.99,7.19,,15.35,7.99
2018-03-03,18.18,10.76,27.35,51.0,,66.99,7.46,,15.35,7.99
2018-03-04,18.18,11.22,27.35,51.0,,66.99,7.56,,15.35,7.99
2018-03-05,18.18,11.22,27.72,51.0,,63.22,7.56,,15.35,7.99
2018-03-06,18.18,10.97,27.66,51.0,,63.22,7.75,,15.35,7.99
2018-03-07,18.18,10.97,27.66,51.0,,63.22,7.75,,15.35,7.99
2018-03-08,18.18,11.65,27.66,51.0,,63.22,7.86,,15.35,7.99
2018-03-09,18.18,11.26,27.78,51.0,,63.22,7.86,,15.35,7.99
2018-03-10,18.18,11.26,27.78,51.0,,65.01,7.86,,15.35,7.99
2018-03-11,18.18,11.26,27.91,51.0,,65.01,7.955,,15.35,7.99
2018-03-12,18.18,11.26,27.91,51.0,,65.01,7.955,,15.35,7.99
2018-03-13,18.18,11.26,27.91,51.0,,65.01,7.955,,15.35,7.99
2018-03-14,18.18,11.0,36.28,51.0,,65.01,7.94,,15.35,7.99
2018-03-15,18.18,11.0,42.24,51.0,,65.01,7.94,,15.35,7.99
2018-03-16,18.18,11.0,42.24,51.0,,57.44,7.94,,15.35,7.99
2018-03-17,18.18,11.36,42.24,51.0,,57.44,7.94,,15.35,7.99
2018-03-18,18.18,11.36,42.24,51.0,,57.44,7.94,,15.35,7.99
2018-03-19,18.18,11.36,42.24,51.0,,57.44,7.94,,15.35,7.99
2018-03-20,18.18,12.09,42.24,51.0,,57.44,7.99,,15.35,7.99
2018-03-21,18.18,12.23,45.05,51.0,,57.44,7.99,,15.35,7.99
2018-03-22,18.18,12.23,45.05,51.0,,57.44,7.99,,15.35,7.99
2018-03-23,18.18,12.23,45.05,51.0,,57.44,7.99,,15.35,7.99
2018-03-24,18.18,12.23,45.05,51.0,,57.44,7.99,,15.35,7.99
2018-03-25,18.18,12.23,45.05,51.0,,57.44,7.99,,15.35,7.99
2018-03-26,18.18,12.09,45.05,51.0,,57.44,7.99,,15.35,7.99
2018-03-27,35.02,12.09,45.05,51.0,,57.44,7.99,,15.35,7.99
2018-03-28,35.02,12.09,45.05,51.0,,57.44,7.99,,15.35,7.99
2018-03-29,36.11,11.41,45.05,51.0,,57.44,7.99,,15.35,7.99
2018-03-30,36.11,11.41,45.05,51.0,,39.0,7.99,,15.35,7.99
2018-03-31,24.159999999999997,11.41,45.05,51.0,,39.0,7.99,,15.35,7.99
2018-04-01,24.159999999999997,12.09,45.05,51.0,,39.0,7.99,,15.35,7.99
2018-04-02,24.159999999999997,12.09,45.05,51.0,,39.0,7.99,,15.35,7.99
2018-04-03,24.159999999999997,12.09,45.05,51.0,,39.0,7.99,,15.35,7.99
2018-04-04,24.159999999999997,11.64,45.05,51.0,,39.0,7.88,,15.35,7.99
2018-04-05,24.159999999999997,11.88,45.05,51.0,,39.0,7.8,,15.35,7.99
2018-04-06,24.159999999999997,11.95,45.05,51.0,,39.0,7.855,,15.35,7.99
2018-04-07,24.159999999999997,11.55,45.05,51.0,,39.0,7.91,,15.35,7.99
2018-04-08,24.159999999999997,12.29,45.05,51.0,,39.0,7.91,,15.35,7.99
2018-04-09,24.159999999999997,12.25,45.05,51.0,,39.0,7.91,,15.35,7.99
2018-04-10,24.159999999999997,12.29,45.05,51.0,,39.0,7.95,,15.35,7.99
2018-04-11,24.159999999999997,11.955,45.05,51.0,,39.0,7.95,,15.35,7.99
2018-04-12,24.159999999999997,11.955,45.05,51.0,,39.0,7.95,,15.35,7.99
2018-04-13,24.159999999999997,11.41,45.05,51.0,,39.0,7.87,,15.35,7.99
2018-04-14,24.159999999999997,11.3,45.05,51.0,,57.44,7.95,,15.35,7.99
2018-04-15,24.159999999999997,11.3,45.05,51.0,,57.44,7.99,,15.35,7.99
2018-04-16,24.159999999999997,11.38,45.05,51.0,,57.44,7.91,,15.35,7.99
2018-04-17,24.159999999999997,11.38,45.05,51.0,,57.44,7.95,,15.35,7.99
2018-04-18,24.159999999999997,11.59,45.05,51.0,,57.44,7.95,,15.35,7.99
2018-04-19,24.159999999999997,11.63,45.05,43.35,,57.44,7.95,,15.35,7.99
2018-04-20,24.159999999999997,11.37,38.29,43.35,,57.44,7.95,,15.35,7.99
2018-04-21,24.159999999999997,11.26,38.29,43.35,,57.44,7.99,,15.35,7.99
2018-04-22,24.159999999999997,11.34,38.29,43.35,,57.44,7.91,26.92,15.35,7.99
2018-04-23,24.159999999999997,11.155000000000001,38.29,43.35,,57.44,7.91,26.92,15.35,7.99
2018-04-24,24.159999999999997,11.155000000000001,38.29,43.35,,57.44,7.91,26.91,15.35,7.99
2018-04-25,24.159999999999997,11.24,38.29,43.35,,57.44,7.91,26.91,15.35,7.99
2018-04-26,24.159999999999997,11.52,38.29,43.35,,57.44,7.91,26.747142857142855,15.35,7.99
2018-04-27,24.159999999999997,11.52,38.29,43.35,,57.44,7.99,26.072777777777773,15.35,7.99
2018-04-28,24.159999999999997,12.09,38.29,43.35,,57.44,7.99,26.995,15.35,7.99
2018-04-29,24.159999999999997,12.09,38.29,43.35,,57.44,7.99,26.177,15.35,7.99
2018-04-30,24.159999999999997,12.09,38.29,43.35,,57.44,7.99,25.2375,15.35,7.99
2018-05-01,24.159999999999997,12.182500000000001,38.29,43.35,,57.44,7.99,25.16,15.35,7.99
2018-05-02,24.159999999999997,10.809999999999999,38.29,43.35,,57.44,7.99,25.13,15.35,7.99
2018-05-03,24.159999999999997,10.809999999999999,38.29,51.0,,57.44,7.99,25.13,15.35,7.99
2018-05-04,24.159999999999997,10.809999999999999,45.05,51.0,,57.44,7.99,25.066666666666666,15.35,7.99
2018-05-05,24.159999999999997,10.53,45.05,51.0,,57.44,7.99,25.11,15.35,7.75
2018-05-06,24.159999999999997,10.84,45.05,51.0,,57.44,7.99,25.040000000000003,15.35,7.75
2018-05-07,24.159999999999997,10.7,45.05,51.0,,57.44,7.99,25.09,15.35,7.75
2018-05-08,24.159999999999997,10.85,45.05,51.0,,57.44,7.99,25.09,15.35,7.75
2018-05-09,24.159999999999997,10.82,45.05,51.0,,57.44,7.99,25.08,15.35,7.75
2018-05-10,24.159999999999997,10.84,45.05,51.0,,57.44,7.99,25.029999999999998,15.35,7.75
2018-05-11,24.159999999999997,10.86,45.05,51.0,,57.44,7.99,25.029999999999998,15.35,7.75
2018-05-12,24.159999999999997,10.86,45.05,51.0,,57.44,7.99,25.029999999999998,15.35,7.75
2018-05-13,24.159999999999997,10.95,45.05,51.0,,57.44,7.99,25.029999999999998,17.09,7.75
2018-05-14,24.159999999999997,11.07,45.05,51.0,,57.44,7.99,25.029999999999998,17.09,7.75
2018-05-15,24.159999999999997,11.07,45.05,51.0,,57.44,7.99,25.029999999999998,17.09,7.75
2018-05-16,24.159999999999997,11.07,45.05,51.0,,57.44,7.99,26.01,17.09,7.75
2018-05-17,24.159999999999997,12.29,45.05,51.0,,57.44,7.99,26.5,17.09,7.75
2018-05-18,24.159999999999997,12.29,45.05,51.0,,57.44,7.99,26.856666666666666,11.29,7.75
2018-05-19,24.159999999999997,11.375,45.05,51.0,,57.44,7.99,26.856666666666666,11.29,7.75
2018-05-20,24.159999999999997,11.59,45.05,51.0,,57.44,7.99,26.856666666666666,16.29,7.75
2018-05-21,24.159999999999997,11.37,45.05,51.0,,57.44,7.99,28.32,15.35,7.75
2018-05-22,24.159999999999997,11.19,45.05,51.0,,57.44,7.99,28.32,15.35,7.75
2018-05-23,24.159999999999997,11.19,45.05,51.0,,57.44,7.99,28.32,15.35,7.75
2018-05-24,24.159999999999997,11.23,45.05,51.0,,57.44,7.99,28.32,15.35,7.75
2018-05-25,24.159999999999997,12.29,45.05,51.0,,57.44,7.99,28.32,15.35,7.75
2018-05-26,24.159999999999997,11.45,45.05,51.0,,57.44,7.99,30.2,15.35,7.75
2018-05-27,24.159999999999997,11.64,45.05,51.0,,57.44,7.99,30.2,15.35,7.75
2018-05-28,24.159999999999997,11.64,45.05,51.0,,57.44,7.99,30.2,15.35,7.75
2018-05-29,24.159999999999997,11.62,45.05,51.0,,57.44,7.99,30.2,15.35,7.75
2018-05-30,24.159999999999997,11.6875,45.05,51.0,,57.44,7.8,30.2,15.35,7.75
2018-05-31,24.159999999999997,11.51,45.05,51.0,,57.44,7.8,30.2,15.35,7.75
2018-06-01,24.159999999999997,11.51,45.05,51.0,,57.44,7.8,30.2,15.35,7.75
2018-06-02,24.159999999999997,10.99,45.05,51.0,,57.44,7.8,30.2,15.35,7.75
2018-06-03,24.159999999999997,11.33,45.05,51.0,,57.44,7.8,30.2,15.35,7.75
2018-06-04,24.159999999999997,10.87,45.05,51.0,,57.44,7.8,30.2,15.35,7.75
2018-06-05,24.159999999999997,11.0,45.05,51.0,,57.44,7.8,30.2,15.35,7.75
2018-06-06,24.159999999999997,10.92,45.05,51.0,,57.44,7.8,30.2,15.35,7.75
2018-06-07,24.159999999999997,10.92,45.05,51.0,,57.44,7.8,30.2,15.35,7.75
2018-06-08,24.159999999999997,10.92,45.05,51.0,,57.44,7.8,30.2,15.35,7.75
2018-06-09,24.159999999999997,11.23,45.05,51.0,,57.44,7.8,30.2,15.35,7.75
2018-06-10,24.159999999999997,11.18,45.05,51.0,,57.44,7.8,30.2,15.35,7.75
2018-06-11,24.159999999999997,11.18,45.05,51.0,,57.44,7.8,30.2,15.35,7.99
2018-06-12,24.159999999999997,11.14,45.05,51.0,,57.44,7.8,27.541666666666668,11.29,7.99
2018-06-13,24.159999999999997,11.0,45.05,51.0,,57.44,7.8,25.0,11.29,7.99
2018-06-14,24.159999999999997,11.04,45.05,51.0,,57.44,7.8,27.01,11.29,7.99
2018-06-15,24.159999999999997,11.08,45.05,51.0,,57.44,7.8,26.904999999999998,11.29,7.75
2018-06-16,24.159999999999997,10.89,45.05,51.0,,57.44,7.8,27.11,11.29,7.75
2018-06-17,24.159999999999997,10.89,45.05,51.0,,57.44,7.68,27.11,11.29,7.75
2018-06-18,24.159999999999997,10.75,45.05,51.0,,57.44,7.213333333333334,27.036666666666672,11.29,7.75
2018-06-19,24.159999999999997,11.04,45.05,51.0,,57.44,6.807777777777779,29.64,11.29,7.75
2018-06-20,24.159999999999997,11.12,45.05,51.0,,57.44,6.455714285714286,33.06,11.29,7.75
2018-06-21,24.159999999999997,10.715,45.05,51.0,,57.44,6.13,26.926666666666666,11.29,7.75
2018-06-22,24.159999999999997,10.715,45.05,51.0,,57.44,5.88875,26.357499999999998,11.29,7.75
2018-06-23,24.159999999999997,10.68,45.05,51.0,,57.44,5.549999999999999,26.052857142857142,11.29,7.75
2018-06-24,24.159999999999997,11.31,45.05,51.0,,49.99,5.3020000000000005,26.052857142857142,11.29,7.75
2018-06-25,24.159999999999997,11.31,45.05,51.0,,49.99,5.005,26.052857142857142,11.29,7.75
2018-06-26,24.159999999999997,11.31,45.05,51.0,,49.99,5.178750000000001,26.04000000000001,11.29,7.75
2018-06-27,24.159999999999997,11.405,45.05,51.0,,49.99,5.83,26.04000000000001,11.29,7.75
2018-06-28,24.159999999999997,10.72,45.05,51.0,,49.99,5.9433333333333325,26.54555555555556,11.29,7.75
2018-06-29,24.159999999999997,11.15,45.05,51.0,,49.99,5.77875,26.54555555555556,11.29,7.75
2018-06-30,24.159999999999997,11.19,45.05,51.0,,49.99,5.6450000000000005,26.54555555555556,11.75,7.75
2018-07-01,24.159999999999997,11.1,45.05,51.0,,49.99,5.36,26.54555555555556,11.75,7.75
2018-07-02,24.159999999999997,11.53,45.05,51.0,,49.99,5.1066666666666665,26.54555555555556,11.75,7.75
2018-07-03,24.159999999999997,11.56,45.05,51.0,,49.99,4.88909090909091,26.54555555555556,11.75,7.75
2018-07-04,24.159999999999997,11.3,45.05,51.0,,49.99,4.633333333333333,26.805,11.75,7.75
2018-07-05,24.159999999999997,11.44,45.05,51.0,,49.99,4.542,26.6575,11.75,7.75
2018-07-06,24.159999999999997,11.44,45.05,51.0,,49.99,5.04,26.6575,11.75,7.99
2018-07-07,24.159999999999997,11.61,45.05,51.0,,49.99,6.44,25.64,11.75,7.75
2018-07-08,24.159999999999997,11.61,45.05,51.0,,49.99,6.7,25.64,11.75,7.75
2018-07-09,24.159999999999997,11.61,45.05,51.0,,49.99,6.64,25.64,11.75,7.99
2018-07-10,24.159999999999997,11.62,45.05,51.0,,49.99,6.33,25.64,11.75,7.99
2018-07-11,24.159999999999997,11.62,45.05,51.0,,49.99,6.0289473684210515,25.64,11.75,7.99
2018-07-12,24.159999999999997,10.96,45.05,51.0,,49.99,5.812666666666668,25.64,11.75,7.75
2018-07-13,24.159999999999997,10.96,45.05,51.0,,49.99,5.792727272727273,25.64,11.75,7.75
2018-07-14,24.159999999999997,10.72,41.839999999999996,51.0,,49.99,5.679,25.64,11.75,7.75
2018-07-15,24.159999999999997,10.72,41.839999999999996,51.0,,49.99,5.5371428571428565,25.64,11.75,7.75
2018-07-16,24.159999999999997,11.90333333333333,39.855000000000004,51.0,,49.99,5.43,25.64,11.75,7.75
2018-07-17,24.159999999999997,11.958,39.855000000000004,51.0,,49.99,5.34,25.64,11.75,7.99
2018-07-18,24.159999999999997,11.958,39.82,51.0,,49.99,5.28,25.64,11.75,7.99
2018-07-19,24.159999999999997,11.958,39.82,51.0,,49.99,5.22,25.64,11.75,7.99
2018-07-20,24.159999999999997,11.958,39.82,51.0,,49.99,5.13,25.64,11.75,7.75
2018-07-21,24.159999999999997,12.08,39.82,51.0,,49.99,5.07,25.64,11.75,7.75
2018-07-22,24.159999999999997,12.08,39.82,51.0,,49.99,5.04,25.64,11.75,7.75
2018-07-23,24.159999999999997,12.08,39.82,51.0,,49.99,5.01,25.64,11.75,7.75
2018-07-24,24.159999999999997,12.025,39.82,51.0,,49.99,5.0,25.64,11.75,7.75
2018-07-25,24.159999999999997,12.025,39.82,51.0,,49.99,4.97,25.64,11.75,7.75
2018-07-26,24.159999999999997,12.025,39.82,51.0,,49.99,4.97,25.64,11.75,7.75
2018-07-27,24.159999999999997,12.025,39.82,51.0,,49.99,4.97,25.64,11.75,7.75
2018-07-28,24.159999999999997,12.025,39.82,51.0,,49.99,4.97,25.64,11.75,7.75
2018-07-29,24.159999999999997,12.025,39.82,51.0,,49.99,5.79,25.64,11.75,7.75
2018-07-30,24.159999999999997,12.025,39.82,51.0,,49.99,5.79,25.64,11.75,7.75
2018-07-31,24.159999999999997,12.025,39.82,51.0,,49.99,5.79,25.64,11.75,7.75
2018-08-01,24.159999999999997,12.025,39.82,51.0,,49.99,5.79,25.64,11.75,7.75
2018-08-02,24.159999999999997,12.025,39.82,51.0,,49.99,5.79,25.64,11.75,7.75
2018-08-03,24.159999999999997,12.025,39.82,51.0,,49.99,5.79,25.64,11.75,5.2
2018-08-04,24.159999999999997,12.025,39.82,51.0,,49.99,7.99,25.325,11.75,5.2
2018-08-05,24.159999999999997,12.025,39.82,51.0,,49.99,7.06,26.252307692307696,11.75,5.2
2018-08-06,24.159999999999997,12.025,39.82,51.0,,49.99,7.525,26.252307692307696,11.75,5.32
2018-08-07,24.159999999999997,12.025,39.82,51.0,,49.99,7.99,26.252307692307696,11.75,5.32
2018-08-08,24.159999999999997,12.29,39.82,51.0,,49.99,7.06,26.252307692307696,11.75,5.32
2018-08-09,24.159999999999997,12.29,39.82,51.0,,49.99,7.06,26.252307692307696,11.75,5.32
2018-08-10,24.159999999999997,12.29,39.82,51.0,,49.99,7.99,26.252307692307696,11.75,5.32
2018-08-11,24.159999999999997,12.08,39.82,51.0,,49.99,7.06,26.252307692307696,11.75,5.32
2018-08-12,24.159999999999997,12.08,39.82,41.32,,49.99,7.06,26.252307692307696,11.75,5.32
2018-08-13,24.159999999999997,12.29,39.82,41.32,,49.99,7.06,26.252307692307696,11.75,5.32
2018-08-14,24.159999999999997,12.29,39.82,41.32,,49.99,7.06,26.252307692307696,11.75,5.32
2018-08-15,24.159999999999997,12.29,39.82,39.82,,49.99,7.06,26.252307692307696,11.75,5.32
2018-08-16,24.159999999999997,12.29,39.82,39.82,,49.99,7.06,26.252307692307696,11.75,7.99
2018-08-17,24.159999999999997,12.29,39.82,39.82,,49.99,7.0,26.252307692307696,11.75,7.99
2018-08-18,24.159999999999997,10.41,39.82,39.82,,49.99,7.0,26.252307692307696,11.75,7.99
2018-08-19,24.159999999999997,10.41,39.82,39.82,,49.99,7.0,26.252307692307696,11.75,5.32
2018-08-20,24.159999999999997,10.41,39.82,39.82,,49.99,7.99,26.252307692307696,11.75,5.32
2018-08-21,24.159999999999997,10.41,39.82,39.82,,49.99,7.495,26.252307692307696,11.75,5.32
2018-08-22,24.159999999999997,10.61,39.86,39.82,,49.99,7.495,26.252307692307696,11.75,5.32
2018-08-23,24.159999999999997,10.61,39.86,39.86,,49.99,7.0,26.252307692307696,11.75,5.32
2018-08-24,24.159999999999997,10.61,39.86,39.86,,49.99,7.99,26.252307692307696,11.75,5.32
2018-08-25,24.159999999999997,10.61,39.86,39.86,,49.99,7.99,26.252307692307696,11.75,5.32
2018-08-26,24.159999999999997,10.61,39.86,39.86,,49.99,7.99,26.252307692307696,11.75,5.32
2018-08-27,24.159999999999997,10.61,39.82,41.32,,49.99,7.99,26.252307692307696,11.75,5.32
2018-08-28,24.159999999999997,11.46,39.82,39.82,,49.99,7.975,26.252307692307696,11.75,5.32
2018-08-29,24.159999999999997,11.736666666666666,39.82,39.82,,49.99,7.99,26.252307692307696,11.75,5.2
2018-08-30,24.159999999999997,11.736666666666666,39.82,39.82,,49.99,7.99,26.252307692307696,11.75,5.2
2018-08-31,24.159999999999997,11.736666666666666,39.82,39.82,,49.99,7.99,26.252307692307696,11.75,5.2
2018-09-01,24.159999999999997,11.29,39.82,39.82,,49.99,7.99,26.252307692307696,11.75,5.2
2018-09-02,24.159999999999997,11.29,39.82,39.82,,49.99,7.99,26.252307692307696,11.75,5.2
2018-09-03,24.159999999999997,11.29,39.82,39.82,,49.99,7.99,26.252307692307696,11.75,5.2
2018-09-04,24.159999999999997,11.915,39.82,39.82,,49.99,7.99,25.005000000000003,11.75,5.2
2018-09-05,24.159999999999997,11.915,39.82,39.82,,49.99,7.99,25.005000000000003,11.75,5.2
2018-09-06,24.159999999999997,11.683333333333332,39.82,39.82,,49.99,7.99,25.005000000000003,11.75,5.2
2018-09-07,24.159999999999997,11.683333333333332,39.82,39.82,,49.99,7.99,25.005000000000003,11.75,5.2
2018-09-08,24.159999999999997,11.683333333333332,39.82,39.82,,49.99,7.99,25.005000000000003,11.75,5.2
2018-09-09,24.159999999999997,11.46,39.82,39.82,,49.99,7.99,25.005000000000003,11.75,5.2
2018-09-10,24.159999999999997,11.46,39.82,39.82,,49.99,7.99,25.005000000000003,11.75,5.2
2018-09-11,24.159999999999997,11.46,39.82,39.82,,49.99,7.99,25.005000000000003,11.75,5.2
2018-09-12,24.159999999999997,11.46,39.82,39.82,,44.99,7.99,25.005000000000003,11.75,5.2
2018-09-13,24.159999999999997,11.46,39.82,39.82,,44.99,7.99,25.005000000000003,11.75,5.2
2018-09-14,24.159999999999997,11.46,39.82,39.82,,44.99,7.99,25.005000000000003,11.75,5.2
2018-09-15,24.159999999999997,11.46,39.82,39.82,,44.99,7.99,25.005000000000003,11.75,5.2
2018-09-16,24.159999999999997,11.46,39.82,39.82,,44.99,7.99,25.005000000000003,11.75,5.2
2018-09-17,24.159999999999997,11.46,39.82,51.0,,44.99,7.99,25.005000000000003,11.75,5.2
2018-09-18,24.159999999999997,11.46,39.82,51.0,,44.99,7.99,25.005000000000003,11.75,5.2
2018-09-19,24.159999999999997,11.46,39.82,51.0,,44.99,7.99,25.005000000000003,11.75,5.2
2018-09-20,21.99,11.46,39.86,51.0,,44.99,7.99,25.005000000000003,11.75,5.2
2018-09-21,21.99,11.46,39.86,51.0,,44.99,7.99,25.005000000000003,11.75,5.2
2018-09-22,28.3,11.46,35.83,45.9,,44.99,7.99,25.005000000000003,11.75,5.2
2018-09-23,28.3,11.46,35.83,45.9,,44.99,7.99,25.01,11.75,5.2
2018-09-24,28.3,11.46,35.83,45.9,,44.99,7.99,25.01,11.75,5.2
2018-09-25,28.3,11.41,35.83,45.9,,44.99,7.99,25.01,11.75,5.2
2018-09-26,17.09,12.29,35.83,45.9,,49.99,7.99,25.0,11.75,5.2
2018-09-27,17.09,12.25,35.83,45.9,,49.99,7.99,25.0,11.75,5.2
2018-09-28,17.09,12.25,35.83,45.9,,49.99,7.99,25.0,11.75,5.2
2018-09-29,17.09,12.202,35.83,45.9,,49.99,7.99,25.0,11.75,5.2
2018-09-30,17.09,12.202,35.83,45.9,,49.99,7.99,25.0,11.75,5.2
2018-10-01,17.09,12.202,35.83,45.9,,49.99,7.99,25.0,11.75,5.2
2018-10-02,17.09,12.202,35.83,45.9,,49.99,7.99,25.0,11.75,5.2
2018-10-03,17.09,12.63875,35.83,45.9,,49.99,7.99,25.0,11.75,5.2
2018-10-04,17.09,12.628947368421054,35.83,45.9,,49.99,7.99,25.0,11.75,5.2
2018-10-05,17.09,12.628947368421054,35.83,45.9,,49.99,7.99,24.739285714285717,11.75,5.2
2018-10-06,17.09,12.628947368421054,39.82,51.0,,49.99,7.99,24.195555555555554,11.75,5.2
2018-10-07,17.09,12.628947368421054,39.82,51.0,,49.99,7.99,24.195555555555554,11.75,5.2
2018-10-08,17.09,12.628947368421054,39.82,51.0,,49.99,7.99,24.195555555555554,11.75,5.2
2018-10-09,20.35,12.628947368421054,39.82,51.0,,49.99,7.99,24.195555555555554,11.75,5.2
2018-10-10,20.35,12.628947368421054,39.82,51.0,,49.99,7.99,24.195555555555554,11.75,5.2
2018-10-11,20.35,12.628947368421054,39.82,51.0,,49.99,7.99,23.99,11.75,5.2
2018-10-12,20.35,12.628947368421054,39.82,51.0,,49.99,7.99,23.99,11.75,5.2
2018-10-13,20.35,12.628947368421054,39.82,51.0,,49.99,7.99,24.95,11.75,5.2
2018-10-14,20.35,12.628947368421054,39.82,51.0,,49.99,7.99,24.983333333333334,11.75,5.2
2018-10-15,20.35,12.504545454545456,39.82,51.0,,49.99,7.99,25.173333333333332,11.75,5.2
2018-10-16,20.35,12.413999999999998,39.86,51.0,,49.99,7.99,24.89636363636364,11.75,5.2
2018-10-17,20.35,12.398571428571428,39.86,51.0,,49.99,7.99,24.89636363636364,11.75,5.2
2018-10-18,20.35,11.736666666666666,39.86,51.0,,49.99,7.99,25.025,11.75,5.2
2018-10-19,20.35,12.225714285714286,42.455,51.0,,49.99,7.99,24.83923076923077,11.75,5.2
2018-10-20,20.35,11.728571428571428,39.864999999999995,51.0,,49.99,7.99,24.83923076923077,11.75,5.2
