date,B000CDHZEY,B002TACI6I,B005HG9ERW,B005HG9ESG,B00COR1HHW,B00LLKWVL4,B01BR0AW2W,B01JTXE17Q,B01JTXE1AI,B01LYLM8JJ
2015-05-07,,,31.0,25.99,,,,,,
2015-05-08,,,31.0,25.99,,,,,,
2015-05-09,,,31.0,25.99,,,,,,
2015-05-10,,,31.0,25.99,,,,,,
2015-05-11,,,31.0,25.99,,,,,,
2015-05-12,,,31.0,25.99,,,,,,
2015-05-13,,,31.0,25.99,,,,,,
2015-05-14,,,31.0,25.99,,,,,,
2015-05-15,,,31.0,25.99,,,,,,
2015-05-16,,,31.0,25.99,,,,,,
2015-05-17,,,31.0,25.99,,,,,,
2015-05-18,,,31.0,25.99,,,,,,
2015-05-19,,,31.0,25.99,,,,,,
2015-05-20,,,31.0,25.99,,,,,,
2015-05-21,,,31.0,22.68,,,,,,
2015-05-22,,,31.0,22.68,,,,,,
2015-05-23,,,31.0,22.68,,,,,,
2015-05-24,,,31.0,22.68,,,,,,
2015-05-25,,,31.0,22.68,,,,,,
2015-05-26,,,31.0,22.68,,,,,,
2015-05-27,,,31.0,22.68,,,,,,
2015-05-28,,,31.0,22.68,,,,,,
2015-05-29,,,31.0,22.68,,,,,,
2015-05-30,,,31.0,22.68,,,,,,
2015-05-31,,,31.0,22.68,,,,,,
2015-06-01,,,31.0,22.68,,,,,,
2015-06-02,,,31.0,22.68,,,,,,
2015-06-03,,,31.0,22.68,,,,,,
2015-06-04,,,31.0,22.68,,,,,,
2015-06-05,,,31.0,22.68,,,,,,
2015-06-06,,,31.0,22.68,,,,,,
2015-06-07,,,31.0,22.68,,,,,,
2015-06-08,,,31.0,22.68,,,,,,
2015-06-09,,,31.0,22.68,,,,,,
2015-06-10,,,31.0,22.68,,,,,,
2015-06-11,,,31.0,22.68,,,,,,
2015-06-12,,,31.0,22.68,,,,,,
2015-06-13,,,31.0,22.68,,,,,,
2015-06-14,,,31.0,22.68,,,,,,
2015-06-15,,,31.0,22.68,,,,,,
2015-06-16,,,31.0,22.68,,,,,,
2015-06-17,,,31.0,22.68,,,,,,
2015-06-18,,,31.0,22.68,,,,,,
2015-06-19,,,31.0,22.68,,,,,,
2015-06-20,,,31.0,22.68,,,,,,
2015-06-21,,,31.0,22.68,,,,,,
2015-06-22,,,31.0,22.68,,,,,,
2015-06-23,,,31.0,22.68,,,,,,
2015-06-24,,,31.0,22.68,,,,,,
2015-06-25,,,31.0,22.68,,,,,,
2015-06-26,,,31.0,22.68,,,,,,
2015-06-27,,,31.0,25.99,,,,,,
2015-06-28,,,31.0,25.99,,,,,,
2015-06-29,,,31.0,25.99,,,,,,
2015-06-30,,,31.0,25.99,,,,,,
2015-07-01,,,31.0,25.99,,,,,,
2015-07-02,,,31.0,25.99,,,,,,
2015-07-03,,,31.0,25.99,,,,,,
2015-07-04,,,31.0,25.99,,,,,,
2015-07-05,,,31.0,25.99,,,,,,
2015-07-06,,,31.0,25.99,,,,,,
2015-07-07,,,31.0,25.99,,,,,,
2015-07-08,,,31.0,25.99,,,,,,
2015-07-09,,,31.0,25.99,,,,,,
2015-07-10,,,31.0,25.99,,,,,,
2015-07-11,,,31.0,25.99,,,,,,
2015-07-12,,,31.0,25.99,,,,,,
2015-07-13,,,26.16,25.99,,,,,,
2015-07-14,,,26.16,25.99,,,,,,
2015-07-15,,,26.16,25.99,,,,,,
2015-07-16,,,26.16,25.99,,,,,,
2015-07-17,,,26.16,25.99,,,,,,
2015-07-18,,,26.16,25.99,,,,,,
2015-07-19,,,26.16,25.99,,,,,,
2015-07-20,,,26.16,25.99,,,,,,
2015-07-21,,,26.16,25.99,,,,,,
2015-07-22,,,26.16,19.68,,,,,,
2015-07-23,,,26.16,25.99,,,,,,
2015-07-24,,,26.16,25.99,,,,,,
2015-07-25,,,26.16,25.99,,,,,,
2015-07-26,,,26.16,25.99,,,,,,
2015-07-27,,,26.16,25.99,,,,,,
2015-07-28,,,26.16,25.99,,,,,,
2015-07-29,,,26.16,25.99,,,,,,
2015-07-30,,,26.16,25.99,,,,,,
2015-07-31,,,26.16,25.99,,,,,,
2015-08-01,,,26.16,25.99,,,,,,
2015-08-02,,,26.16,25.99,,,,,,
2015-08-03,,,26.16,25.99,,,,,,
2015-08-04,,,26.16,25.99,,,,,,
2015-08-05,,,26.16,22.68,,,,,,
2015-08-06,,,26.16,22.68,,,,,,
2015-08-07,,,26.16,22.68,,,,,,
2015-08-08,,,26.16,22.68,,,,,,
2015-08-09,,,26.16,22.68,,,,,,
2015-08-10,,,26.16,22.68,,,,,,
2015-08-11,,,26.16,19.73,,,,,,
2015-08-12,,,26.16,22.68,,,,,,
2015-08-13,,,26.16,22.68,,,,,,
2015-08-14,,,26.16,22.68,,,,,,
2015-08-15,,,26.16,22.68,,,,,,
2015-08-16,,,26.16,22.68,,,,,,
2015-08-17,,,26.16,22.68,,,,,,
2015-08-18,,,26.16,22.68,,,,,,
2015-08-19,,,26.16,22.68,,,,,,
2015-08-20,,,31.0,22.68,,,,,,
2015-08-21,,,31.0,22.68,,,,,,
2015-08-22,,,26.16,22.68,,,,,,
2015-08-23,,,26.16,22.68,,,,,,
2015-08-24,,,26.16,22.68,,,,,,
2015-08-25,,,26.16,22.68,,,,,,
2015-08-26,,,26.16,22.68,,,,,,
2015-08-27,,,26.16,22.68,,,,,,
2015-08-28,,,26.16,22.68,,,,,,
2015-08-29,,,26.16,24.335,,,,,,
2015-08-30,,,26.16,24.335,,,,,,
2015-08-31,,,26.16,24.335,,,,,,
2015-09-01,,,26.16,24.335,,,,,,
2015-09-02,,,26.16,24.335,,,,,,
2015-09-03,,,26.16,24.335,,,,,,
2015-09-04,,,26.16,24.335,,,,,,
2015-09-05,,,26.16,24.335,,,,,,
2015-09-06,,,26.16,24.335,,,,,,
2015-09-07,,,26.16,24.335,,,,,,
2015-09-08,,,26.16,24.335,,,,,,
2015-09-09,,,26.16,24.335,,,,,,
2015-09-10,,,26.16,24.335,,,,,,
2015-09-11,,,26.16,24.335,,,,,,
2015-09-12,,,26.16,24.335,,,,,,
2015-09-13,,,26.16,24.335,,,,,,
2015-09-14,,,26.16,24.335,,,,,,
2015-09-15,,,26.16,24.335,,,,,,
2015-09-16,,,26.16,24.335,,,,,,
2015-09-17,,,31.0,25.99,,,,,,
2015-09-18,,,31.0,25.99,,,,,,
2015-09-19,,,31.0,25.99,,,,,,
2015-09-20,,,31.0,25.99,,,,,,
2015-09-21,,,31.0,25.99,,,,,,
2015-09-22,,,31.0,25.99,,,,,,
2015-09-23,,,31.0,25.99,,,,,,
2015-09-24,,,31.0,25.99,,,,,,
2015-09-25,,,26.16,22.68,,,,,,
2015-09-26,,,31.0,22.68,,,,,,
2015-09-27,,,26.16,22.68,,,,,,
2015-09-28,,,26.16,22.68,,,,,,
2015-09-29,,,26.16,22.68,,,,,,
2015-09-30,,,31.0,24.335,,,,,,
2015-10-01,,,31.0,24.335,,,,,,
2015-10-02,,,31.0,24.335,,,,,,
2015-10-03,,,31.0,24.335,,,,,,
2015-10-04,,,31.0,24.42,,,,,,
2015-10-05,,,31.0,24.42,,,,,,
2015-10-06,,,31.0,24.42,,,,,,
2015-10-07,,,31.0,24.42,,,,,,
2015-10-08,,,31.0,24.42,,,,,,
2015-10-09,,,31.0,24.42,,,,,,
2015-10-10,,,31.0,25.99,,,,,,
2015-10-11,,,31.0,25.98,,,,,,
2015-10-12,,,31.0,25.98,,,,,,
2015-10-13,,,31.0,25.98,,,,,,
2015-10-14,,,31.0,25.97,,,,,,
2015-10-15,,,31.0,25.97,,,,,,
2015-10-16,,,31.0,25.97,,,,,,
2015-10-17,,,31.0,25.96,,,,,,
2015-10-18,,,31.0,25.99,,,,,,
2015-10-19,,,31.0,25.99,,,,,,
2015-10-20,,,31.0,25.99,,,,,,
2015-10-21,,,31.0,25.99,,,,,,
2015-10-22,,,31.0,25.965,,,,,,
2015-10-23,,,31.0,25.965,,,,,,
2015-10-24,,,31.0,25.965,,,,,,
2015-10-25,,,31.0,25.965,,,,,,
2015-10-26,,,31.0,25.965,,,,,,
2015-10-27,,,31.0,25.95,,,,,,
2015-10-28,,,31.0,25.94,,,,,,
2015-10-29,,,31.0,25.94,,,,,,
2015-10-30,,,31.0,25.93,,,,,,
2015-10-31,,,31.0,25.93,,,,,,
2015-11-01,,,31.0,25.915,,,,,,
2015-11-02,,,31.0,25.915,,,,,,
2015-11-03,,,31.0,25.915,,,,,,
2015-11-04,,,31.0,25.915,,,,,,
2015-11-05,,,31.0,25.89,,,,,,
2015-11-06,,,31.0,25.89,,,,,,
2015-11-07,,,31.0,25.89,,,,,,
2015-11-08,,,31.0,25.87,,,,,,
2015-11-09,,,31.0,25.87,,,,,,
2015-11-10,,,31.0,25.87,,,,,,
2015-11-11,,,31.0,25.86,,,,,,
2015-11-12,,,31.0,25.86,,,,,,
2015-11-13,,,31.0,25.86,,,,,,
2015-11-14,,,31.0,25.86,,,,,,
2015-11-15,,,31.0,25.86,,,,,,
2015-11-16,,,31.0,25.83,,,,,,
2015-11-17,,,31.0,25.82,,,,,,
2015-11-18,,,31.0,25.82,,,,,,
2015-11-19,,,31.0,25.81,,,,,,
2015-11-20,,,31.0,25.81,,,,,,
2015-11-21,,,31.0,25.81,,,,,,
2015-11-22,,,31.0,25.8,,,,,,
2015-11-23,,,31.0,25.8,,,,,,
2015-11-24,,,31.0,25.79,,,,,,
2015-11-25,,,31.0,25.79,,,,,,
2015-11-26,,,31.0,25.78,,,,,,
2015-11-27,,,31.0,25.78,,,,,,
2015-11-28,,,31.0,25.77,,,,,,
2015-11-29,,,31.0,25.77,,,,,,
2015-11-30,,,31.0,25.75,,,,,,
2015-12-01,,,31.0,25.75,,,,,,
2015-12-02,,,31.0,25.75,,,,,,
2015-12-03,,,31.0,25.75,,,,,,
2015-12-04,,,31.0,25.715,,,,,,
2015-12-05,,,31.0,25.715,,,,,,
2015-12-06,,,31.0,25.7,,,,,,
2015-12-07,,,31.0,25.7,,,,,,
2015-12-08,,,31.0,25.69,,,,,,
2015-12-09,,,31.0,25.67,,,,,,
2015-12-10,,,31.0,25.67,,,,,,
2015-12-11,,,31.0,25.67,,,,,,
2015-12-12,,,31.0,25.65,,,,,,
2015-12-13,,,31.0,25.65,,,,,,
2015-12-14,,,31.0,25.63,,,,,,
2015-12-15,,,31.0,25.62,,,,,,
2015-12-16,,,31.0,25.62,,,,,,
2015-12-17,,,31.0,25.62,,,,,,
2015-12-18,,,31.0,25.61,,,,,,
2015-12-19,,,31.0,25.61,,,,,,
2015-12-20,,,31.0,25.6,,,,,,
2015-12-21,,,31.0,25.58,,,,,,
2015-12-22,,,31.0,25.58,,,,,,
2015-12-23,,,31.0,25.57,,,,,,
2015-12-24,,,31.0,25.55,,,,,,
2015-12-25,,,31.0,25.55,,,,,,
2015-12-26,,,31.0,25.55,,,,,,
2015-12-27,,,31.0,25.53,,,,,,
2015-12-28,,,31.0,25.52,,,,,,
2015-12-29,,,31.0,25.52,,,,,,
2015-12-30,,,31.0,25.52,,,,,,
2015-12-31,,,31.0,25.51,,,,,,
2016-01-01,,,31.0,25.51,,,,,,
2016-01-02,,,31.0,25.51,,,,,,
2016-01-03,,,31.0,25.51,,,,,,
2016-01-04,,,31.0,25.49,,,,,,
2016-01-05,,,31.0,25.47,,,,,,
2016-01-06,,,31.0,25.47,,,,,,
2016-01-07,,,31.0,25.46,,,,,,
2016-01-08,,,31.0,25.45,,,,,,
2016-01-09,,,31.0,25.45,,,,,,
2016-01-10,,,31.0,25.43,,,,,,
2016-01-11,,,31.0,25.42,,,,,,
2016-01-12,,,31.0,25.42,,,,,,
2016-01-13,,,31.0,25.41,,,,,,
2016-01-14,,,31.0,25.41,,,,,,
2016-01-15,,,31.0,25.41,,,,,,
2016-01-16,,,31.0,25.38,,,,,,
2016-01-17,,,31.0,25.38,,,,,,
2016-01-18,,,31.0,25.36,,,,,,
2016-01-19,,,31.0,25.36,,,,,,
2016-01-20,,,31.0,25.36,,,,,,
2016-01-21,,,31.0,25.34,,,,,,
2016-01-22,,,31.0,25.34,,,,,,
2016-01-23,,,31.0,30.0,,,,,,
2016-01-24,,,31.0,30.0,,,,,,
2016-01-25,,,31.0,30.0,,,,,,
2016-01-26,,,31.0,30.0,,,,,,
2016-01-27,,,31.0,25.3,,,,,,
2016-01-28,,,31.0,25.3,,,,,,
2016-01-29,,,31.0,25.28,,,,,,
2016-01-30,,,31.0,25.28,,,,,,
2016-01-31,,,31.0,25.26,,,,,,
2016-02-01,,,31.0,25.26,,,,,,
2016-02-02,,,31.0,25.24,,,,,,
2016-02-03,,,31.0,25.24,,,,,,
2016-02-04,,,31.0,25.22,,,,,,
2016-02-05,,,31.0,25.22,,,,,,
2016-02-06,,,31.0,25.21,,,,,,
2016-02-07,,,31.0,25.21,,,,,,
2016-02-08,,,31.0,25.19,,,,,,
2016-02-09,,,31.0,25.18,,,,,,
2016-02-10,,,31.0,25.18,,,,,,
2016-02-11,,,31.0,25.17,,,,,,
2016-02-12,,,31.0,25.16,,,,,,
2016-02-13,,,31.0,25.16,,,,,,
2016-02-14,,,31.0,25.16,,,,,,
2016-02-15,,,31.0,25.13,,,,,,
2016-02-16,,,31.0,25.12,,,,,,
2016-02-17,,,31.0,25.11,,,,,,
2016-02-18,,,31.0,25.1,,,,,,
2016-02-19,,,31.0,25.09,,,,,,
2016-02-20,,,31.0,25.09,,,,,,
2016-02-21,,,31.0,25.07,,,,,,
2016-02-22,,,31.0,25.06,,,,,,
2016-02-23,,,31.0,25.06,,,,,,
2016-02-24,,,31.0,25.06,,,,,,
2016-02-25,,,31.0,25.045,,,,,,
2016-02-26,,,31.0,25.03,,,,,,
2016-02-27,,,31.0,25.03,,,,,,
2016-02-28,,,31.0,25.03,,,,,,
2016-02-29,,,31.0,25.01,,,,,,
2016-03-01,,,31.0,25.01,,,,,,
2016-03-02,,,31.0,25.01,,,,,,
2016-03-03,,,31.0,24.99,,,,,,
2016-03-04,,,31.0,24.97,,,,,,
2016-03-05,,,31.0,24.97,,,,,,
2016-03-06,,,31.0,24.96,,,,,,
2016-03-07,,,31.0,24.95,,,,,,
2016-03-08,,,31.0,24.94,,,,,,
2016-03-09,,,31.0,24.93,,,,,,
2016-03-10,,,31.0,24.93,,,,,,
2016-03-11,,,31.0,24.93,,,,,,
2016-03-12,,,31.0,24.91,,,,,,
2016-03-13,,,31.0,24.91,,,,,,
2016-03-14,,,31.0,24.91,,,,,,
2016-03-15,,,31.0,24.9,,,,,,
2016-03-16,,,31.0,24.9,,,,,,
2016-03-17,,,31.0,24.9,,,,,,
2016-03-18,,,31.0,24.9,,,,,,
2016-03-19,,,31.0,24.9,,,,,,
2016-03-20,,,31.0,24.9,,,,,,
2016-03-21,,,31.0,24.9,,,,,,
2016-03-22,,,31.0,24.9,,,,,,
2016-03-23,,,31.0,24.9,,,,,,
2016-03-24,,,31.0,24.85,,,,,,
2016-03-25,,,31.0,24.85,,,,,,
2016-03-26,,,31.0,24.85,,,,,,
2016-03-27,,,31.0,24.85,,,,,,
2016-03-28,,,31.0,24.85,,,,,,
2016-03-29,,,31.0,24.85,,,,,,
2016-03-30,,,31.0,24.85,,,,,,
2016-03-31,,,31.0,24.79,,,,,,
2016-04-01,,,31.0,24.79,,,,,,
2016-04-02,,,31.0,24.78,,,,,,
2016-04-03,,,31.0,24.78,,,,,,
2016-04-04,,,31.0,24.77,,,,,,
2016-04-05,,,31.0,24.75,,,,,,
2016-04-06,,,31.0,24.74,,,,,,
2016-04-07,,,31.0,24.74,,,,,,
2016-04-08,,,31.0,24.74,,,,,,
2016-04-09,,,31.0,24.72,,,,,,
2016-04-10,,,31.0,24.72,,,,,,
2016-04-11,,,31.0,24.705,,,,,,
2016-04-12,,,31.0,24.705,,,,,,
2016-04-13,,,31.0,24.700000000000003,,,,,,
2016-04-14,,,31.0,24.700000000000003,,,,,,
2016-04-15,,,31.0,24.700000000000003,,,,,,
2016-04-16,,,31.0,24.700000000000003,,,,,,
2016-04-17,,,31.0,24.700000000000003,,,,,,
2016-04-18,,,31.0,24.700000000000003,,,,,,
2016-04-19,,,31.0,24.700000000000003,,,,,,
2016-04-20,,,31.0,24.700000000000003,,,,,,
2016-04-21,,,31.0,24.700000000000003,,,,,,
2016-04-22,,,31.0,24.700000000000003,,,,,,
2016-04-23,,,31.0,24.700000000000003,,,,,,
2016-04-24,,,31.0,24.700000000000003,,,,,,
2016-04-25,,,31.0,24.700000000000003,,,,,,
2016-04-26,,,31.0,24.700000000000003,,,,,,
2016-04-27,,,31.0,24.700000000000003,,,,,,
2016-04-28,,,31.0,24.700000000000003,,,,,,
2016-04-29,,,31.0,24.61,,,,,,
2016-04-30,,,31.0,24.61,,,,,,
2016-05-01,,,31.0,24.51,,,,,,
2016-05-02,,,31.0,24.41,,,,,,
2016-05-03,,,31.0,24.259999999999998,,,,,,
2016-05-04,,,31.0,24.259999999999998,,,,,,
2016-05-05,,,31.0,22.67,,,,,,
2016-05-06,,,31.0,22.57,,,,,,
2016-05-07,,,31.0,22.57,,,,,,
2016-05-08,,,31.0,22.57,,,,,,
2016-05-09,,,31.0,22.27,,,,,,
2016-05-10,,,31.0,22.27,,,,,,
2016-05-11,,,31.0,22.17,,,,,,
2016-05-12,,,31.0,21.95,,,,,,
2016-05-13,,,31.0,21.95,,,,,,
2016-05-14,,,31.0,21.95,,,,,,
2016-05-15,,,31.0,21.0,,,,,,
2016-05-16,,,31.0,21.0,,,,,,
2016-05-17,,,31.0,21.0,,,,,,
2016-05-18,,,31.0,21.0,,,,,,
2016-05-19,,,31.0,21.0,,,,,,
2016-05-20,,,31.0,15.28,,,,,,
2016-05-21,,,31.0,15.28,,,,,,
2016-05-22,,,31.0,15.38,,,,,,
2016-05-23,,,31.0,15.08,,,,,,
2016-05-24,,,31.0,19.189999999999998,,,,,,
2016-05-25,,,31.0,14.68,,,,,,
2016-05-26,,,31.0,21.41,,,,,,
2016-05-27,,,31.0,21.41,,,,,,
2016-05-28,,,31.0,21.41,,,,,,
2016-05-29,,,31.0,15.38,,,,,,
2016-05-30,,,31.0,14.78,,,,,,
2016-05-31,,,31.0,14.78,,,,,,
2016-06-01,,,31.0,17.64,,,,,,
2016-06-02,,,31.0,14.28,,,,,,
2016-06-03,,,31.0,15.08,,,,,,
2016-06-04,,,31.0,14.48,,,,,,
2016-06-05,,,31.0,14.48,,,,,,
2016-06-06,,,31.0,19.9475,,,,,,
2016-06-07,,,31.0,22.22,,,,,,
2016-06-08,,,31.0,23.64,,,,,,
2016-06-09,,,31.0,23.3,,,,,,
2016-06-10,,,31.0,22.22,,,,,,
2016-06-11,,,31.0,21.93,,,,,,
2016-06-12,,,31.0,21.83,,,,,,
2016-06-13,,,31.0,21.73,,,,,,
2016-06-14,,,31.0,21.69,,,,,,
2016-06-15,,,31.0,21.69,,,,,,
2016-06-16,,,31.0,21.45,,,,,,
2016-06-17,,,31.0,21.17,,,,,,
2016-06-18,,,31.0,21.21,,,,,,
2016-06-19,,,31.0,21.07,,,,,,
2016-06-20,,,31.0,21.0,,,,,,
2016-06-21,,,31.0,21.04,,,,,,
2016-06-22,,,31.0,22.22,,,,,,
2016-06-23,,,31.0,22.22,,,,,,
2016-06-24,,,31.0,22.22,,,,,,
2016-06-25,,,31.0,23.88,,,,,,
2016-06-26,,,31.0,23.88,,,,,,
2016-06-27,,,31.0,23.88,,,,,,
2016-06-28,,,31.0,23.88,,,,,,
2016-06-29,,,31.0,23.88,,,,,,
2016-06-30,,,31.0,26.325,,,,,,
2016-07-01,,,31.0,26.325,,,,,,
2016-07-02,,,31.0,26.325,,,,,,
2016-07-03,,,31.0,26.325,,,,,,
2016-07-04,,,31.0,26.325,,,,,,
2016-07-05,,,31.0,26.325,,,,,,
2016-07-06,,,31.0,28.33,,,,,,
2016-07-07,,,31.0,22.215,,,,,,
2016-07-08,,,31.0,22.2,,,,,,
2016-07-09,,,31.0,22.2,,,,,,
2016-07-10,,,31.0,22.19,,,,,,
2016-07-11,,,31.0,22.18,,,,,,
2016-07-12,,,31.0,22.17,,,,,,
2016-07-13,,,31.0,22.17,,,,,,
2016-07-14,,,31.0,22.16,,,,,,
2016-07-15,,,31.0,22.16,,,,,,
2016-07-16,,,31.0,22.15,,,,,,
2016-07-17,,,31.0,22.15,,,,,,
2016-07-18,,,31.0,22.14,,,,,,
2016-07-19,,,31.0,22.14,,,,,,
2016-07-20,,,31.0,22.13,,,,,,
2016-07-21,,,31.0,21.995,,,,,,
2016-07-22,,,31.0,21.995,,,,,,
2016-07-23,,,31.0,21.995,,,,,,
2016-07-24,,,31.0,21.995,,,,,,
2016-07-25,,,31.0,22.11,,,,,,
2016-07-26,,,31.0,21.987500000000004,,,,,,
2016-07-27,,,31.0,22.02,,,,,,
2016-07-28,,,31.0,22.02,,,,,,
2016-07-29,,,31.0,21.86,,,,,,
2016-07-30,,,31.0,21.85,,,,,,
2016-07-31,,,31.0,21.835,,,,,,
2016-08-01,,,31.0,21.835,,,,,,
2016-08-02,,,31.0,21.82,,,,,,
2016-08-03,,,31.0,21.82,,,,,,
2016-08-04,,,31.0,21.825,,,,,,
2016-08-05,,,31.0,21.825,,,,,,
2016-08-06,,,31.0,21.825,,,,,,
2016-08-07,,,31.0,21.825,,,,,,
2016-08-08,,,31.0,21.825,,,,,,
2016-08-09,,,31.0,21.825,,,,,,
2016-08-10,,,31.0,21.825,,,,,,
2016-08-11,,,31.0,21.825,,,,,,
2016-08-12,,,31.0,21.825,,,,,,
2016-08-13,,,31.0,21.825,,,,,,
2016-08-14,,,31.0,21.825,,,,,,
2016-08-15,,,31.0,21.825,,,,,,
2016-08-16,,,31.0,21.825,,,,,,
2016-08-17,,,31.0,21.825,,,,,,
2016-08-18,,,31.0,21.825,,,,,,
2016-08-19,,,31.0,21.825,,,,,,
2016-08-20,,,31.0,21.825,,,,,,
2016-08-21,,,31.0,21.825,,,,,,
2016-08-22,,,31.0,21.825,,,,,,
2016-08-23,,,31.0,21.825,,,,,,
2016-08-24,,,31.0,21.825,,,,,,
2016-08-25,,,31.0,15.38,,,,,,
2016-08-26,,,31.0,21.94,,,,,,
2016-08-27,,,31.0,21.94,,,,,,
2016-08-28,,,31.0,21.94,,,,,,
2016-08-29,,,31.0,21.94,,,,,,
2016-08-30,,,31.0,21.94,,,,,,
2016-08-31,,,31.0,21.94,,,,,,
2016-09-01,,,31.0,21.94,,,,,,
2016-09-02,,,31.0,21.94,,,,,,
2016-09-03,,,31.0,21.94,,,,,,
2016-09-04,,,31.0,21.94,,,,,,
2016-09-05,,,31.0,21.94,,,,,,
2016-09-06,,,31.0,21.94,,,,,,
2016-09-07,,,31.0,21.94,,,,,,
2016-09-08,,,31.0,21.94,,,,,,
2016-09-09,,,31.0,21.94,,,,,,
2016-09-10,,,31.0,21.94,,,,,,
2016-09-11,,,31.0,21.94,,,,,,
2016-09-12,,,31.0,21.94,,,,,,
2016-09-13,,,31.0,21.93,,,,,,
2016-09-14,,,31.0,21.92,,,,,,
2016-09-15,,,31.0,21.91,,,,,,
2016-09-16,,,31.0,21.9,,,,,,
2016-09-17,,,31.0,21.89,,,,,,
2016-09-18,,,31.0,21.88,,,,,,
