date,B000084F1I,B0009YWKUA,B000XK8MCA,B000XZBXP8,B001QCKS4O,B003CL3PTM,B003O7ZON4,B00494JWY8,B00494LIYU,B004O83YVQ
2011-03-24,,,47.99,,,,30.99,,,
2011-03-25,,,47.99,,,,30.99,,,
2011-03-26,,,47.99,,,,30.99,,,
2011-03-27,,,47.99,,,,30.99,,,
2011-03-28,,,47.99,,,,30.99,,,
2011-03-29,,,47.99,,,,30.99,,,
2011-03-30,,,47.99,,,,30.99,,,
2011-03-31,,,47.99,,,,30.99,,,
2011-04-01,,,47.99,,,,30.99,,,
2011-04-02,,,47.99,,,,30.99,,,
2011-04-03,,,47.99,,,,30.99,,,
2011-04-04,,,47.99,,,,30.99,,,
2011-04-05,,,47.99,,,,30.99,,,
2011-04-06,,,47.99,,51.57,,30.99,,,
2011-04-07,,,47.99,,51.57,,30.99,,,
2011-04-08,,,47.99,,51.57,,30.99,,,
2011-04-09,,,47.99,,51.57,,30.99,,,
2011-04-10,,,47.99,,51.57,,30.99,,,
2011-04-11,,,47.99,,51.57,,30.99,,,
2011-04-12,,,47.99,,51.57,,30.99,,,
2011-04-13,,,47.99,,51.57,,30.99,,,
2011-04-14,,,47.99,,51.57,,30.99,,,
2011-04-15,,,47.99,,51.57,,30.99,,,
2011-04-16,,,47.99,,51.57,,30.99,,,
2011-04-17,,,47.99,,51.57,,30.99,,,
2011-04-18,,,47.99,,51.57,,30.99,,,
2011-04-19,,,47.99,,51.57,,30.99,,,
2011-04-20,,,47.99,,51.57,,30.99,,,
2011-04-21,,,47.99,,51.57,,30.99,,,
2011-04-22,,,47.99,,51.57,,30.99,,,
2011-04-23,,,47.99,,51.57,,30.99,,,
2011-04-24,,,47.99,,51.57,,30.99,,,
2011-04-25,,,47.99,,51.57,,30.99,,,
2011-04-26,,,47.99,,51.57,,30.99,,,
2011-04-27,,,47.99,,51.57,,30.99,,,
2011-04-28,,,47.99,,51.57,,30.99,,,
2011-04-29,,,47.99,,51.57,,30.99,,,
2011-04-30,,,47.99,,51.57,,30.99,,,
2011-05-01,,,47.99,,51.57,,30.99,,,
2011-05-02,,,47.99,,51.57,,30.99,,,
2011-05-03,,,47.99,,51.57,,30.99,,,
2011-05-04,,,47.99,,51.57,,30.99,,,
2011-05-05,,,47.99,,51.57,,30.99,,,
2011-05-06,,,47.99,,51.57,,30.99,,,
2011-05-07,,,47.99,,51.57,,30.99,,,
2011-05-08,,,47.99,,51.57,,30.99,,,
2011-05-09,,,47.99,,51.57,,30.99,,,
2011-05-10,,,47.99,,51.57,,30.99,,,
2011-05-11,,,47.99,,51.57,,30.99,,,
2011-05-12,,,47.99,,51.57,,30.99,,,
2011-05-13,,,47.99,,51.57,,30.99,,,
2011-05-14,,,47.99,,51.57,,30.99,,,
2011-05-15,,,47.99,,51.57,,30.99,,,
2011-05-16,,,47.99,,51.57,,30.99,,,
2011-05-17,,,47.99,,51.57,,30.99,,,
2011-05-18,,,47.99,,51.57,,30.99,,,
2011-05-19,,,47.99,,51.57,,30.99,,,
2011-05-20,,,47.99,,51.57,,30.99,,,
2011-05-21,,,47.99,,51.57,,30.99,,,
2011-05-22,,,47.99,,51.57,,30.99,,,
2011-05-23,,,47.99,,51.57,,30.99,,,
2011-05-24,,,47.99,,51.57,,30.99,,,
2011-05-25,,,47.99,,51.57,,30.99,,,
2011-05-26,,,47.99,,51.57,,30.99,,,
2011-05-27,,,47.99,,51.57,,30.99,,,
2011-05-28,,,47.99,,51.57,,30.99,,,
2011-05-29,,,47.99,,51.57,,30.99,,,
2011-05-30,,,47.99,,51.57,,30.99,,,
2011-05-31,,,47.99,,51.57,,30.99,,,
2011-06-01,,,47.99,,51.57,,30.99,,,
2011-06-02,,,47.99,,51.57,,30.99,,,
2011-06-03,,,47.99,,51.57,,30.99,,,
2011-06-04,,,47.99,,51.57,10.75,30.99,,,
2011-06-05,,,47.99,,51.57,10.75,30.99,,,
2011-06-06,,,47.99,,51.57,10.75,30.99,,,
2011-06-07,,,47.99,,51.57,10.75,30.99,,,
2011-06-08,,,47.99,,51.57,10.75,30.99,,,
2011-06-09,,,47.99,,51.57,10.75,30.99,,,
2011-06-10,,,47.99,,51.57,10.75,30.99,,,
2011-06-11,,,47.99,,51.57,10.75,30.99,,,
2011-06-12,,,47.99,,51.57,10.75,30.99,,,
2011-06-13,,,47.99,,51.57,10.75,30.99,,,
2011-06-14,,,47.99,,51.57,10.75,30.99,,,
2011-06-15,,,47.99,,51.57,10.75,30.99,,,
2011-06-16,,,47.99,,51.57,10.75,30.99,,,
2011-06-17,,,47.99,,51.57,10.75,30.99,,,
2011-06-18,,,47.99,,51.57,10.75,30.99,,,
2011-06-19,,,47.99,,51.57,10.75,30.99,,,
2011-06-20,,,47.99,,51.57,10.75,30.99,,,
2011-06-21,,,47.99,,51.57,10.75,30.99,,,
2011-06-22,,,47.99,,51.57,10.75,30.99,,,
2011-06-23,,,47.99,,51.57,10.75,30.99,,,
2011-06-24,,,47.99,,51.57,10.75,30.99,,,
2011-06-25,,,47.99,,51.57,10.75,30.99,,,
2011-06-26,,,47.99,,51.57,10.75,30.99,,,
2011-06-27,,,47.99,,51.57,10.75,30.99,,,
2011-06-28,,,47.99,,51.57,10.75,30.99,,,
2011-06-29,,,47.99,,51.57,10.75,30.99,,,
2011-06-30,,,47.99,,51.57,10.75,30.99,,,
2011-07-01,,,47.99,,51.57,10.75,30.99,,,
2011-07-02,,,47.99,,51.57,10.75,30.99,,,
2011-07-03,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-04,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-05,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-06,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-07,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-08,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-09,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-10,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-11,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-12,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-13,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-14,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-15,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-16,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-17,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-18,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-19,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-20,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-21,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-22,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-23,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-24,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-25,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-26,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-27,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-28,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-29,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-30,,,47.99,,51.57,10.75,30.99,,,16.99
2011-07-31,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-01,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-02,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-03,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-04,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-05,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-06,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-07,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-08,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-09,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-10,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-11,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-12,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-13,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-14,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-15,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-16,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-17,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-18,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-19,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-20,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-21,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-22,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-23,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-24,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-25,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-26,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-27,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-28,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-29,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-30,,,47.99,,51.57,10.75,30.99,,,16.99
2011-08-31,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-01,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-02,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-03,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-04,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-05,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-06,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-07,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-08,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-09,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-10,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-11,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-12,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-13,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-14,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-15,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-16,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-17,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-18,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-19,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-20,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-21,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-22,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-23,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-24,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-25,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-26,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-27,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-28,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-29,,,47.99,,51.57,10.75,30.99,,,16.99
2011-09-30,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-01,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-02,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-03,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-04,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-05,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-06,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-07,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-08,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-09,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-10,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-11,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-12,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-13,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-14,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-15,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-16,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-17,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-18,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-19,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-20,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-21,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-22,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-23,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-24,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-25,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-26,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-27,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-28,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-29,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-30,,,47.99,,51.57,10.75,30.99,,,16.99
2011-10-31,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-01,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-02,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-03,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-04,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-05,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-06,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-07,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-08,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-09,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-10,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-11,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-12,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-13,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-14,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-15,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-16,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-17,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-18,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-19,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-20,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-21,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-22,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-23,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-24,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-25,,,47.99,,51.57,10.75,30.99,,,16.99
2011-11-26,,,47.99,,51.57,16.18,30.99,,,16.99
2011-11-27,,,47.99,,51.57,16.18,30.99,,4.91,16.99
2011-11-28,,,47.99,,51.57,16.18,30.99,,4.91,16.99
2011-11-29,,,47.99,,51.57,16.18,30.99,,4.91,16.99
2011-11-30,,,47.99,,51.57,16.18,30.99,,4.91,16.99
2011-12-01,,,47.99,,51.57,16.18,30.99,,4.91,16.99
2011-12-02,,,47.99,,51.57,16.18,30.99,,4.91,16.99
2011-12-03,,,47.99,,51.57,16.18,30.99,,4.91,16.99
2011-12-04,,,47.99,,51.57,16.18,30.99,,4.91,16.99
2011-12-05,,,47.99,,51.57,16.18,30.99,,4.91,16.99
2011-12-06,,,47.99,,51.57,16.18,30.99,,4.91,16.99
2011-12-07,,,47.99,,51.57,16.18,30.99,,4.91,16.99
2011-12-08,,,47.99,,51.57,16.18,30.99,,4.91,16.99
2011-12-09,,,47.99,,51.57,16.18,30.99,,4.44,16.99
2011-12-10,,,47.99,,51.57,16.18,30.99,5.58,4.44,16.99
2011-12-11,,,47.99,,51.57,16.18,30.99,5.58,4.44,16.99
2011-12-12,,,47.99,,51.57,16.18,30.99,5.58,4.44,16.99
2011-12-13,,,47.99,,51.57,16.18,30.99,5.46,4.44,16.99
2011-12-14,,,47.99,,51.57,16.18,30.99,5.46,4.44,16.99
2011-12-15,,,47.99,,51.57,16.18,30.99,5.46,4.44,16.99
2011-12-16,,,47.99,,51.57,16.18,30.99,5.46,4.44,16.99
2011-12-17,,,47.99,,51.57,16.18,30.99,5.46,4.44,16.99
2011-12-18,,,47.99,,51.57,16.18,30.99,5.46,4.44,16.99
2011-12-19,,,47.99,,51.57,16.18,30.99,5.46,4.44,16.99
2011-12-20,,,47.99,,51.57,16.18,30.99,5.46,4.44,16.99
2011-12-21,,,47.99,,51.57,16.18,30.99,5.46,4.44,16.99
2011-12-22,,,47.99,,51.57,16.18,30.99,5.46,4.44,16.99
2011-12-23,,,47.99,,51.57,16.18,30.99,5.46,4.44,16.99
2011-12-24,,,47.99,,51.57,16.18,30.99,5.46,4.44,16.99
2011-12-25,,,47.99,,51.57,16.18,30.99,5.46,4.44,16.99
2011-12-26,,,47.99,,51.57,16.18,30.99,5.46,4.44,16.99
2011-12-27,,,47.99,,51.57,16.18,30.99,5.46,4.44,16.99
2011-12-28,,,47.99,,51.57,16.18,30.99,5.46,4.44,16.99
2011-12-29,,,47.99,,51.57,16.18,30.99,5.46,4.44,16.99
2011-12-30,,,47.99,,51.57,16.18,30.99,5.38,4.44,16.99
2011-12-31,,,47.99,,51.57,16.18,30.99,5.38,4.44,16.99
2012-01-01,,,47.99,,51.57,16.18,30.99,5.38,4.44,16.99
2012-01-02,,,47.99,,51.57,16.18,30.99,5.38,4.44,16.99
2012-01-03,,,47.99,,51.57,16.18,30.99,5.38,4.44,16.99
2012-01-04,,,47.99,,51.57,16.18,30.99,5.38,4.44,16.99
2012-01-05,,,47.99,,51.57,16.18,30.99,5.38,4.44,16.99
2012-01-06,,,47.99,,51.57,16.18,30.99,5.38,4.44,16.99
2012-01-07,,,47.99,,51.57,16.18,30.99,5.38,4.44,16.99
2012-01-08,,,47.99,,51.57,16.18,30.99,5.38,4.46,16.99
2012-01-09,,,47.99,,51.57,16.18,30.99,5.41,4.46,16.99
2012-01-10,,,47.99,,51.57,16.18,30.99,5.41,4.46,16.99
2012-01-11,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-12,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-13,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-14,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-15,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-16,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-17,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-18,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-19,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-20,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-21,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-22,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-23,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-24,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-25,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-26,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-27,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-28,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-29,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-30,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-01-31,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-02-01,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-02-02,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-02-03,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-02-04,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-02-05,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-02-06,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-02-07,,,47.99,,51.57,16.18,24.48,5.43,4.47,16.99
2012-02-08,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-02-09,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-02-10,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-02-11,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-02-12,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-02-13,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-02-14,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-02-15,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-02-16,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-02-17,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-02-18,,,47.99,,51.57,16.18,30.99,5.43,4.47,16.99
2012-02-19,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-02-20,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-02-21,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-02-22,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-02-23,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-02-24,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-02-25,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-02-26,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-02-27,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-02-28,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-02-29,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-01,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-02,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-03,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-04,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-05,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-06,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-07,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-08,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-09,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-10,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-11,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-12,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-13,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-14,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-15,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-16,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-17,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-18,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-19,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-20,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-21,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-22,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-23,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-24,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-25,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-26,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-27,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-28,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-29,,,47.99,,47.77,16.18,30.99,5.43,4.47,16.99
2012-03-30,,,47.99,,47.77,16.18,30.99,5.984999999999999,4.47,16.99
2012-03-31,,,47.99,,47.77,16.18,30.99,5.984999999999999,4.47,16.99
2012-04-01,,,47.99,,47.77,16.18,30.99,5.91,4.47,16.99
2012-04-02,,,47.99,,47.77,16.18,30.99,5.91,4.47,16.99
2012-04-03,,,47.99,,47.77,16.18,30.99,5.91,4.47,16.99
2012-04-04,,,47.99,,47.77,16.18,30.99,5.91,4.47,16.99
2012-04-05,,,47.99,,47.77,16.18,30.99,5.91,4.47,16.99
2012-04-06,,,47.99,,47.77,16.18,30.99,5.91,4.47,16.99
2012-04-07,,,47.99,,47.77,16.18,30.99,5.91,4.47,16.99
2012-04-08,,,47.99,,51.98,16.18,30.99,5.91,4.47,16.99
2012-04-09,,,47.99,,51.98,16.18,30.99,5.91,4.47,16.99
2012-04-10,,,47.99,,51.98,16.18,30.99,5.91,4.47,16.99
2012-04-11,,,47.99,,51.98,16.18,30.99,5.91,4.47,16.99
2012-04-12,,,47.99,,51.98,16.18,30.99,5.91,4.47,16.88
2012-04-13,,,47.99,,51.98,16.18,30.99,5.43,4.47,16.88
2012-04-14,,,47.99,,51.98,16.18,30.99,5.43,4.47,16.88
2012-04-15,,,47.99,,51.98,16.18,30.99,5.43,4.47,16.88
2012-04-16,,,47.99,,51.98,16.18,30.99,5.43,4.47,16.88
2012-04-17,,,47.99,,51.98,16.18,30.99,5.43,4.47,16.88
2012-04-18,,,47.99,,51.98,16.18,30.99,5.43,4.47,16.88
2012-04-19,,,47.99,,51.98,16.18,30.99,5.43,4.47,16.88
2012-04-20,,,47.99,,51.98,16.18,30.99,5.43,4.47,16.88
2012-04-21,,,47.99,,51.98,16.18,30.99,5.43,4.47,16.88
2012-04-22,,,47.99,,51.98,16.18,30.99,5.43,4.47,16.88
2012-04-23,,,47.99,,51.98,16.18,30.99,5.43,4.47,16.88
2012-04-24,,,47.99,,51.98,16.18,30.99,5.43,4.47,16.88
2012-04-25,,,47.99,,51.98,16.18,30.99,5.43,4.47,16.88
2012-04-26,,,47.99,,51.98,16.18,30.99,5.43,4.47,16.88
2012-04-27,,,47.99,,51.98,16.18,30.99,5.43,4.47,16.88
2012-04-28,,,47.99,,51.98,16.18,30.99,5.43,4.47,16.88
2012-04-29,,,47.99,,51.98,16.18,30.99,5.43,4.47,16.88
2012-04-30,,,47.99,,51.98,16.18,30.99,5.43,4.47,16.88
2012-05-01,,,47.99,,34.99,16.18,30.99,5.43,4.47,16.88
2012-05-02,,,47.99,,34.99,16.18,30.99,5.43,4.47,16.88
2012-05-03,,,47.99,,34.99,16.18,30.99,5.43,4.47,16.88
2012-05-04,,,47.99,,34.99,16.18,30.99,5.43,4.47,16.88
2012-05-05,,,47.99,,34.99,16.18,30.99,5.43,4.47,16.88
2012-05-06,,,47.99,,34.99,16.18,30.99,5.43,4.47,16.88
2012-05-07,,,47.99,,34.99,16.18,30.99,5.43,4.47,16.88
2012-05-08,,,47.99,,34.99,16.18,30.99,5.43,4.47,16.88
2012-05-09,,,47.99,,34.99,16.18,30.99,5.43,4.47,16.88
2012-05-10,,,47.99,,34.99,16.18,30.99,5.43,4.47,16.88
2012-05-11,,,47.99,,34.99,16.18,30.99,5.43,4.47,16.88
2012-05-12,,,47.99,,34.99,16.18,30.99,5.43,4.47,16.88
2012-05-13,,,47.99,,34.99,16.18,30.99,5.43,4.47,16.88
2012-05-14,,,47.99,,34.99,16.18,30.99,5.43,4.47,16.88
2012-05-15,,,47.99,,34.99,16.18,30.99,5.43,4.39,16.88
2012-05-16,,,47.99,,34.99,16.18,30.99,5.43,4.39,16.88
