date,B000084F1I,B0009YWKUA,B000XK8MCA,B000XZBXP8,B001QCKS4O,B003CL3PTM,B003O7ZON4,B00494JWY8,B00494LIYU,B004O83YVQ
2016-05-01,32.65,41.99,46.74,47.59,29.99,11.24,29.99,5.263333333333333,4.99,14.9
2016-05-02,32.65,41.99,46.74,47.59,29.99,11.24,29.99,5.279999999999999,4.99,14.9
2016-05-03,32.65,41.99,46.74,47.59,29.99,9.24,29.99,5.31,4.99,14.9
2016-05-04,32.65,41.99,46.74,47.59,29.99,9.24,29.99,5.31,4.99,14.9
2016-05-05,32.65,41.99,46.74,47.59,29.99,11.24,29.99,5.24,4.855,14.9
2016-05-06,32.65,41.99,46.74,47.59,29.99,11.24,29.99,5.24,4.855,14.9
2016-05-07,32.65,41.99,46.74,47.59,29.99,11.24,29.99,5.24,4.855,14.9
2016-05-08,32.65,41.99,46.74,47.59,29.99,11.24,29.99,5.24,4.855,14.9
2016-05-09,32.65,41.99,46.74,47.59,29.99,11.24,29.99,5.24,4.855,14.9
2016-05-10,32.65,41.99,46.74,47.59,29.99,11.24,29.99,5.24,4.855,14.9
2016-05-11,32.65,41.99,46.74,47.59,29.99,11.24,29.99,5.24,4.855,14.9
2016-05-12,40.49,41.99,46.74,47.59,29.99,11.24,29.99,5.24,4.855,14.9
2016-05-13,40.49,41.99,46.74,47.59,29.99,11.24,29.99,5.3100000000000005,4.89,14.9
2016-05-14,40.49,41.99,46.74,47.59,29.99,11.24,29.99,5.290000000000001,4.86,14.9
2016-05-15,40.49,41.99,46.74,47.59,29.99,11.24,29.99,5.37,4.895,14.9
2016-05-16,40.49,44.99,46.74,47.59,29.99,11.24,29.99,5.2925,4.855,14.9
2016-05-17,40.49,44.99,46.74,47.59,29.99,11.24,29.99,5.346,4.78,14.9
2016-05-18,40.49,44.99,46.74,47.59,29.99,11.24,29.99,5.2325,4.874,16.07
2016-05-19,32.65,44.99,46.74,47.59,29.99,11.24,29.99,5.2325,4.874,16.07
2016-05-20,32.65,44.99,46.74,47.59,29.99,11.24,29.69,5.193333333333333,4.874,14.9
2016-05-21,32.65,44.99,46.74,47.59,29.99,11.24,29.69,5.323333333333333,4.945,14.9
2016-05-22,32.65,44.99,46.74,47.59,29.99,11.24,28.99,5.3100000000000005,4.805,14.9
2016-05-23,32.65,44.99,47.69,47.59,29.99,11.24,26.09,5.425000000000001,4.97,16.66
2016-05-24,32.65,46.79,47.69,48.59,29.99,11.24,26.09,5.216666666666667,4.816666666666667,16.66
2016-05-25,32.65,46.79,47.69,48.59,29.99,11.24,26.09,5.236666666666666,4.84,16.66
2016-05-26,32.65,46.79,48.84,48.59,29.99,11.24,28.99,5.3133333333333335,4.855,16.66
2016-05-27,32.65,46.79,48.84,48.59,29.99,11.24,28.99,5.3133333333333335,4.855,16.66
2016-05-28,32.65,46.79,48.84,48.59,29.99,11.24,28.99,5.375,4.97,16.66
2016-05-29,32.65,46.79,48.84,48.59,29.99,11.24,28.99,5.375714285714286,4.97,16.66
2016-05-30,32.65,46.79,48.84,48.59,29.99,11.24,26.09,5.44,4.97,16.66
2016-05-31,32.65,46.79,48.84,48.59,31.54,11.24,26.09,5.326666666666667,4.74,16.66
2016-06-01,32.65,46.79,49.99,48.59,31.54,11.24,26.09,5.293333333333334,4.92,14.9
2016-06-02,32.65,46.79,45.04,48.59,31.54,11.24,26.09,5.338333333333334,4.858,16.39
2016-06-03,32.65,46.79,45.04,45.89,31.54,11.24,26.09,5.24,4.97,14.9
2016-06-04,32.65,46.79,45.04,45.89,33.99,11.24,28.04,5.3,4.74,14.9
2016-06-05,32.65,46.79,45.04,45.89,33.99,11.24,28.04,5.2733333333333325,4.86,14.9
2016-06-06,32.65,46.79,47.69,45.89,33.99,10.395,30.99,5.31,4.855,14.9
2016-06-07,32.65,46.79,47.69,45.89,39.98,10.395,30.99,5.17,4.855,14.9
2016-06-08,32.65,46.79,47.69,45.89,39.98,10.395,30.99,5.323333333333333,4.82,14.9
2016-06-09,32.65,46.79,47.69,45.89,39.98,10.395,30.99,5.24,4.816666666666667,14.9
2016-06-10,32.65,46.79,47.69,45.89,39.98,10.395,30.99,5.304,4.97,14.9
2016-06-11,32.65,46.79,47.69,47.24,39.98,10.395,30.99,5.306666666666667,4.816666666666667,14.9
2016-06-12,32.65,46.79,47.69,47.24,39.98,10.395,30.99,5.34,4.919999999999999,14.9
2016-06-13,32.65,46.79,47.69,47.24,39.98,10.395,30.99,5.44,4.919999999999999,14.9
2016-06-14,32.65,46.79,47.69,47.24,39.98,10.395,26.09,5.305,4.876666666666667,14.9
2016-06-15,32.65,46.79,47.69,47.24,39.98,10.395,26.09,5.32,4.875,14.9
2016-06-16,32.65,46.79,47.69,47.24,39.98,10.395,26.09,5.44,4.97,14.9
2016-06-17,32.65,46.79,47.69,47.24,39.98,10.395,26.09,5.305,4.816666666666667,19.445
2016-06-18,32.65,44.99,47.69,41.3,39.98,10.395,26.09,5.206666666666666,4.78,19.445
2016-06-19,32.65,40.49,47.69,41.3,39.98,10.395,26.09,5.44,4.97,19.445
2016-06-20,32.65,40.49,47.69,41.3,39.98,10.395,26.09,5.3475,4.8875,19.445
2016-06-21,32.65,40.49,47.69,41.3,39.98,10.395,26.09,5.260000000000001,4.817500000000001,19.445
2016-06-22,32.65,40.49,47.69,41.3,39.98,10.395,26.09,5.37,4.817500000000001,19.445
2016-06-23,32.65,40.49,47.69,41.3,39.98,10.395,26.09,5.26,4.855,19.445
2016-06-24,32.65,40.49,47.69,43.595,39.98,10.395,26.09,5.3100000000000005,4.855,14.9
2016-06-25,32.65,40.49,47.69,45.89,39.98,10.395,26.09,5.32,4.78,14.9
2016-06-26,32.65,44.99,47.69,45.89,39.98,10.395,26.09,5.44,4.97,20.814999999999998
2016-06-27,32.65,40.49,47.69,45.89,39.98,10.395,26.09,4.32,4.855,14.9
2016-06-28,32.65,40.49,47.69,41.3,39.98,10.395,26.09,4.32,4.855,14.9
2016-06-29,32.65,38.46,45.3,41.3,39.98,10.395,24.78,4.32,4.855,14.9
2016-06-30,32.65,38.46,45.3,41.3,39.98,10.395,24.78,4.32,4.74,14.9
2016-07-01,32.65,38.46,45.3,41.3,39.98,10.395,26.09,4.32,4.97,16.39
2016-07-02,32.65,38.46,45.3,41.3,39.98,10.395,26.09,3.7300000000000004,4.855,14.9
2016-07-03,32.65,38.46,45.3,41.3,39.98,10.395,26.09,2.49,4.74,14.9
2016-07-04,32.65,38.46,45.3,41.3,39.98,10.395,26.09,5.44,4.82,14.9
2016-07-05,32.65,38.46,45.3,41.3,39.98,10.395,26.09,5.44,4.92,14.9
2016-07-06,32.65,38.46,45.3,41.3,39.98,10.395,26.09,5.45,4.92,14.9
2016-07-07,32.65,38.46,45.3,41.3,39.98,10.395,26.09,5.45,4.74,14.9
2016-07-08,32.65,40.49,45.3,41.3,39.98,10.395,26.09,5.45,4.74,14.9
2016-07-09,32.65,40.49,45.99,41.3,39.98,10.395,26.09,5.45,4.873333333333334,14.9
2016-07-10,32.65,40.49,37.99,41.3,39.98,10.395,26.09,5.45,4.97,14.9
2016-07-11,32.65,38.47,37.99,41.3,39.98,10.395,26.09,5.45,3.37,14.9
2016-07-12,32.65,38.47,37.99,41.3,39.98,10.395,26.09,4.22,3.37,14.9
2016-07-13,32.65,38.47,37.99,41.3,39.98,10.395,26.09,4.22,3.37,15.813333333333333
2016-07-14,32.65,38.47,37.99,41.3,39.98,10.395,26.09,5.45,4.855,17.64
2016-07-15,32.65,38.47,37.99,41.3,39.98,10.395,26.09,5.45,4.855,17.64
2016-07-16,32.65,38.47,37.99,41.3,39.98,10.395,26.09,5.45,4.855,17.64
2016-07-17,32.65,38.47,37.99,41.3,39.98,10.395,26.09,5.45,4.74,17.64
2016-07-18,32.65,38.47,37.99,41.3,39.98,10.395,26.09,5.45,4.945,16.83
2016-07-19,31.99,38.47,37.99,41.3,39.98,10.395,26.09,5.45,4.855,16.83
2016-07-20,31.99,38.47,37.99,41.3,39.98,10.395,26.99,5.45,4.97,16.83
2016-07-21,31.99,38.47,37.99,41.3,39.98,10.395,26.99,5.45,4.72,16.83
2016-07-22,31.99,38.47,37.99,41.3,39.98,10.395,26.99,5.45,4.72,25.99
2016-07-23,31.99,38.47,37.99,41.3,39.98,10.395,26.99,5.45,4.843333333333333,25.68
2016-07-24,31.99,38.47,37.99,41.3,39.98,10.395,26.99,5.45,4.843333333333333,19.99
2016-07-25,31.99,38.47,41.99,41.3,39.98,10.395,26.99,5.45,4.55,19.99
2016-07-26,31.99,45.89,41.99,41.3,39.98,10.395,26.99,5.45,4.55,19.99
2016-07-27,31.99,45.89,41.99,45.99,39.98,10.395,26.99,5.45,4.55,24.16
2016-07-28,31.99,45.89,41.99,45.99,39.98,10.395,26.99,5.45,4.41,24.16
2016-07-29,31.99,45.89,41.99,45.99,39.98,10.395,26.99,5.45,4.41,24.16
2016-07-30,31.99,45.89,41.99,45.99,39.98,10.395,26.99,5.45,4.41,24.16
2016-07-31,31.99,45.89,41.99,45.99,39.98,10.395,26.99,5.44,4.41,19.99
2016-08-01,31.99,45.89,41.99,45.99,39.98,10.395,26.99,5.44,4.41,19.99
2016-08-02,31.99,45.89,41.99,45.99,39.98,10.395,26.99,5.44,4.41,19.99
2016-08-03,31.99,45.89,41.99,45.99,39.98,10.395,26.99,5.44,4.41,19.99
2016-08-04,31.99,45.89,41.99,45.99,39.98,10.395,26.99,5.44,4.41,19.99
2016-08-05,31.99,45.89,41.99,45.99,39.98,10.395,26.99,5.44,4.41,19.99
2016-08-06,31.99,45.89,41.99,45.99,39.98,10.395,26.99,5.44,4.42,19.99
2016-08-07,31.99,45.89,41.99,45.99,39.98,10.395,26.99,5.44,4.42,19.99
2016-08-08,31.99,45.89,41.99,45.99,39.98,10.395,26.99,5.44,4.41,19.99
2016-08-09,31.99,45.89,41.99,45.99,39.98,10.395,26.99,5.44,4.41,19.99
2016-08-10,31.99,45.89,41.99,45.99,39.98,10.395,26.99,5.44,4.41,19.99
2016-08-11,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.44,4.41,19.99
2016-08-12,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.44,4.97,19.99
2016-08-13,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.44,4.97,19.99
2016-08-14,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.44,4.41,19.99
2016-08-15,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.44,4.41,19.99
2016-08-16,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.44,4.41,19.99
2016-08-17,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.44,4.41,19.99
2016-08-18,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.44,4.97,19.99
2016-08-19,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.44,4.97,19.99
2016-08-20,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.44,4.97,19.99
2016-08-21,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.44,4.41,19.99
2016-08-22,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.44,4.41,19.99
2016-08-23,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.44,4.41,19.99
2016-08-24,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.44,4.41,19.99
2016-08-25,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.44,4.41,19.99
2016-08-26,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.44,4.97,19.99
2016-08-27,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.44,4.97,19.99
2016-08-28,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.44,4.97,19.99
2016-08-29,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.44,4.45,19.99
2016-08-30,31.99,45.99,41.99,45.99,38.99,10.395,26.99,5.44,4.45,19.99
2016-08-31,31.99,45.99,41.99,45.99,38.99,10.395,26.99,5.44,4.45,19.99
2016-09-01,31.99,45.99,41.99,45.99,38.99,10.395,26.99,5.44,4.45,19.99
2016-09-02,31.99,45.99,41.99,45.99,38.99,10.395,26.99,5.44,4.45,19.99
2016-09-03,31.99,45.99,41.99,45.99,38.99,10.395,26.99,5.44,4.45,19.99
2016-09-04,31.99,45.99,41.99,45.99,38.99,10.395,26.99,5.44,4.45,19.99
2016-09-05,31.99,45.99,41.99,45.99,38.99,10.395,26.99,5.44,4.45,19.99
2016-09-06,31.99,45.99,41.99,45.99,38.99,10.395,26.99,5.44,4.45,19.99
2016-09-07,31.99,45.99,41.99,45.99,38.99,10.395,26.99,5.44,4.45,19.99
2016-09-08,31.99,45.99,41.99,45.99,38.99,10.395,26.99,5.44,4.97,19.99
2016-09-09,31.99,45.99,41.99,45.99,38.99,10.395,26.99,5.44,4.97,19.99
2016-09-10,31.99,45.99,41.99,45.99,38.99,10.395,26.99,5.44,4.97,19.99
2016-09-11,31.99,45.99,41.99,45.99,38.99,10.395,26.99,5.44,4.97,19.99
2016-09-12,31.99,45.99,41.99,45.99,38.99,10.395,26.99,5.38,4.45,19.99
2016-09-13,31.99,45.99,41.99,45.99,38.99,10.395,26.99,5.38,4.45,19.99
2016-09-14,31.99,45.99,41.99,45.99,38.99,10.395,26.99,5.38,4.45,19.99
2016-09-15,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.45,19.99
2016-09-16,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.94,19.99
2016-09-17,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.94,19.99
2016-09-18,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.45,19.99
2016-09-19,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.45,19.99
2016-09-20,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.45,19.99
2016-09-21,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.45,19.99
2016-09-22,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.45,19.99
2016-09-23,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.45,19.99
2016-09-24,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.45,19.99
2016-09-25,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.385,19.99
2016-09-26,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.385,19.99
2016-09-27,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.385,19.99
2016-09-28,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.385,19.99
2016-09-29,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.385,19.99
2016-09-30,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.385,19.99
2016-10-01,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.385,19.99
2016-10-02,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.72,19.99
2016-10-03,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.72,19.99
2016-10-04,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.72,19.99
2016-10-05,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.62,19.99
2016-10-06,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.57,19.99
2016-10-07,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.94,19.99
2016-10-08,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.94,19.99
2016-10-09,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.94,19.99
2016-10-10,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.94,19.99
2016-10-11,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.94,19.99
2016-10-12,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.94,19.99
2016-10-13,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.94,19.99
2016-10-14,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.94,19.99
2016-10-15,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.94,19.99
2016-10-16,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.98,19.99
2016-10-17,31.99,45.99,41.99,45.99,39.98,10.395,26.99,5.38,4.98,19.99
2016-10-18,31.99,45.99,41.99,45.99,39.98,10.395,26.99,3.99,4.98,19.99
2016-10-19,31.99,45.99,41.99,45.99,39.98,10.395,26.99,3.99,2.99,19.99
2016-10-20,31.99,45.99,45.99,45.99,39.98,10.395,26.99,3.99,2.99,19.99
2016-10-21,31.99,45.99,45.99,45.99,39.98,10.395,26.99,3.99,2.99,19.99
2016-10-22,31.99,45.99,45.99,45.99,39.98,10.395,26.99,5.38,2.99,19.99
2016-10-23,31.99,45.99,45.99,45.99,39.98,10.395,26.99,5.38,2.99,19.99
2016-10-24,31.99,45.99,45.99,45.99,39.98,10.395,26.99,5.38,2.99,19.99
2016-10-25,31.99,45.99,45.99,45.99,39.98,10.395,26.99,5.38,2.99,19.99
2016-10-26,31.99,45.99,45.99,45.99,39.98,10.395,26.99,5.38,2.99,19.99
2016-10-27,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.99,2.99,19.99
2016-10-28,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.99,2.99,19.99
2016-10-29,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.99,2.99,19.99
2016-10-30,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.99,2.99,19.99
2016-10-31,31.99,45.99,45.99,45.99,37.98,10.395,26.99,2.99,2.99,19.99
2016-11-01,31.99,45.99,45.99,42.99,37.98,10.395,26.99,2.99,2.99,19.99
2016-11-02,31.99,45.99,45.99,45.99,37.98,10.395,26.99,2.99,2.99,19.99
2016-11-03,31.99,45.99,45.99,45.99,39.94,10.395,26.99,2.79,2.99,19.99
2016-11-04,31.99,45.99,45.99,45.99,39.94,10.395,26.99,2.79,2.99,19.99
2016-11-05,31.99,45.99,45.99,45.99,39.94,10.395,26.99,2.79,2.09,19.99
2016-11-06,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.79,2.09,19.99
2016-11-07,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.79,2.09,19.99
2016-11-08,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.79,2.09,19.99
2016-11-09,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.79,2.09,19.99
2016-11-10,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.79,2.09,19.99
2016-11-11,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.79,2.09,19.99
2016-11-12,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.79,2.09,19.99
2016-11-13,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.79,2.09,19.99
2016-11-14,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.79,2.09,19.99
2016-11-15,31.99,41.99,45.99,45.99,39.98,10.395,26.99,2.79,2.09,19.99
2016-11-16,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.79,2.09,19.99
2016-11-17,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.79,2.09,23.44
2016-11-18,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.79,2.09,23.195
2016-11-19,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.79,2.09,23.35
2016-11-20,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.79,2.09,23.25
2016-11-21,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.79,2.09,23.25
2016-11-22,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.79,2.09,23.03
2016-11-23,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.79,2.09,22.990000000000002
2016-11-24,31.99,39.99,45.99,45.99,29.99,10.395,26.99,2.79,2.09,22.44
2016-11-25,31.99,39.99,45.99,39.99,29.99,10.395,26.99,2.79,2.09,22.44
2016-11-26,31.99,39.99,39.99,39.99,29.99,10.395,26.99,2.79,2.09,16.9
2016-11-27,31.99,39.99,39.99,39.99,29.99,10.395,26.99,2.79,2.09,16.9
2016-11-28,31.99,36.79,36.79,37.644999999999996,29.99,10.395,26.99,2.79,2.09,18.74
2016-11-29,31.99,36.79,36.79,37.644999999999996,29.99,10.395,21.59,2.79,2.09,16.9
2016-11-30,31.99,36.79,36.79,37.644999999999996,29.99,10.395,21.59,2.79,2.09,16.9
2016-12-01,31.99,36.79,36.79,37.644999999999996,29.99,10.395,26.99,2.79,2.09,16.9
2016-12-02,31.99,45.99,45.99,45.99,39.98,10.395,26.99,2.79,2.09,16.9
2016-12-03,31.99,45.99,41.39,45.99,39.98,10.395,26.99,2.79,2.09,16.9
2016-12-04,31.99,45.99,41.39,45.99,39.98,10.395,26.99,2.79,2.09,16.9
2016-12-05,31.99,45.99,41.39,45.99,39.98,10.395,26.99,2.79,2.09,16.9
2016-12-06,32.65,45.99,41.39,45.99,39.98,10.395,26.99,2.79,2.09,16.9
2016-12-07,32.65,45.99,41.39,45.99,39.98,10.395,26.99,2.79,2.09,16.9
2016-12-08,32.65,45.99,41.39,45.99,39.98,10.395,26.99,2.79,2.09,16.9
2016-12-09,34.89,45.99,41.39,45.99,39.98,10.395,26.99,2.79,2.09,16.9
2016-12-10,32.65,45.99,41.39,45.99,39.98,10.395,26.99,2.79,2.09,16.9
2016-12-11,32.65,45.99,41.39,45.99,39.98,10.395,26.99,2.79,2.09,16.12
2016-12-12,32.65,45.99,41.39,45.99,39.98,10.395,26.99,2.79,2.09,16.12
2016-12-13,31.99,45.99,41.39,45.99,39.98,10.395,26.99,2.79,2.09,16.12
2016-12-14,31.99,45.99,41.39,45.99,39.98,10.395,26.99,2.79,2.09,16.12
2016-12-15,31.99,45.99,41.39,45.99,39.98,10.395,26.99,2.79,2.09,16.12
2016-12-16,31.99,45.99,41.39,45.99,39.98,10.395,26.99,2.79,2.09,16.12
2016-12-17,31.99,45.99,41.39,45.99,39.98,10.395,26.99,2.79,2.09,16.12
2016-12-18,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2016-12-19,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2016-12-20,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2016-12-21,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2016-12-22,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2016-12-23,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2016-12-24,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2016-12-25,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2016-12-26,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2016-12-27,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2016-12-28,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2016-12-29,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2016-12-30,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2016-12-31,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2017-01-01,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2017-01-02,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2017-01-03,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2017-01-04,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2017-01-05,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2017-01-06,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2017-01-07,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2017-01-08,31.99,45.99,45.99,45.99,39.98,11.24,26.99,2.79,2.09,19.99
2017-01-09,31.99,45.99,45.99,45.99,39.98,11.24,27.99,2.79,2.09,19.99
2017-01-10,31.99,45.99,45.99,47.99,39.98,11.24,27.99,2.79,2.09,19.99
2017-01-11,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.79,2.09,19.99
2017-01-12,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.79,2.09,19.99
2017-01-13,31.99,45.99,45.99,45.99,39.98,12.29,27.99,2.79,2.09,19.99
2017-01-14,31.99,45.99,45.99,45.99,39.98,12.29,27.99,2.79,2.09,19.99
2017-01-15,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.79,2.09,19.99
2017-01-16,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.79,2.09,19.99
2017-01-17,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.79,2.09,19.99
2017-01-18,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.79,2.09,19.99
2017-01-19,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.79,2.09,19.99
2017-01-20,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.79,2.09,19.99
2017-01-21,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.79,2.09,19.99
2017-01-22,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.79,2.09,19.99
2017-01-23,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.79,2.09,19.99
2017-01-24,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.79,2.09,19.99
2017-01-25,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.79,2.09,19.99
2017-01-26,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.79,2.09,19.99
2017-01-27,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.79,2.09,19.99
2017-01-28,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.79,2.09,19.99
2017-01-29,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.79,2.09,19.99
2017-01-30,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.78,2.09,19.99
2017-01-31,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.78,2.09,19.99
2017-02-01,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.78,2.09,19.99
2017-02-02,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.78,2.09,24.99
2017-02-03,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.78,2.09,24.99
2017-02-04,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.78,2.09,24.99
2017-02-05,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.78,2.09,24.99
2017-02-06,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.78,2.09,24.99
2017-02-07,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.78,2.09,24.99
2017-02-08,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.78,2.09,24.99
2017-02-09,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.78,2.09,24.99
2017-02-10,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.78,2.09,24.99
2017-02-11,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.78,2.09,24.99
2017-02-12,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.78,2.09,24.99
2017-02-13,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.78,2.09,24.455
2017-02-14,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.78,2.09,24.455
2017-02-15,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.78,2.09,24.455
2017-02-16,31.99,45.99,45.99,47.99,39.98,12.29,27.99,2.78,2.09,24.455
