date,B000MD65FO,B001UGL84U,B0037Z6VK8,B003OBY5MG,B003TPW5YM,B004H1R8TY,B005CUTW8O,B005CUTY4G,B005IHT8KI,B00AFBXQNC
2016-07-06,32.49,8.49,7.754999999999999,14.05,19.29,21.99,7.99,5.99,4.97,8.01
2016-07-07,32.49,8.49,7.754999999999999,14.05,19.29,21.99,7.99,5.99,4.97,8.01
2016-07-08,32.49,8.49,7.754999999999999,14.05,19.29,21.99,7.99,5.99,4.97,8.01
2016-07-09,32.49,8.49,7.754999999999999,14.2,20.75,21.99,6.99,5.99,4.97,8.06
2016-07-10,32.49,8.49,7.754999999999999,14.2,20.75,21.99,6.99,5.99,4.97,8.06
2016-07-11,32.49,8.49,7.325,14.2,19.92,21.99,6.99,5.99,4.97,8.06
2016-07-12,32.49,8.49,7.31,14.2,19.92,21.99,6.99,5.99,4.97,8.33
2016-07-13,32.49,8.49,7.31,14.2,19.6,20.99,6.99,5.99,4.97,8.33
2016-07-14,32.49,8.49,7.31,14.2,19.29,20.99,6.99,5.99,4.97,8.33
2016-07-15,32.49,8.49,7.31,14.05,19.29,19.99,6.99,5.99,4.97,8.9
2016-07-16,32.49,8.49,7.31,14.2,19.29,21.99,6.99,5.99,4.97,8.9
2016-07-17,32.49,8.49,7.31,14.05,19.29,21.99,6.99,5.99,4.97,8.9
2016-07-18,32.49,8.49,7.31,14.05,19.29,21.99,6.99,5.99,4.97,8.31
2016-07-19,32.49,8.49,11.99,14.05,19.42,21.99,6.99,5.99,4.97,9.99
2016-07-20,32.49,8.49,11.99,14.2,19.63,21.99,6.99,5.99,4.97,9.99
2016-07-21,32.49,8.49,11.99,14.2,19.63,21.99,6.99,5.99,4.97,8.67
2016-07-22,32.49,8.49,11.99,14.2,19.97,21.99,6.99,5.99,4.97,8.67
2016-07-23,32.49,8.49,11.99,14.71,19.97,21.99,6.99,5.99,4.97,7.95
2016-07-24,32.49,8.49,11.99,14.71,19.29,21.99,6.99,5.99,4.97,7.95
2016-07-25,32.49,8.49,11.99,14.71,19.29,21.99,6.99,5.99,4.97,7.95
2016-07-26,32.49,8.49,11.99,14.71,19.33,21.99,6.99,5.99,4.97,8.43
2016-07-27,32.49,8.49,11.99,15.62,19.33,21.99,6.99,5.99,4.97,8.43
2016-07-28,32.49,8.49,11.99,15.62,19.33,21.99,6.99,5.99,4.97,8.54
2016-07-29,32.49,8.49,11.99,15.62,19.29,21.99,6.99,5.99,4.97,8.56
2016-07-30,32.49,8.49,11.99,15.62,19.29,21.99,6.99,5.99,4.97,8.56
2016-07-31,32.49,6.98,11.99,15.62,19.29,21.99,6.99,5.99,4.97,8.64
2016-08-01,32.49,6.98,11.99,15.62,19.29,21.99,6.99,5.99,4.97,8.64
2016-08-02,32.49,6.98,11.99,15.62,19.29,21.99,6.99,5.99,4.97,8.26
2016-08-03,32.49,6.98,11.39,15.62,19.29,21.99,6.99,5.99,4.97,8.39
2016-08-04,32.49,6.98,11.39,15.62,19.99,21.99,6.99,5.99,4.97,8.39
2016-08-05,32.49,6.98,11.39,15.62,19.99,21.99,6.99,5.99,4.97,8.39
2016-08-06,32.49,6.98,10.99,15.62,19.99,23.98,6.99,5.99,4.97,8.05
2016-08-07,32.49,6.98,11.39,16.09,19.99,23.98,6.99,5.99,4.97,8.05
2016-08-08,32.49,6.98,7.39,14.99,19.939999999999998,23.98,6.99,5.99,4.97,8.05
2016-08-09,32.49,6.98,7.39,16.09,19.939999999999998,23.98,6.99,5.99,4.97,7.63
2016-08-10,32.49,6.98,7.39,15.62,19.939999999999998,23.98,6.99,5.99,4.97,7.63
2016-08-11,32.49,6.98,7.39,15.62,19.355,23.98,6.99,5.99,4.97,8.25
2016-08-12,32.49,6.98,7.39,15.62,19.355,23.98,6.99,5.99,4.97,8.16
2016-08-13,32.49,6.98,7.39,15.08,19.41,23.98,6.99,5.99,4.97,8.16
2016-08-14,32.49,6.98,7.39,15.08,20.03,23.98,6.99,5.99,4.97,8.16
2016-08-15,32.49,6.98,7.39,15.08,20.03,23.98,6.99,5.99,4.97,9.58
2016-08-16,32.49,6.98,7.39,15.08,20.03,23.98,6.99,5.99,4.97,9.58
2016-08-17,32.49,6.98,7.39,15.08,20.18,23.98,6.99,5.99,4.97,8.46
2016-08-18,32.49,6.98,7.39,15.08,19.45,21.99,6.99,5.99,4.97,8.46
2016-08-19,32.49,6.98,7.39,15.08,19.56,21.99,6.99,5.99,4.97,8.46
2016-08-20,32.49,6.98,7.39,15.08,19.29,21.99,6.82,5.99,4.97,7.86
2016-08-21,32.49,6.98,7.39,15.08,19.29,21.99,6.82,5.99,4.97,7.86
2016-08-22,32.49,6.98,7.39,20.08,19.29,21.99,6.82,5.99,4.97,7.86
2016-08-23,32.49,6.98,7.39,20.08,19.52,21.99,6.89,5.99,4.97,8.44
2016-08-24,32.49,6.98,7.39,20.08,19.52,21.99,6.99,5.99,4.97,8.44
2016-08-25,32.49,6.98,7.39,20.08,19.52,21.99,6.99,5.99,4.97,8.44
2016-08-26,32.49,6.98,7.39,23.74,19.29,21.99,6.99,5.99,4.97,8.45
2016-08-27,32.49,6.98,7.39,23.74,19.29,21.99,6.99,5.99,4.97,9.07
2016-08-28,32.49,6.98,7.39,21.37,19.38,19.79,6.29,5.99,4.97,9.07
2016-08-29,32.49,6.98,7.39,23.74,19.29,21.99,6.99,5.99,4.97,9.07
2016-08-30,32.49,6.98,7.39,23.74,19.29,21.99,6.99,5.99,4.97,8.37
2016-08-31,32.49,6.98,7.39,23.74,19.38,21.99,6.99,5.99,4.97,8.37
2016-09-01,32.49,6.98,7.39,23.74,19.38,21.99,6.99,5.99,4.97,8.37
2016-09-02,32.49,6.98,7.39,21.37,19.38,21.99,6.99,5.99,4.97,8.16
2016-09-03,32.49,6.98,7.39,21.37,19.38,21.99,6.99,6.99,4.97,8.16
2016-09-04,32.49,6.98,7.39,21.37,19.38,21.99,6.99,6.99,4.97,8.16
2016-09-05,32.49,6.98,7.39,21.37,19.69,21.99,6.99,6.99,4.97,8.16
2016-09-06,32.49,6.98,7.39,21.205,19.29,21.99,6.99,6.99,4.97,8.16
2016-09-07,32.49,6.98,7.39,21.205,19.29,21.99,6.99,6.99,4.97,8.16
2016-09-08,32.49,6.98,7.39,18.825000000000003,19.29,21.99,6.99,6.99,4.97,8.53
2016-09-09,32.49,6.98,7.39,18.825000000000003,19.29,21.99,6.99,6.99,4.97,8.53
2016-09-10,32.49,6.98,7.39,18.825000000000003,19.29,21.99,6.99,6.99,4.97,8.53
2016-09-11,32.49,6.98,7.39,18.825000000000003,19.29,21.99,6.99,6.99,4.97,8.53
2016-09-12,32.49,6.98,7.39,18.825000000000003,19.29,21.99,6.99,6.99,4.97,7.89
2016-09-13,32.49,6.98,7.39,18.825000000000003,19.29,21.99,6.99,6.99,4.97,7.95
2016-09-14,32.49,6.98,7.39,18.825000000000003,19.29,21.99,6.99,6.99,4.97,8.4
2016-09-15,32.49,6.98,7.39,18.825000000000003,19.65,21.99,6.99,6.99,4.97,8.4
2016-09-16,32.49,6.98,7.39,18.825000000000003,19.65,21.99,6.99,6.99,4.97,8.6
2016-09-17,32.49,6.98,7.39,18.825000000000003,19.72,21.99,6.99,6.99,4.97,8.6
2016-09-18,32.49,6.98,7.39,18.825000000000003,19.29,21.99,6.99,6.99,4.97,7.08
2016-09-19,32.49,6.98,7.39,18.825000000000003,19.29,21.99,6.99,6.99,4.97,7.08
2016-09-20,32.49,6.98,7.39,18.825000000000003,19.29,21.99,6.99,6.99,4.97,8.115
2016-09-21,32.49,6.98,7.39,18.825000000000003,19.29,21.99,6.99,6.99,4.97,8.115
2016-09-22,32.49,6.98,7.39,18.825000000000003,19.29,21.99,6.99,6.99,4.97,8.95
2016-09-23,32.49,6.98,7.39,18.825000000000003,19.345,21.99,6.99,6.99,4.97,8.95
2016-09-24,32.49,6.98,7.39,18.825000000000003,19.51,21.99,6.99,5.99,4.97,8.55
2016-09-25,32.49,6.98,7.39,18.825000000000003,21.17,21.99,6.99,5.99,4.97,8.55
2016-09-26,32.49,6.98,7.39,18.825000000000003,21.66,21.99,6.99,5.99,4.97,8.55
2016-09-27,32.49,6.98,7.39,18.825000000000003,21.66,21.99,6.99,5.99,4.97,8.55
2016-09-28,32.49,6.98,7.39,18.825000000000003,21.16,21.99,6.99,5.99,4.97,7.68
2016-09-29,32.49,6.98,7.39,18.825000000000003,19.29,21.99,6.99,5.99,4.97,7.64
2016-09-30,32.49,6.98,7.39,18.825000000000003,19.29,21.99,6.99,5.99,4.89,7.64
2016-10-01,32.49,6.98,7.39,18.825000000000003,19.39,21.99,6.99,5.99,4.89,7.64
2016-10-02,32.49,6.98,7.39,18.825000000000003,20.12,21.99,6.99,5.99,4.89,8.274999999999999
2016-10-03,32.49,6.98,7.39,18.825000000000003,20.24,21.99,6.99,5.99,4.89,8.274999999999999
2016-10-04,32.49,6.98,7.39,18.825000000000003,20.11,21.99,6.99,5.99,4.89,8.25
2016-10-05,32.49,6.98,7.39,18.825000000000003,19.94,21.99,6.99,5.99,4.89,7.23
2016-10-06,32.49,6.98,7.39,18.825000000000003,19.98,21.99,6.99,5.99,4.89,7.23
2016-10-07,32.49,6.98,7.39,18.825000000000003,19.75,21.99,6.99,5.99,4.89,8.61
2016-10-08,32.49,6.98,7.39,18.825000000000003,19.68,21.99,6.99,5.99,4.89,8.05
2016-10-09,32.49,6.98,7.39,18.825000000000003,20.23,21.99,6.99,5.99,4.89,8.05
2016-10-10,32.49,6.98,7.39,18.825000000000003,19.29,21.99,6.99,5.99,4.89,8.93
2016-10-11,32.49,6.98,7.39,18.825000000000003,19.55,21.99,6.99,5.99,4.89,8.35
2016-10-12,32.49,6.98,7.39,18.47,20.76,21.99,6.99,5.99,4.83,8.8
2016-10-13,32.49,6.98,7.39,18.47,19.29,21.99,6.99,5.99,4.83,8.8
2016-10-14,32.49,6.98,7.39,18.67,19.72,21.99,6.99,5.99,4.83,8.21
2016-10-15,32.49,6.98,7.39,18.67,19.72,20.99,6.99,5.99,4.83,7.82
2016-10-16,32.49,6.98,7.39,18.67,19.72,21.99,6.99,5.99,4.83,7.82
2016-10-17,32.49,6.98,7.39,18.46,19.29,21.825,6.99,5.99,4.83,8.79
2016-10-18,32.49,6.98,7.39,17.445,19.29,21.825,6.99,5.99,4.83,8.79
2016-10-19,32.49,6.98,7.39,17.445,19.88,21.825,6.99,5.99,4.83,8.48
2016-10-20,32.49,6.98,7.39,17.445,20.68,21.825,6.99,5.99,4.83,8.48
2016-10-21,32.49,6.98,7.39,17.445,20.69,21.825,6.99,5.99,4.83,8.67
2016-10-22,32.49,6.98,7.39,17.445,20.64,21.825,6.99,5.99,4.83,9.99
2016-10-23,32.49,6.98,7.39,17.445,21.6,21.825,6.99,5.99,4.83,9.99
2016-10-24,32.49,6.98,7.39,17.445,21.72,21.825,6.99,5.99,4.83,9.99
2016-10-25,32.49,6.98,7.39,17.445,21.73,21.825,6.99,5.99,4.83,9.99
2016-10-26,32.49,6.98,7.39,17.445,20.38,21.825,6.99,5.99,4.83,9.99
2016-10-27,32.49,6.98,7.39,17.445,19.62,21.825,6.99,5.99,4.83,9.99
2016-10-28,32.49,6.98,7.39,17.445,19.62,21.825,6.99,5.99,4.83,8.76
2016-10-29,32.49,6.98,7.39,17.445,19.740000000000002,21.825,6.99,5.99,4.83,8.76
2016-10-30,32.49,6.98,7.39,17.445,20.59,21.825,6.99,5.99,4.83,9.99
2016-10-31,32.49,6.98,7.39,17.445,20.55,21.825,6.99,5.99,4.83,9.99
2016-11-01,32.49,6.98,7.39,17.445,20.5,21.825,6.99,5.99,4.83,9.99
2016-11-02,32.49,6.98,7.39,17.445,20.44,21.825,6.99,5.99,4.83,9.99
2016-11-03,32.49,6.98,7.39,17.445,20.48,21.825,6.99,5.99,4.83,9.99
2016-11-04,32.49,6.98,7.39,17.445,19.29,21.825,6.99,5.99,4.83,9.99
2016-11-05,32.49,6.98,7.39,17.445,19.29,21.825,6.99,5.99,4.83,8.93
2016-11-06,32.49,6.98,7.39,17.445,19.9,21.825,6.99,5.99,4.83,9.13
2016-11-07,32.49,6.98,7.39,17.445,19.725,21.825,6.99,5.99,4.83,9.52
2016-11-08,32.49,6.98,7.39,17.445,19.725,21.825,6.99,5.99,4.83,9.52
2016-11-09,32.49,6.98,7.39,17.445,19.725,21.825,6.99,5.99,4.83,9.52
2016-11-10,32.49,6.98,7.39,17.445,19.725,21.24,6.99,5.99,4.83,9.22
2016-11-11,32.49,6.98,7.39,12.995000000000001,19.725,20.99,6.99,5.99,4.83,9.22
2016-11-12,32.49,6.98,7.39,16.22,19.62,20.99,6.99,5.99,4.83,9.22
2016-11-13,32.49,6.98,7.39,16.22,19.62,20.99,6.99,5.99,4.83,9.69
2016-11-14,32.49,6.98,7.39,16.22,20.4,20.99,6.99,5.99,4.83,9.69
2016-11-15,32.49,6.98,7.39,16.22,20.4,20.99,6.99,5.99,4.83,8.39
2016-11-16,32.49,6.98,7.39,16.22,20.17,20.99,6.99,5.99,4.83,8.56
2016-11-17,32.49,6.98,7.39,15.38,20.17,20.99,6.99,5.99,4.83,8.56
2016-11-18,32.49,6.98,7.39,18.3,20.17,20.99,6.99,5.99,4.83,8.56
2016-11-19,32.49,6.98,7.39,15.73,20.17,20.99,6.99,5.99,4.83,8.7
2016-11-20,32.49,6.98,7.39,15.73,20.21,20.99,6.99,5.99,4.83,8.7
2016-11-21,32.49,6.98,7.39,15.73,15.61,20.99,6.99,5.99,4.83,8.7
2016-11-22,32.49,6.98,7.39,17.015,15.61,20.99,6.99,5.99,3.67,8.7
2016-11-23,32.49,6.98,7.39,17.015,15.61,20.99,6.99,5.99,4.83,7.41
2016-11-24,32.49,6.98,7.39,17.015,15.61,20.99,6.99,5.99,4.83,7.41
2016-11-25,32.49,6.98,7.39,17.015,15.61,20.99,6.99,5.99,4.83,7.46
2016-11-26,32.49,6.98,7.39,17.015,15.61,19.99,5.86,5.99,4.83,7.18
2016-11-27,32.49,6.98,7.39,17.015,15.61,17.84,5.86,5.09,4.16,8.96
2016-11-28,32.49,6.98,7.39,17.015,15.61,17.84,5.86,5.09,4.16,8.96
2016-11-29,32.49,6.98,7.39,17.015,15.61,19.99,5.86,5.09,4.17,8.06
2016-11-30,32.49,6.98,7.39,17.015,15.61,19.99,5.86,5.99,4.17,8.06
2016-12-01,32.49,6.98,7.39,17.015,15.61,19.99,5.86,5.99,4.17,8.06
2016-12-02,32.49,6.98,7.39,17.015,15.61,19.99,5.86,5.99,4.17,7.74
2016-12-03,32.49,6.98,7.39,17.015,15.61,19.99,5.86,5.99,4.17,7.74
2016-12-04,32.49,6.98,7.39,17.015,15.61,19.99,5.86,5.99,4.17,8.8
2016-12-05,32.49,6.98,7.39,17.015,19.29,19.99,5.86,5.99,4.21,8.8
2016-12-06,32.49,6.98,7.39,17.015,19.51,19.99,5.86,5.99,4.21,8.8
2016-12-07,32.49,6.98,7.39,17.015,19.85,19.99,5.86,5.99,4.21,8.05
2016-12-08,32.49,6.98,7.39,17.015,19.85,19.99,5.86,5.99,4.21,7.5
2016-12-09,32.49,6.98,7.39,17.015,21.07,19.99,5.86,5.99,4.21,7.5
2016-12-10,32.49,6.98,7.39,17.015,21.07,19.99,5.86,5.99,4.21,7.5
2016-12-11,32.49,6.98,7.39,17.015,21.07,19.99,5.89,5.99,4.21,8.29
2016-12-12,32.49,6.98,7.39,17.015,19.43,19.99,5.89,5.99,4.21,8.63
2016-12-13,31.92,6.98,7.39,17.015,19.384999999999998,19.99,5.89,5.99,4.21,8.63
2016-12-14,31.75,6.98,7.39,17.015,19.384999999999998,19.99,5.89,5.99,4.21,7.83
2016-12-15,31.75,6.98,7.39,17.015,19.35,19.99,5.89,5.99,4.26,7.83
2016-12-16,30.37,6.98,7.39,17.015,20.3,19.99,5.89,5.99,4.26,7.58
2016-12-17,29.070000000000004,6.98,7.39,17.015,19.560000000000002,19.99,5.89,5.99,4.83,8.29
2016-12-18,29.070000000000004,6.98,7.39,17.015,19.494999999999997,19.99,5.89,5.99,4.83,8.29
2016-12-19,29.070000000000004,6.98,7.39,17.015,19.494999999999997,19.99,5.89,5.99,4.83,8.38
2016-12-20,29.070000000000004,6.98,7.39,17.015,19.48,19.99,5.89,5.99,4.83,8.0
2016-12-21,31.965000000000003,6.98,7.39,17.015,19.43,19.99,5.89,5.99,4.83,8.0
2016-12-22,31.965000000000003,6.98,7.39,17.015,19.465,19.99,5.89,5.99,4.83,8.13
2016-12-23,31.965000000000003,6.98,7.39,17.015,19.465,19.99,5.89,5.99,4.83,8.13
2016-12-24,31.965000000000003,6.98,7.39,17.015,19.465,19.99,5.89,5.99,4.83,8.13
2016-12-25,31.965000000000003,6.98,7.39,17.015,20.02,19.99,5.89,5.99,4.83,8.59
2016-12-26,31.965000000000003,6.98,7.39,17.015,20.49,19.99,5.89,5.99,4.83,8.59
2016-12-27,31.965000000000003,6.98,7.39,17.015,20.49,19.99,5.89,5.99,4.83,8.59
2016-12-28,31.965000000000003,6.98,7.39,17.015,19.86,19.99,5.89,5.99,4.83,9.38
2016-12-29,31.965000000000003,6.98,7.39,17.015,19.86,19.99,5.89,5.99,4.83,9.38
2016-12-30,31.965000000000003,6.98,7.39,17.015,19.585,19.99,5.89,5.99,4.83,9.05
2016-12-31,31.965000000000003,6.98,7.39,17.015,19.585,19.99,5.89,5.99,4.83,9.05
2017-01-01,31.965000000000003,6.98,7.39,17.015,19.585,19.99,5.89,5.99,4.83,9.99
2017-01-02,31.965000000000003,6.98,7.39,17.015,19.585,19.99,5.89,5.99,4.83,9.99
2017-01-03,31.965000000000003,6.98,7.39,17.015,19.585,19.99,5.89,5.99,4.83,9.99
2017-01-04,31.965000000000003,6.98,7.39,17.015,19.585,19.99,5.89,5.99,4.83,9.99
2017-01-05,31.965000000000003,6.98,7.39,17.015,19.585,19.99,5.89,5.99,4.83,9.99
2017-01-06,31.965000000000003,6.98,7.39,17.015,19.52,19.99,5.89,5.99,4.83,9.99
2017-01-07,31.965000000000003,6.98,7.39,17.015,19.545,19.99,5.89,5.99,4.83,9.6
2017-01-08,31.965000000000003,6.98,7.39,17.015,19.545,19.99,5.89,5.99,4.83,9.6
2017-01-09,31.965000000000003,6.98,7.39,17.015,19.545,19.99,5.89,5.99,4.83,9.6
2017-01-10,31.965000000000003,6.98,7.39,17.015,19.545,19.99,5.89,5.99,4.83,9.6
2017-01-11,31.965000000000003,6.98,7.39,17.015,19.71,19.99,5.89,5.99,4.83,9.6
2017-01-12,31.965000000000003,6.98,7.39,17.015,19.845,19.99,5.89,5.99,4.83,9.45
2017-01-13,31.965000000000003,6.98,7.39,17.015,19.29,19.99,5.89,5.99,4.83,9.32
2017-01-14,31.965000000000003,6.98,7.39,17.015,20.68,19.99,5.89,5.99,4.83,9.32
2017-01-15,31.965000000000003,6.98,7.39,17.015,19.29,19.99,5.89,5.99,4.83,9.32
2017-01-16,31.965000000000003,6.98,7.39,17.015,19.29,19.99,5.89,5.99,4.83,9.32
2017-01-17,31.965000000000003,6.98,7.39,17.015,19.29,19.99,5.89,5.99,4.83,9.44
2017-01-18,32.49,6.98,7.39,17.015,19.45,19.99,5.89,5.99,4.83,8.85
2017-01-19,32.49,6.98,7.39,17.015,20.174999999999997,19.99,5.89,5.99,4.83,8.85
2017-01-20,32.49,6.98,7.39,17.015,20.174999999999997,21.99,5.89,5.99,4.83,8.85
2017-01-21,32.49,6.98,7.38,17.015,20.174999999999997,21.99,5.89,5.99,4.83,8.85
2017-01-22,32.49,6.98,7.38,17.015,21.645,21.99,5.89,5.99,4.83,8.85
2017-01-23,32.49,6.98,7.38,17.015,19.46,21.99,5.89,5.99,4.83,8.85
2017-01-24,32.49,6.98,7.38,17.015,19.99,21.99,5.89,5.99,4.83,8.85
2017-01-25,32.49,6.98,7.38,17.015,20.26,21.99,5.89,5.99,4.83,8.85
2017-01-26,32.49,6.98,7.38,17.015,21.04,21.99,5.89,5.99,4.83,8.85
2017-01-27,32.49,6.98,7.38,17.015,20.515,21.99,5.89,5.99,4.83,8.85
2017-01-28,32.49,6.98,7.38,17.015,19.29,21.99,5.89,5.99,4.83,8.85
2017-01-29,32.49,6.98,7.38,17.015,19.29,21.99,5.89,5.99,4.83,8.85
2017-01-30,31.24,6.98,7.38,17.015,19.66,21.99,5.89,5.99,4.83,8.85
2017-01-31,31.24,6.98,7.38,17.015,19.575,21.99,5.89,5.99,4.83,6.99
2017-02-01,31.23,6.98,7.38,17.015,20.28,21.99,5.89,5.99,4.83,6.99
2017-02-02,31.23,6.98,7.38,17.015,20.29,21.99,5.89,5.99,4.83,6.99
2017-02-03,31.23,6.98,7.33,17.015,20.134999999999998,21.99,5.89,5.99,4.83,6.99
2017-02-04,31.23,6.98,7.32,19.064999999999998,19.79,21.99,5.89,5.99,4.83,6.99
2017-02-05,31.23,6.98,7.32,19.064999999999998,19.83,21.99,5.89,5.99,4.83,6.41
2017-02-06,31.23,6.98,7.32,19.71,19.93,21.99,5.89,5.99,4.83,6.985
2017-02-07,31.23,6.98,7.32,19.09,19.91,21.99,5.89,5.99,4.83,6.985
2017-02-08,31.23,6.98,7.32,19.09,20.79,21.99,7.99,5.99,4.83,6.985
2017-02-09,31.23,6.98,7.32,19.09,20.97,21.99,7.99,5.99,4.83,6.99
2017-02-10,31.23,6.98,7.32,17.99,20.66,21.99,7.99,5.99,4.83,6.99
2017-02-11,31.23,6.98,7.32,17.99,20.65,21.99,7.99,5.99,4.83,6.99
2017-02-12,31.23,6.98,7.31,17.99,20.66,21.99,7.99,5.99,4.83,6.99
2017-02-13,31.23,6.98,7.31,17.99,19.98,21.99,7.99,5.99,4.83,6.99
2017-02-14,31.23,6.98,7.31,15.29,20.53,21.99,7.99,5.99,4.83,6.99
2017-02-15,31.23,6.98,7.31,12.48,21.29,21.99,7.99,5.99,4.83,6.99
2017-02-16,31.23,6.98,7.31,12.48,20.28,21.99,7.99,5.99,4.83,8.19
2017-02-17,31.23,6.98,7.3,12.48,21.04,21.99,7.99,5.99,4.83,8.19
2017-02-18,31.23,6.98,7.3,12.48,21.015,21.99,7.99,5.99,4.83,8.06
2017-02-19,31.23,6.98,7.3,12.48,20.22,21.99,7.99,5.99,4.83,8.23
2017-02-20,31.23,6.98,7.3,12.48,21.53,21.99,7.99,5.99,4.83,8.23
2017-02-21,31.23,6.98,7.3,12.48,19.92,21.99,7.99,5.99,4.83,8.27
2017-02-22,31.23,6.98,7.3,12.48,19.935000000000002,21.99,7.99,5.99,4.83,8.38
2017-02-23,31.23,6.98,7.3,12.48,20.384999999999998,21.99,7.99,5.99,4.83,8.77
2017-02-24,31.23,6.98,7.3,12.48,20.384999999999998,21.99,7.99,5.99,4.83,8.77
2017-02-25,31.23,6.98,7.3,12.48,19.98,21.99,7.99,5.99,4.83,8.77
2017-02-26,31.23,6.98,7.3,12.48,19.98,21.99,6.99,5.99,4.83,8.77
2017-02-27,31.23,6.98,7.3,12.48,19.98,21.99,6.99,5.99,4.83,8.77
2017-02-28,31.23,6.98,7.3,12.48,19.98,21.99,6.99,5.99,4.83,8.77
2017-03-01,31.23,6.98,7.3,12.48,20.555,21.99,6.99,5.99,4.83,8.77
2017-03-02,31.23,6.98,7.3,12.48,21.189999999999998,21.99,5.86,5.99,4.83,7.69
2017-03-03,31.23,6.98,7.3,12.48,20.0,21.99,5.86,5.99,4.83,7.69
2017-03-04,31.23,6.98,7.3,12.48,20.51,21.99,5.86,5.99,4.83,8.62
2017-03-05,31.23,6.98,7.3,12.48,20.06,21.99,5.86,5.99,4.83,8.62
2017-03-06,31.23,6.98,7.3,12.48,20.424999999999997,21.99,5.86,5.99,4.83,8.2
2017-03-07,31.23,6.98,11.99,12.48,19.44,21.99,5.86,5.99,4.83,8.2
2017-03-08,31.23,6.98,9.745000000000001,12.48,20.2,21.99,5.86,5.99,4.83,8.58
2017-03-09,31.23,6.98,9.745000000000001,12.48,21.57,21.99,5.86,5.99,4.83,8.58
2017-03-10,31.23,6.98,9.745000000000001,12.48,20.735,21.99,5.86,5.99,4.83,7.49
2017-03-11,31.23,6.98,9.745000000000001,12.48,19.89,21.99,5.86,5.99,4.83,7.49
2017-03-12,31.23,6.98,9.745000000000001,12.48,20.98,21.99,5.86,5.99,4.83,8.4
2017-03-13,31.23,6.98,9.745000000000001,12.48,21.17,21.99,5.86,5.99,4.83,7.79
2017-03-14,31.23,6.98,9.745000000000001,12.48,21.28,21.99,5.86,5.99,4.83,7.79
2017-03-15,31.23,6.98,9.745000000000001,12.48,21.39,21.99,5.86,5.99,4.83,7.79
2017-03-16,31.23,6.98,9.745000000000001,12.48,19.48,21.99,5.86,5.99,4.89,6.89
2017-03-17,31.23,6.98,9.745000000000001,12.48,19.85,21.99,5.86,5.99,6.49,6.89
2017-03-18,31.23,6.98,9.745000000000001,12.48,20.08,21.99,5.86,5.99,6.49,8.51
2017-03-19,31.23,6.98,9.745000000000001,18.49,21.01,21.99,5.86,5.99,6.49,8.51
2017-03-20,31.23,6.98,9.745000000000001,18.49,21.02,21.99,5.86,5.99,6.49,8.51
2017-03-21,31.23,6.98,9.745000000000001,18.49,21.085,21.99,5.86,5.99,4.83,8.78
2017-03-22,31.23,6.98,7.34,19.22,21.39,21.99,5.86,5.99,4.83,8.78
2017-03-23,31.23,6.98,7.34,20.619999999999997,21.22,21.97,5.86,6.99,4.83,8.78
2017-03-24,31.23,6.98,7.34,20.619999999999997,20.310000000000002,21.97,5.86,6.99,6.49,8.38
2017-03-25,31.23,6.98,7.34,20.07,21.1,21.97,5.86,6.99,6.49,7.24
2017-03-26,31.23,6.98,7.34,20.07,22.285,21.99,5.86,6.99,6.49,8.25
2017-03-27,31.23,6.98,7.34,20.07,20.77,21.99,5.86,6.99,6.49,8.86
2017-03-28,31.23,6.98,7.34,20.07,21.36,21.97,5.86,6.99,6.49,8.86
2017-03-29,31.23,6.98,7.34,20.14,21.35,21.97,5.86,5.86,6.49,8.37
2017-03-30,31.23,6.98,7.34,12.48,21.35,21.97,5.86,5.86,6.49,8.37
2017-03-31,31.23,6.98,7.34,18.49,21.35,21.97,5.86,5.86,6.49,8.56
2017-04-01,31.23,6.98,7.34,18.49,20.32,21.97,5.89,5.86,6.49,8.26
2017-04-02,31.23,6.98,7.34,18.34,21.6,21.97,5.86,5.86,6.49,8.26
2017-04-03,31.23,6.98,7.34,18.34,21.59,21.97,5.86,5.86,6.49,7.63
2017-04-04,31.23,6.98,7.34,18.34,20.965,21.97,5.86,5.86,6.49,8.16
2017-04-05,31.23,6.98,7.34,18.39,20.42,21.97,5.86,5.86,6.49,8.57
2017-04-06,31.23,6.98,7.34,18.39,20.535,21.97,5.86,5.86,6.49,8.94
2017-04-07,31.23,6.98,7.34,20.79,20.535,21.97,5.86,5.86,6.49,8.94
2017-04-08,31.23,6.98,7.34,20.79,20.295,21.97,5.86,5.86,6.49,7.28
2017-04-09,31.23,6.98,7.34,18.44,19.634999999999998,21.97,2.99,5.86,6.49,8.8
2017-04-10,31.23,6.98,7.34,18.44,19.875,21.97,2.99,5.86,6.49,7.59
2017-04-11,31.23,6.98,7.34,18.44,19.93,21.97,2.99,5.86,6.49,8.09
2017-04-12,31.23,6.98,7.34,18.44,20.68,21.97,2.99,5.86,6.49,8.27
2017-04-13,31.23,6.98,7.34,18.44,20.73,21.97,2.99,5.86,6.49,8.27
2017-04-14,31.23,6.98,7.34,18.44,20.85,21.96,2.99,5.86,4.83,8.03
2017-04-15,31.23,6.98,7.34,18.44,20.91,21.96,2.99,2.99,4.83,8.49
2017-04-16,31.23,6.98,7.34,18.44,20.12,21.96,2.99,2.99,4.83,8.49
2017-04-17,31.23,6.98,7.34,18.44,20.12,21.94,5.86,2.99,4.83,8.67
